District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	132	WARISNAGAR	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	ELECTRICITY	6
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	WATER	5
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	ROAD	7
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	HEALTH SERVICES	8
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	EDUCATION	7
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	EMPLOYMENT GROWTH	5
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	PUBLIC TRANSPORT	4
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	LAW & ORDER	7
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	CASTE POLARISTION	5
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	133	SAMASTIPUR	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	134	UJIARPUR	UJIARPUR	ELECTRICITY	4
SAMASTIPUR	134	UJIARPUR	UJIARPUR	WATER	4
SAMASTIPUR	134	UJIARPUR	UJIARPUR	ROAD	3
SAMASTIPUR	134	UJIARPUR	UJIARPUR	HEALTH SERVICES	6
SAMASTIPUR	134	UJIARPUR	UJIARPUR	EDUCATION	6
SAMASTIPUR	134	UJIARPUR	UJIARPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	134	UJIARPUR	UJIARPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	134	UJIARPUR	UJIARPUR	LAW & ORDER	6
SAMASTIPUR	134	UJIARPUR	UJIARPUR	CASTE POLARISTION	4
SAMASTIPUR	134	UJIARPUR	UJIARPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	134	UJIARPUR	UJIARPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	135	MORWA	UJIARPUR	ELECTRICITY	4
SAMASTIPUR	135	MORWA	UJIARPUR	WATER	4
SAMASTIPUR	135	MORWA	UJIARPUR	ROAD	3
SAMASTIPUR	135	MORWA	UJIARPUR	HEALTH SERVICES	5
SAMASTIPUR	135	MORWA	UJIARPUR	EDUCATION	6
SAMASTIPUR	135	MORWA	UJIARPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	135	MORWA	UJIARPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	135	MORWA	UJIARPUR	LAW & ORDER	6
SAMASTIPUR	135	MORWA	UJIARPUR	CASTE POLARISTION	5
SAMASTIPUR	135	MORWA	UJIARPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	135	MORWA	UJIARPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	ELECTRICITY	5
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	WATER	4
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	ROAD	4
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	HEALTH SERVICES	7
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	EDUCATION	7
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	LAW & ORDER	7
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	CASTE POLARISTION	5
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	136	SARAIRANJAN	UJIARPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	ELECTRICITY	4
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	WATER	4
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	ROAD	4
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	HEALTH SERVICES	6
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	EDUCATION	6
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	LAW & ORDER	7
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	CASTE POLARISTION	5
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	137	MOHIUDDINNAGAR	UJIARPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	ELECTRICITY	4
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	WATER	4
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	ROAD	3
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	HEALTH SERVICES	5
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	EDUCATION	6
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	PUBLIC TRANSPORT	3
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	LAW & ORDER	6
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	CASTE POLARISTION	5
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	138	BIBHUTIPUR	UJIARPUR	COMMUNAL POLARISATION	4
SAMASTIPUR	139	ROSERA	SAMASTIPUR	ELECTRICITY	4
SAMASTIPUR	139	ROSERA	SAMASTIPUR	WATER	4
SAMASTIPUR	139	ROSERA	SAMASTIPUR	ROAD	3
SAMASTIPUR	139	ROSERA	SAMASTIPUR	HEALTH SERVICES	7
SAMASTIPUR	139	ROSERA	SAMASTIPUR	EDUCATION	6
SAMASTIPUR	139	ROSERA	SAMASTIPUR	EMPLOYMENT GROWTH	4
SAMASTIPUR	139	ROSERA	SAMASTIPUR	PUBLIC TRANSPORT	4
SAMASTIPUR	139	ROSERA	SAMASTIPUR	LAW & ORDER	7
SAMASTIPUR	139	ROSERA	SAMASTIPUR	CASTE POLARISTION	5
SAMASTIPUR	139	ROSERA	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	139	ROSERA	SAMASTIPUR	COMMUNAL POLARISATION	5
SAMASTIPUR	140	HASANPUR	KHAGARIA	ELECTRICITY	4
SAMASTIPUR	140	HASANPUR	KHAGARIA	WATER	5
SAMASTIPUR	140	HASANPUR	KHAGARIA	ROAD	4
SAMASTIPUR	140	HASANPUR	KHAGARIA	HEALTH SERVICES	7
SAMASTIPUR	140	HASANPUR	KHAGARIA	EDUCATION	6
SAMASTIPUR	140	HASANPUR	KHAGARIA	EMPLOYMENT GROWTH	4
SAMASTIPUR	140	HASANPUR	KHAGARIA	PUBLIC TRANSPORT	3
SAMASTIPUR	140	HASANPUR	KHAGARIA	LAW & ORDER	6
SAMASTIPUR	140	HASANPUR	KHAGARIA	CASTE POLARISTION	5
SAMASTIPUR	140	HASANPUR	KHAGARIA	COMMUNAL POLARISATION	5
SAMASTIPUR	140	HASANPUR	KHAGARIA	COMMUNAL POLARISATION	5
BHOJPUR	192	SANDESH	ARRAH	ELECTRICITY	4
BHOJPUR	192	SANDESH	ARRAH	WATER	4
BHOJPUR	192	SANDESH	ARRAH	ROAD	5
BHOJPUR	192	SANDESH	ARRAH	HEALTH SERVICES	4
BHOJPUR	192	SANDESH	ARRAH	EDUCATION	4
BHOJPUR	192	SANDESH	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	192	SANDESH	ARRAH	PUBLIC TRANSPORT	5
BHOJPUR	192	SANDESH	ARRAH	LAW & ORDER	4
BHOJPUR	192	SANDESH	ARRAH	CASTE POLARISTION	8
BHOJPUR	192	SANDESH	ARRAH	COMMUNAL POLARISATION	7
BHOJPUR	192	SANDESH	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	193	BARHARA	ARRAH	ELECTRICITY	3
BHOJPUR	193	BARHARA	ARRAH	WATER	3
BHOJPUR	193	BARHARA	ARRAH	ROAD	4
BHOJPUR	193	BARHARA	ARRAH	HEALTH SERVICES	4
BHOJPUR	193	BARHARA	ARRAH	EDUCATION	4
BHOJPUR	193	BARHARA	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	193	BARHARA	ARRAH	PUBLIC TRANSPORT	5
BHOJPUR	193	BARHARA	ARRAH	LAW & ORDER	5
BHOJPUR	193	BARHARA	ARRAH	CASTE POLARISTION	8
BHOJPUR	193	BARHARA	ARRAH	COMMUNAL POLARISATION	5
BHOJPUR	193	BARHARA	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	194	ARRAH	ARRAH	ELECTRICITY	2
BHOJPUR	194	ARRAH	ARRAH	WATER	2
BHOJPUR	194	ARRAH	ARRAH	ROAD	5
BHOJPUR	194	ARRAH	ARRAH	HEALTH SERVICES	5
BHOJPUR	194	ARRAH	ARRAH	EDUCATION	5
BHOJPUR	194	ARRAH	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	194	ARRAH	ARRAH	PUBLIC TRANSPORT	4
BHOJPUR	194	ARRAH	ARRAH	LAW & ORDER	5
BHOJPUR	194	ARRAH	ARRAH	CASTE POLARISTION	8
BHOJPUR	194	ARRAH	ARRAH	COMMUNAL POLARISATION	8
BHOJPUR	194	ARRAH	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	195	AGIAON	ARRAH	ELECTRICITY	3
BHOJPUR	195	AGIAON	ARRAH	WATER	3
BHOJPUR	195	AGIAON	ARRAH	ROAD	4
BHOJPUR	195	AGIAON	ARRAH	HEALTH SERVICES	4
BHOJPUR	195	AGIAON	ARRAH	EDUCATION	5
BHOJPUR	195	AGIAON	ARRAH	EMPLOYMENT GROWTH	2
BHOJPUR	195	AGIAON	ARRAH	PUBLIC TRANSPORT	4
BHOJPUR	195	AGIAON	ARRAH	LAW & ORDER	5
BHOJPUR	195	AGIAON	ARRAH	CASTE POLARISTION	8
BHOJPUR	195	AGIAON	ARRAH	COMMUNAL POLARISATION	5
BHOJPUR	195	AGIAON	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	196	TARARI	ARRAH	ELECTRICITY	3
BHOJPUR	196	TARARI	ARRAH	WATER	6
BHOJPUR	196	TARARI	ARRAH	ROAD	5
BHOJPUR	196	TARARI	ARRAH	HEALTH SERVICES	4
BHOJPUR	196	TARARI	ARRAH	EDUCATION	5
BHOJPUR	196	TARARI	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	196	TARARI	ARRAH	PUBLIC TRANSPORT	5
BHOJPUR	196	TARARI	ARRAH	LAW & ORDER	4
BHOJPUR	196	TARARI	ARRAH	CASTE POLARISTION	9
BHOJPUR	196	TARARI	ARRAH	COMMUNAL POLARISATION	5
BHOJPUR	196	TARARI	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	197	JAGDISHPUR	ARRAH	ELECTRICITY	3
BHOJPUR	197	JAGDISHPUR	ARRAH	WATER	4
BHOJPUR	197	JAGDISHPUR	ARRAH	ROAD	5
BHOJPUR	197	JAGDISHPUR	ARRAH	HEALTH SERVICES	5
BHOJPUR	197	JAGDISHPUR	ARRAH	EDUCATION	4
BHOJPUR	197	JAGDISHPUR	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	197	JAGDISHPUR	ARRAH	PUBLIC TRANSPORT	5
BHOJPUR	197	JAGDISHPUR	ARRAH	LAW & ORDER	2
BHOJPUR	197	JAGDISHPUR	ARRAH	CASTE POLARISTION	9
BHOJPUR	197	JAGDISHPUR	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	197	JAGDISHPUR	ARRAH	COMMUNAL POLARISATION	4
BHOJPUR	196	TARARI	ARRAH	ELECTRICITY	3
BHOJPUR	196	TARARI	ARRAH	WATER	4
BHOJPUR	196	TARARI	ARRAH	ROAD	5
BHOJPUR	196	TARARI	ARRAH	HEALTH SERVICES	4
BHOJPUR	196	TARARI	ARRAH	EDUCATION	5
BHOJPUR	196	TARARI	ARRAH	EMPLOYMENT GROWTH	1
BHOJPUR	196	TARARI	ARRAH	PUBLIC TRANSPORT	4
BHOJPUR	196	TARARI	ARRAH	LAW & ORDER	6
BHOJPUR	196	TARARI	ARRAH	CASTE POLARISTION	9
BHOJPUR	196	TARARI	ARRAH	COMMUNAL POLARISATION	5
BHOJPUR	196	TARARI	ARRAH	COMMUNAL POLARISATION	4
BUXAR 	199	BRAHAMPUR	BUXAR	ELECTRICITY	3
BUXAR 	199	BRAHAMPUR	BUXAR	WATER	3
BUXAR 	199	BRAHAMPUR	BUXAR	ROAD	4
BUXAR 	199	BRAHAMPUR	BUXAR	HEALTH SERVICES	4
BUXAR 	199	BRAHAMPUR	BUXAR	EDUCATION	4
BUXAR 	199	BRAHAMPUR	BUXAR	EMPLOYMENT GROWTH	0
BUXAR 	199	BRAHAMPUR	BUXAR	PUBLIC TRANSPORT	5
BUXAR 	199	BRAHAMPUR	BUXAR	LAW & ORDER	5
BUXAR 	199	BRAHAMPUR	BUXAR	CASTE POLARISTION	9
BUXAR 	199	BRAHAMPUR	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	199	BRAHAMPUR	BUXAR	COMMUNAL POLARISATION	4
BUXAR 	200	BUXAR	BUXAR	ELECTRICITY	4
BUXAR 	200	BUXAR	BUXAR	WATER	4
BUXAR 	200	BUXAR	BUXAR	ROAD	4
BUXAR 	200	BUXAR	BUXAR	HEALTH SERVICES	5
BUXAR 	200	BUXAR	BUXAR	EDUCATION	5
BUXAR 	200	BUXAR	BUXAR	EMPLOYMENT GROWTH	1
BUXAR 	200	BUXAR	BUXAR	PUBLIC TRANSPORT	4
BUXAR 	200	BUXAR	BUXAR	LAW & ORDER	5
BUXAR 	200	BUXAR	BUXAR	CASTE POLARISTION	9
BUXAR 	200	BUXAR	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	200	BUXAR	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	201	DUMRAON	BUXAR	ELECTRICITY	4
BUXAR 	201	DUMRAON	BUXAR	WATER	4
BUXAR 	201	DUMRAON	BUXAR	ROAD	5
BUXAR 	201	DUMRAON	BUXAR	HEALTH SERVICES	5
BUXAR 	201	DUMRAON	BUXAR	EDUCATION	4
BUXAR 	201	DUMRAON	BUXAR	EMPLOYMENT GROWTH	1
BUXAR 	201	DUMRAON	BUXAR	PUBLIC TRANSPORT	4
BUXAR 	201	DUMRAON	BUXAR	LAW & ORDER	4
BUXAR 	201	DUMRAON	BUXAR	CASTE POLARISTION	9
BUXAR 	201	DUMRAON	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	201	DUMRAON	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	202	RAJPUR	BUXAR	ELECTRICITY	4
BUXAR 	202	RAJPUR	BUXAR	WATER	4
BUXAR 	202	RAJPUR	BUXAR	ROAD	5
BUXAR 	202	RAJPUR	BUXAR	HEALTH SERVICES	5
BUXAR 	202	RAJPUR	BUXAR	EDUCATION	4
BUXAR 	202	RAJPUR	BUXAR	EMPLOYMENT GROWTH	0
BUXAR 	202	RAJPUR	BUXAR	PUBLIC TRANSPORT	5
BUXAR 	202	RAJPUR	BUXAR	LAW & ORDER	5
BUXAR 	202	RAJPUR	BUXAR	CASTE POLARISTION	9
BUXAR 	202	RAJPUR	BUXAR	COMMUNAL POLARISATION	5
BUXAR 	202	RAJPUR	BUXAR	COMMUNAL POLARISATION	4
VAISHALI 	123	HAJIPUR	HAJIPUR	ELECTRICITY	3
VAISHALI 	123	HAJIPUR	HAJIPUR	WATER	3
VAISHALI 	123	HAJIPUR	HAJIPUR	ROAD	6
VAISHALI 	123	HAJIPUR	HAJIPUR	HEALTH SERVICES	6
VAISHALI 	123	HAJIPUR	HAJIPUR	EDUCATION	6
VAISHALI 	123	HAJIPUR	HAJIPUR	EMPLOYMENT GROWTH	2
VAISHALI 	123	HAJIPUR	HAJIPUR	PUBLIC TRANSPORT	5
VAISHALI 	123	HAJIPUR	HAJIPUR	LAW & ORDER	6
VAISHALI 	123	HAJIPUR	HAJIPUR	CASTE POLARISTION	7
VAISHALI 	123	HAJIPUR	HAJIPUR	COMMUNAL POLARISATION	4
VAISHALI 	123	HAJIPUR	HAJIPUR	COMMUNAL POLARISATION	6
VAISHALI 	124	LALGANJ	HAJIPUR	ELECTRICITY	5
VAISHALI 	124	LALGANJ	HAJIPUR	WATER	4
VAISHALI 	124	LALGANJ	HAJIPUR	ROAD	5
VAISHALI 	124	LALGANJ	HAJIPUR	HEALTH SERVICES	6
VAISHALI 	124	LALGANJ	HAJIPUR	EDUCATION	5
VAISHALI 	124	LALGANJ	HAJIPUR	EMPLOYMENT GROWTH	3
VAISHALI 	124	LALGANJ	HAJIPUR	PUBLIC TRANSPORT	5
VAISHALI 	124	LALGANJ	HAJIPUR	LAW & ORDER	5
VAISHALI 	124	LALGANJ	HAJIPUR	CASTE POLARISTION	7
VAISHALI 	124	LALGANJ	HAJIPUR	COMMUNAL POLARISATION	4
VAISHALI 	124	LALGANJ	HAJIPUR	COMMUNAL POLARISATION	5
VAISHALI 	126	MAHUA	HAJIPUR	ELECTRICITY	4
VAISHALI 	126	MAHUA	HAJIPUR	WATER	4
VAISHALI 	126	MAHUA	HAJIPUR	ROAD	4
VAISHALI 	126	MAHUA	HAJIPUR	HEALTH SERVICES	4
VAISHALI 	126	MAHUA	HAJIPUR	EDUCATION	5
VAISHALI 	126	MAHUA	HAJIPUR	EMPLOYMENT GROWTH	1
VAISHALI 	126	MAHUA	HAJIPUR	PUBLIC TRANSPORT	4
VAISHALI 	126	MAHUA	HAJIPUR	LAW & ORDER	3
VAISHALI 	126	MAHUA	HAJIPUR	CASTE POLARISTION	8
VAISHALI 	126	MAHUA	HAJIPUR	COMMUNAL POLARISATION	7
VAISHALI 	126	MAHUA	HAJIPUR	COMMUNAL POLARISATION	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	ELECTRICITY	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	WATER	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	ROAD	5
VAISHALI 	127	RAJA PAKAR	HAJIPUR	HEALTH SERVICES	5
VAISHALI 	127	RAJA PAKAR	HAJIPUR	EDUCATION	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	EMPLOYMENT GROWTH	1
VAISHALI 	127	RAJA PAKAR	HAJIPUR	PUBLIC TRANSPORT	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	LAW & ORDER	4
VAISHALI 	127	RAJA PAKAR	HAJIPUR	CASTE POLARISTION	8
VAISHALI 	127	RAJA PAKAR	HAJIPUR	COMMUNAL POLARISATION	5
VAISHALI 	127	RAJA PAKAR	HAJIPUR	COMMUNAL POLARISATION	4
VAISHALI 	128	RAGHOPUR	HAJIPUR	ELECTRICITY	3
VAISHALI 	128	RAGHOPUR	HAJIPUR	WATER	3
VAISHALI 	128	RAGHOPUR	HAJIPUR	ROAD	4
VAISHALI 	128	RAGHOPUR	HAJIPUR	HEALTH SERVICES	4
VAISHALI 	128	RAGHOPUR	HAJIPUR	EDUCATION	4
VAISHALI 	128	RAGHOPUR	HAJIPUR	EMPLOYMENT GROWTH	1
VAISHALI 	128	RAGHOPUR	HAJIPUR	PUBLIC TRANSPORT	3
VAISHALI 	128	RAGHOPUR	HAJIPUR	LAW & ORDER	4
VAISHALI 	128	RAGHOPUR	HAJIPUR	CASTE POLARISTION	8
VAISHALI 	128	RAGHOPUR	HAJIPUR	COMMUNAL POLARISATION	5
VAISHALI 	128	RAGHOPUR	HAJIPUR	COMMUNAL POLARISATION	4
VAISHALI 	129	MAHNAR	HAJIPUR	ELECTRICITY	5
VAISHALI 	129	MAHNAR	HAJIPUR	WATER	6
VAISHALI 	129	MAHNAR	HAJIPUR	ROAD	7
VAISHALI 	129	MAHNAR	HAJIPUR	HEALTH SERVICES	6
VAISHALI 	129	MAHNAR	HAJIPUR	EDUCATION	5
VAISHALI 	129	MAHNAR	HAJIPUR	EMPLOYMENT GROWTH	2
VAISHALI 	129	MAHNAR	HAJIPUR	PUBLIC TRANSPORT	6
VAISHALI 	129	MAHNAR	HAJIPUR	LAW & ORDER	6
VAISHALI 	129	MAHNAR	HAJIPUR	CASTE POLARISTION	5
VAISHALI 	129	MAHNAR	HAJIPUR	COMMUNAL POLARISATION	0
VAISHALI 	129	MAHNAR	HAJIPUR	COMMUNAL POLARISATION	6
VAISHALI 	125	VAISHALI	VAISHALI	ELECTRICITY	6
VAISHALI 	125	VAISHALI	VAISHALI	WATER	5
VAISHALI 	125	VAISHALI	VAISHALI	ROAD	5
VAISHALI 	125	VAISHALI	VAISHALI	HEALTH SERVICES	5
VAISHALI 	125	VAISHALI	VAISHALI	EDUCATION	5
VAISHALI 	125	VAISHALI	VAISHALI	EMPLOYMENT GROWTH	2
VAISHALI 	125	VAISHALI	VAISHALI	PUBLIC TRANSPORT	4
VAISHALI 	125	VAISHALI	VAISHALI	LAW & ORDER	5
VAISHALI 	125	VAISHALI	VAISHALI	CASTE POLARISTION	7
VAISHALI 	125	VAISHALI	VAISHALI	COMMUNAL POLARISATION	7
VAISHALI 	125	VAISHALI	VAISHALI	COMMUNAL POLARISATION	5
VAISHALI 	130	PATEPUR	UJIARPUR	ELECTRICITY	4
VAISHALI 	130	PATEPUR	UJIARPUR	WATER	4
VAISHALI 	130	PATEPUR	UJIARPUR	ROAD	6
VAISHALI 	130	PATEPUR	UJIARPUR	HEALTH SERVICES	5
VAISHALI 	130	PATEPUR	UJIARPUR	EDUCATION	5
VAISHALI 	130	PATEPUR	UJIARPUR	EMPLOYMENT GROWTH	1
VAISHALI 	130	PATEPUR	UJIARPUR	PUBLIC TRANSPORT	4
VAISHALI 	130	PATEPUR	UJIARPUR	LAW & ORDER	5
VAISHALI 	130	PATEPUR	UJIARPUR	CASTE POLARISTION	8
VAISHALI 	130	PATEPUR	UJIARPUR	COMMUNAL POLARISATION	7
VAISHALI 	130	PATEPUR	UJIARPUR	COMMUNAL POLARISATION	5
NALANDA 	171	ASTHAWAN	NALANDA	ELECTRICITY	5
NALANDA 	171	ASTHAWAN	NALANDA	WATER	4
NALANDA 	171	ASTHAWAN	NALANDA	ROAD	5
NALANDA 	171	ASTHAWAN	NALANDA	HEALTH SERVICES	5
NALANDA 	171	ASTHAWAN	NALANDA	EDUCATION	4
NALANDA 	171	ASTHAWAN	NALANDA	EMPLOYMENT GROWTH	1
NALANDA 	171	ASTHAWAN	NALANDA	PUBLIC TRANSPORT	5
NALANDA 	171	ASTHAWAN	NALANDA	LAW & ORDER	5
NALANDA 	171	ASTHAWAN	NALANDA	CASTE POLARISTION	7
NALANDA 	171	ASTHAWAN	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	171	ASTHAWAN	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	172	BIHARSHARIF	NALANDA	ELECTRICITY	4
NALANDA 	172	BIHARSHARIF	NALANDA	WATER	5
NALANDA 	172	BIHARSHARIF	NALANDA	ROAD	6
NALANDA 	172	BIHARSHARIF	NALANDA	HEALTH SERVICES	5
NALANDA 	172	BIHARSHARIF	NALANDA	EDUCATION	5
NALANDA 	172	BIHARSHARIF	NALANDA	EMPLOYMENT GROWTH	1
NALANDA 	172	BIHARSHARIF	NALANDA	PUBLIC TRANSPORT	5
NALANDA 	172	BIHARSHARIF	NALANDA	LAW & ORDER	5
NALANDA 	172	BIHARSHARIF	NALANDA	CASTE POLARISTION	7
NALANDA 	172	BIHARSHARIF	NALANDA	COMMUNAL POLARISATION	8
NALANDA 	172	BIHARSHARIF	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	173	RAJGIR	NALANDA	ELECTRICITY	
NALANDA 	173	RAJGIR	NALANDA	WATER	
NALANDA 	173	RAJGIR	NALANDA	ROAD	
NALANDA 	173	RAJGIR	NALANDA	HEALTH SERVICES	
NALANDA 	173	RAJGIR	NALANDA	EDUCATION	
NALANDA 	173	RAJGIR	NALANDA	EMPLOYMENT GROWTH	
NALANDA 	173	RAJGIR	NALANDA	PUBLIC TRANSPORT	
NALANDA 	173	RAJGIR	NALANDA	LAW & ORDER	
NALANDA 	173	RAJGIR	NALANDA	CASTE POLARISTION	
NALANDA 	173	RAJGIR	NALANDA	COMMUNAL POLARISATION	
NALANDA 	173	RAJGIR	NALANDA	COMMUNAL POLARISATION	
NALANDA 	174	ISLAMPUR	NALANDA	ELECTRICITY	4
NALANDA 	174	ISLAMPUR	NALANDA	WATER	4
NALANDA 	174	ISLAMPUR	NALANDA	ROAD	6
NALANDA 	174	ISLAMPUR	NALANDA	HEALTH SERVICES	5
NALANDA 	174	ISLAMPUR	NALANDA	EDUCATION	5
NALANDA 	174	ISLAMPUR	NALANDA	EMPLOYMENT GROWTH	1
NALANDA 	174	ISLAMPUR	NALANDA	PUBLIC TRANSPORT	5
NALANDA 	174	ISLAMPUR	NALANDA	LAW & ORDER	2
NALANDA 	174	ISLAMPUR	NALANDA	CASTE POLARISTION	6
NALANDA 	174	ISLAMPUR	NALANDA	COMMUNAL POLARISATION	6
NALANDA 	174	ISLAMPUR	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	175	HILSA	NALANDA	ELECTRICITY	3
NALANDA 	175	HILSA	NALANDA	WATER	4
NALANDA 	175	HILSA	NALANDA	ROAD	6
NALANDA 	175	HILSA	NALANDA	HEALTH SERVICES	5
NALANDA 	175	HILSA	NALANDA	EDUCATION	4
NALANDA 	175	HILSA	NALANDA	EMPLOYMENT GROWTH	1
NALANDA 	175	HILSA	NALANDA	PUBLIC TRANSPORT	5
NALANDA 	175	HILSA	NALANDA	LAW & ORDER	4
NALANDA 	175	HILSA	NALANDA	CASTE POLARISTION	7
NALANDA 	175	HILSA	NALANDA	COMMUNAL POLARISATION	0
NALANDA 	175	HILSA	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	176	NALANDA	NALANDA	ELECTRICITY	4
NALANDA 	176	NALANDA	NALANDA	WATER	4
NALANDA 	176	NALANDA	NALANDA	ROAD	6
NALANDA 	176	NALANDA	NALANDA	HEALTH SERVICES	5
NALANDA 	176	NALANDA	NALANDA	EDUCATION	5
NALANDA 	176	NALANDA	NALANDA	EMPLOYMENT GROWTH	1
NALANDA 	176	NALANDA	NALANDA	PUBLIC TRANSPORT	5
NALANDA 	176	NALANDA	NALANDA	LAW & ORDER	5
NALANDA 	176	NALANDA	NALANDA	CASTE POLARISTION	7
NALANDA 	176	NALANDA	NALANDA	COMMUNAL POLARISATION	4
NALANDA 	176	NALANDA	NALANDA	COMMUNAL POLARISATION	5
NALANDA 	177	HARNAUT	NALANDA	ELECTRICITY	5
NALANDA 	177	HARNAUT	NALANDA	WATER	5
NALANDA 	177	HARNAUT	NALANDA	ROAD	6
NALANDA 	177	HARNAUT	NALANDA	HEALTH SERVICES	7
NALANDA 	177	HARNAUT	NALANDA	EDUCATION	6
NALANDA 	177	HARNAUT	NALANDA	EMPLOYMENT GROWTH	2
NALANDA 	177	HARNAUT	NALANDA	PUBLIC TRANSPORT	6
NALANDA 	177	HARNAUT	NALANDA	LAW & ORDER	6
NALANDA 	177	HARNAUT	NALANDA	CASTE POLARISTION	7
NALANDA 	177	HARNAUT	NALANDA	COMMUNAL POLARISATION	0
NALANDA 	177	HARNAUT	NALANDA	COMMUNAL POLARISATION	5
