"FORM...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"	"X..108"	"X..109"	"X..110"	"X..111"	"X..112"	"X..113"	"X..114"	"X..115"	"X..116"	"X..117"	"X..118"	"X..119"	"X..120"	"X..121"	"X..122"	"X..123"	"X..124"	"X..125"	"X..126"
"156"	"102"	"13"	""	""	"86"	""	""	"144"	""	""	""	"34"	""	""	"3"	""	""	""	"15"	""	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"4"	""	""	"3"	""	""	"89"	""	""	""	"2"	""	""	"1"	""	""	"12"	""	""	"14"	""	""	"4"	""	""	""	"12"	""	""	""	"6"	""	""	"7"	""	""	""	"4"	""	""	"1"	""	"8"	""	""	""	"58"	""	""	""	"3"	""	""	"3"	""	""	""	"7"	""	""	""	"539"	""	""	""	"0"	""	""	"539"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"157"	"103"	"14"	""	""	"76"	""	""	"147"	""	""	""	"87"	""	""	"20"	""	""	""	"26"	""	""	""	"20"	""	""	"5"	""	""	""	"4"	""	""	""	"5"	""	""	""	"15"	""	""	"14"	""	""	"114"	""	""	""	"4"	""	""	"4"	""	""	"18"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	""	"21"	""	""	"3"	""	""	""	"1"	""	""	"0"	""	"3"	""	""	""	"9"	""	""	""	"7"	""	""	"2"	""	""	""	"7"	""	""	""	"632"	""	""	""	"0"	""	""	"632"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158"	"104"	"13"	""	""	"189"	""	""	"88"	""	""	""	"5"	""	""	"34"	""	""	""	"12"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"2"	""	""	"13"	""	""	"4"	""	""	"2"	""	""	""	"2"	""	""	""	"44"	""	""	"3"	""	""	""	"1"	""	""	"0"	""	"0"	""	""	""	"2"	""	""	""	"4"	""	""	"2"	""	""	""	"3"	""	""	""	"427"	""	""	""	"0"	""	""	"427"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"159"	"105"	"4"	""	""	"308"	""	""	"253"	""	""	""	"4"	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"10"	""	""	"9"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"597"	""	""	""	"0"	""	""	"597"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"160"	"106"	"10"	""	""	"114"	""	""	"225"	""	""	""	"56"	""	""	"19"	""	""	""	"70"	""	""	""	"1"	""	""	"4"	""	""	""	"3"	""	""	""	"4"	""	""	""	"5"	""	""	"10"	""	""	"66"	""	""	""	"6"	""	""	"2"	""	""	"22"	""	""	"3"	""	""	"8"	""	""	""	"5"	""	""	""	"1"	""	""	"4"	""	""	""	"2"	""	""	"1"	""	"4"	""	""	""	"25"	""	""	""	"0"	""	""	"3"	""	""	""	"13"	""	""	""	"686"	""	""	""	"0"	""	""	"686"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"161"	"107"	"8"	""	""	"108"	""	""	"106"	""	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"1"	""	""	"17"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	""	"256"	""	""	""	"0"	""	""	"256"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"162"	"108"	"10"	""	""	"31"	""	""	"87"	""	""	""	"5"	""	""	"4"	""	""	""	"163"	""	""	""	"5"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"4"	""	""	"93"	""	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"11"	""	""	"11"	""	""	""	"4"	""	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	"2"	""	"2"	""	""	""	"56"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"500"	""	""	""	"0"	""	""	"500"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"163"	"109"	"1"	""	""	"3"	""	""	"2"	""	""	""	"4"	""	""	"7"	""	""	""	"81"	""	""	""	"2"	""	""	"0"	""	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"11"	""	""	""	"2"	""	""	"0"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"7"	""	""	""	"135"	""	""	""	"0"	""	""	"135"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"164"	"110"	"15"	""	""	"395"	""	""	"31"	""	""	""	"96"	""	""	"3"	""	""	""	"4"	""	""	""	"3"	""	""	"2"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"4"	""	""	"3"	""	""	""	"1"	""	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	"1"	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	""	"571"	""	""	""	"0"	""	""	"571"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"165"	"111"	"18"	""	""	"548"	""	""	"41"	""	""	""	"16"	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	"4"	""	""	""	"4"	""	""	"5"	""	""	"11"	""	""	"0"	""	""	"4"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	"2"	""	""	""	"0"	""	""	""	"2"	""	""	"2"	""	""	""	"5"	""	""	""	"674"	""	""	""	"0"	""	""	"674"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"166"	"112"	"9"	""	""	"275"	""	""	"144"	""	""	""	"7"	""	""	"3"	""	""	""	"4"	""	""	""	"2"	""	""	"1"	""	""	""	"4"	""	""	""	"4"	""	""	""	"1"	""	""	"13"	""	""	"68"	""	""	""	"5"	""	""	"9"	""	""	"22"	""	""	"3"	""	""	"3"	""	""	""	"4"	""	""	""	"6"	""	""	"2"	""	""	""	"0"	""	""	"2"	""	"4"	""	""	""	"15"	""	""	""	"4"	""	""	"3"	""	""	""	"18"	""	""	""	"635"	""	""	""	"0"	""	""	"635"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"167"	"Serial No. of Polling Station"	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	""	"TOTAL"	""	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""	""
"168"	""	""	"ABDUL HAMID"	""	"MANSOOR ALAM"	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	"SAYOGITA SINGH"	""	""	""	"SURYANARAYAN SINGH"	""	""	"ARVIND KUMAR SINGH"	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	""	"PARSHURAM PASWAN"	""	""	"YAMUNA PRASAD YADAV"	""	""	"RAJESHWAR CHOUDHARY"	""	""	"SAVIRURAHAMAN KHAN"	""	""	""	"SHIV PUJAN PASWAN"	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"169"	"113"	""	"3"	""	"61"	""	""	"87"	""	""	""	""	"25"	""	""	"5"	""	""	""	"15"	""	""	""	"6"	""	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	""	"3"	""	""	"14"	""	""	"225"	""	""	""	"5"	""	""	"2"	""	""	"15"	""	""	"5"	""	""	""	""	"11"	""	""	""	"3"	""	""	"5"	""	""	""	""	"6"	""	""	"5"	""	""	"2"	""	""	"4"	""	""	""	"81"	""	""	""	"1"	""	""	""	"3"	""	""	""	"13"	""	""	""	""	"611"	""	""	"0"	""	""	"611"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"170"	"114"	""	"9"	""	"213"	""	""	"251"	""	""	""	""	"19"	""	""	"14"	""	""	""	"17"	""	""	""	"1"	""	""	""	"1"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	"8"	""	""	"41"	""	""	""	"3"	""	""	"3"	""	""	"26"	""	""	"2"	""	""	""	""	"5"	""	""	""	"11"	""	""	"0"	""	""	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"4"	""	""	""	"9"	""	""	""	"3"	""	""	""	"2"	""	""	""	"4"	""	""	""	""	"655"	""	""	"0"	""	""	"655"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"171"	"115"	""	"12"	""	"206"	""	""	"102"	""	""	""	""	"0"	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	""	"5"	""	""	""	"0"	""	""	"0"	""	""	"4"	""	""	""	"2"	""	""	"1"	""	""	"8"	""	""	"4"	""	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	""	"4"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"359"	""	""	"0"	""	""	"359"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"172"	"116"	""	"4"	""	"65"	""	""	"372"	""	""	""	""	"6"	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"8"	""	""	"3"	""	""	"12"	""	""	"1"	""	""	""	""	"0"	""	""	""	"2"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	""	"488"	""	""	"0"	""	""	"488"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"173"	"117"	""	"4"	""	"68"	""	""	"158"	""	""	""	""	"91"	""	""	"7"	""	""	""	"3"	""	""	""	"4"	""	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"3"	""	""	"3"	""	""	""	"3"	""	""	"8"	""	""	"16"	""	""	"3"	""	""	""	""	"3"	""	""	""	"2"	""	""	"2"	""	""	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	""	""	"393"	""	""	"0"	""	""	"393"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"174"	"118"	""	"3"	""	"43"	""	""	"21"	""	""	""	""	"277"	""	""	"5"	""	""	""	"6"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	"6"	""	""	""	"1"	""	""	"2"	""	""	"7"	""	""	"1"	""	""	""	""	"1"	""	""	""	"3"	""	""	"1"	""	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	""	"385"	""	""	"0"	""	""	"385"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"175"	"119"	""	"21"	""	"342"	""	""	"113"	""	""	""	""	"9"	""	""	"4"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"6"	""	""	""	"0"	""	""	"1"	""	""	"7"	""	""	"2"	""	""	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	""	"522"	""	""	"0"	""	""	"522"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"176"	"120"	""	"35"	""	"70"	""	""	"178"	""	""	""	""	"11"	""	""	"69"	""	""	""	"1"	""	""	""	"5"	""	""	""	"3"	""	""	""	"5"	""	""	""	"6"	""	""	""	"13"	""	""	"5"	""	""	"26"	""	""	""	"4"	""	""	"3"	""	""	"16"	""	""	"2"	""	""	""	""	"2"	""	""	""	"5"	""	""	"0"	""	""	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	""	"7"	""	""	""	"3"	""	""	""	"1"	""	""	""	"0"	""	""	""	""	"477"	""	""	"0"	""	""	"477"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"177"	"121"	""	"10"	""	"114"	""	""	"181"	""	""	""	""	"5"	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	"11"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"338"	""	""	"0"	""	""	"338"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"178"	"122"	""	"6"	""	"48"	""	""	"11"	""	""	""	""	"141"	""	""	"4"	""	""	""	"13"	""	""	""	"6"	""	""	""	"3"	""	""	""	"73"	""	""	""	"9"	""	""	""	"7"	""	""	"85"	""	""	"46"	""	""	""	"3"	""	""	"4"	""	""	"12"	""	""	"3"	""	""	""	""	"8"	""	""	""	"1"	""	""	"4"	""	""	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"7"	""	""	""	"1"	""	""	""	"0"	""	""	""	"7"	""	""	""	""	"507"	""	""	"0"	""	""	"507"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"179"	"123"	""	"8"	""	"240"	""	""	"136"	""	""	""	""	"35"	""	""	"0"	""	""	""	"3"	""	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	""	"6"	""	""	"19"	""	""	"46"	""	""	""	"5"	""	""	"5"	""	""	"15"	""	""	"5"	""	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	""	""	"3"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	""	"5"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	""	""	"552"	""	""	"0"	""	""	"552"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"180"	"124"	""	"11"	""	"74"	""	""	"10"	""	""	""	""	"338"	""	""	"11"	""	""	""	"15"	""	""	""	"9"	""	""	""	"7"	""	""	""	"3"	""	""	""	"2"	""	""	""	"4"	""	""	"19"	""	""	"7"	""	""	""	"9"	""	""	"6"	""	""	"6"	""	""	"2"	""	""	""	""	"50"	""	""	""	"7"	""	""	"8"	""	""	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	""	"607"	""	""	"0"	""	""	"607"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"181"	"125"	""	"13"	""	"116"	""	""	"19"	""	""	""	""	"325"	""	""	"15"	""	""	""	"9"	""	""	""	"3"	""	""	""	"4"	""	""	""	"3"	""	""	""	"4"	""	""	""	"21"	""	""	"10"	""	""	"11"	""	""	""	"15"	""	""	"7"	""	""	"28"	""	""	"4"	""	""	""	""	"48"	""	""	""	"5"	""	""	"9"	""	""	""	""	"0"	""	""	"1"	""	""	"3"	""	""	"5"	""	""	""	"5"	""	""	""	"2"	""	""	""	"3"	""	""	""	"11"	""	""	""	""	"699"	""	""	"0"	""	""	"699"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"182"	"126"	""	"9"	""	"281"	""	""	"195"	""	""	""	""	"8"	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	"2"	""	""	"4"	""	""	""	"6"	""	""	"5"	""	""	"19"	""	""	"0"	""	""	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	""	"545"	""	""	"0"	""	""	"545"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"183"	"Serial No. of Polling Station"	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	""	"TOTAL"	""	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""	""
"184"	""	""	"ABDUL HAMID"	""	"MANSOOR ALAM"	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	"SAYOGITA SINGH"	""	""	""	"SURYANARAYAN SINGH"	""	""	"ARVIND KUMAR SINGH"	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	""	"PARSHURAM PASWAN"	""	""	"YAMUNA PRASAD YADAV"	""	""	"RAJESHWAR CHOUDHARY"	""	""	"SAVIRURAHAMAN KHAN"	""	""	""	"SHIV PUJAN PASWAN"	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"127"	""	"13"	""	"133"	""	""	"239"	""	""	""	""	"10"	""	""	"0"	""	""	""	"6"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"5"	""	""	""	"6"	""	""	"1"	""	""	"11"	""	""	"4"	""	""	""	""	"1"	""	""	""	"3"	""	""	"4"	""	""	""	""	"3"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	""	"450"	""	""	"0"	""	""	"450"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"186"	"128"	""	"36"	""	"103"	""	""	"40"	""	""	""	""	"42"	""	""	"107"	""	""	""	"7"	""	""	""	"11"	""	""	""	"7"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	"14"	""	""	"124"	""	""	""	"4"	""	""	"3"	""	""	"7"	""	""	"7"	""	""	""	""	"5"	""	""	""	"2"	""	""	"2"	""	""	""	""	"5"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"28"	""	""	""	"3"	""	""	""	"0"	""	""	""	"7"	""	""	""	""	"574"	""	""	"0"	""	""	"574"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"187"	"129"	""	"15"	""	"76"	""	""	"216"	""	""	""	""	"80"	""	""	"84"	""	""	""	"3"	""	""	""	"2"	""	""	""	"1"	""	""	""	"4"	""	""	""	"1"	""	""	""	"3"	""	""	"3"	""	""	"8"	""	""	""	"4"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	""	""	"4"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"4"	""	""	""	""	"521"	""	""	"0"	""	""	"521"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"188"	"130"	""	"8"	""	"44"	""	""	"30"	""	""	""	""	"68"	""	""	"38"	""	""	""	"27"	""	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"9"	""	""	"100"	""	""	""	"3"	""	""	"2"	""	""	"4"	""	""	"13"	""	""	""	""	"14"	""	""	""	"4"	""	""	"12"	""	""	""	""	"2"	""	""	"2"	""	""	"0"	""	""	"3"	""	""	""	"30"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"426"	""	""	"0"	""	""	"426"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"189"	"131"	""	"21"	""	"59"	""	""	"378"	""	""	""	""	"105"	""	""	"14"	""	""	""	"6"	""	""	""	"4"	""	""	""	"1"	""	""	""	"3"	""	""	""	"2"	""	""	""	"1"	""	""	"27"	""	""	"8"	""	""	""	"0"	""	""	"0"	""	""	"3"	""	""	"1"	""	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"645"	""	""	"0"	""	""	"645"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"190"	"132"	""	"6"	""	"151"	""	""	"400"	""	""	""	""	"24"	""	""	"55"	""	""	""	"8"	""	""	""	"3"	""	""	""	"2"	""	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	"8"	""	""	"2"	""	""	""	"4"	""	""	"7"	""	""	"15"	""	""	"7"	""	""	""	""	"10"	""	""	""	"14"	""	""	"2"	""	""	""	""	"10"	""	""	"3"	""	""	"0"	""	""	"3"	""	""	""	"3"	""	""	""	"3"	""	""	""	"8"	""	""	""	"9"	""	""	""	""	"763"	""	""	"0"	""	""	"763"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"191"	"133"	""	"16"	""	"139"	""	""	"311"	""	""	""	""	"89"	""	""	"14"	""	""	""	"1"	""	""	""	"3"	""	""	""	"2"	""	""	""	"6"	""	""	""	"2"	""	""	""	"1"	""	""	"5"	""	""	"13"	""	""	""	"9"	""	""	"4"	""	""	"36"	""	""	"7"	""	""	""	""	"4"	""	""	""	"10"	""	""	"7"	""	""	""	""	"1"	""	""	"4"	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	""	"5"	""	""	""	"1"	""	""	""	"7"	""	""	""	""	"702"	""	""	"0"	""	""	"702"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"192"	"134"	""	"22"	""	"52"	""	""	"251"	""	""	""	""	"48"	""	""	"6"	""	""	""	"3"	""	""	""	"5"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	"5"	""	""	"31"	""	""	""	"2"	""	""	"1"	""	""	"6"	""	""	"3"	""	""	""	""	"3"	""	""	""	"5"	""	""	"2"	""	""	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"9"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	""	"461"	""	""	"0"	""	""	"461"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"193"	"135"	""	"4"	""	"17"	""	""	"445"	""	""	""	""	"20"	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"3"	""	""	""	"6"	""	""	"0"	""	""	"16"	""	""	"1"	""	""	""	""	"2"	""	""	""	"8"	""	""	"4"	""	""	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"2"	""	""	""	"5"	""	""	""	""	"541"	""	""	"0"	""	""	"541"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
