"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"
"539"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"542"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"543"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"544"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"545"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"546"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"547"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"548"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"551"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"552"	"Table No."	"No. & Name of Polling Station"	"BRAJESH KUMAR"	"RAJBALLABH PRASAD"	"SHATRUGHAN PRASAD SINGH"	"SANJAY KUMAR"	"FAKHRUDDIN ALI AHMAD"	"SIDHESHWAR SHARMA"	"ARUN KUMAR"	"MD. ANWAR KHAN"	"ISHTEKHAR AHMAD"	"DILIP KUMAR"	"NIRANJAN KUMAR SINGH"	"PURNIMA YADAV"	"BIRENDRA YADAV"	"MAHENDRA YADAV"	"MUNDRIKA PRASAD"	"MOHAN SAW"	"RAJKUMAR VERMA"	"RAJENDRA SINGH"	"RAMBALAK PRASAD"	"RITESH KUMAR"	"SURESH PRASAD YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"553"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"555"	"1"	"235"	"21"	"132"	"10"	"37"	"28"	"6"	"5"	"1"	"2"	"7"	"9"	"110"	"4"	"2"	"2"	"2"	"23"	"18"	"6"	"10"	"19"	"454"	"0"	"454"	"0"
"556"	"2"	"236"	"20"	"134"	"2"	"8"	"17"	"2"	"6"	"2"	"1"	"2"	"4"	"133"	"4"	"5"	"1"	"3"	"0"	"1"	"1"	"1"	"4"	"351"	"0"	"351"	"0"
"557"	"3"	"237"	"1"	"17"	"0"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"291"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"325"	"0"	"325"	"0"
"558"	"4"	"238"	"1"	"140"	"0"	"1"	"8"	"0"	"8"	"0"	"0"	"4"	"3"	"123"	"1"	"1"	"2"	"7"	"0"	"1"	"2"	"0"	"0"	"302"	"0"	"302"	"0"
"559"	"5"	"239"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1048"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1055"	"0"	"1055"	"0"
"560"	"6"	"240"	"43"	"100"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"537"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"686"	"0"	"686"	"0"
"561"	"7"	"241"	"1"	"163"	"0"	"4"	"8"	"1"	"1"	"0"	"1"	"1"	"1"	"430"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"617"	"0"	"617"	"0"
"562"	"8"	"242"	"6"	"148"	"11"	"26"	"7"	"2"	"0"	"1"	"2"	"6"	"6"	"324"	"2"	"3"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"551"	"0"	"551"	"0"
"563"	"9"	"243"	"0"	"60"	"574"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"666"	"0"	"666"	"0"
"564"	"10"	"244"	"0"	"16"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"988"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1051"	"0"	"1051"	"0"
"565"	"11"	"245"	"0"	"256"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"341"	"0"	"341"	"0"
"566"	"12"	"246"	"2"	"131"	"15"	"61"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"377"	"0"	"377"	"0"
"567"	"13"	"247"	"0"	"89"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"2"	"602"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"700"	"0"	"700"	"0"
"568"	"14"	"248"	"0"	"218"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"555"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"781"	"0"	"781"	"0"
"569"	"Total Votes Polled"	""	"95"	"1610"	"618"	"155"	"94"	"13"	"24"	"4"	"6"	"20"	"28"	"5409"	"55"	"12"	"6"	"20"	"24"	"21"	"9"	"11"	"23"	"8257"	"0"	"8257"	"0"
"570"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"571"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"572"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"573"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"574"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"575"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"576"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"577"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"578"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"579"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"580"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"581"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"582"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"583"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"584"	"Table No."	"No. & Name of Polling Station"	"BRAJESH KUMAR"	"RAJBALLABH PRASAD"	"SHATRUGHAN PRASAD SINGH"	"SANJAY KUMAR"	"FAKHRUDDIN ALI AHMAD"	"SIDHESHWAR SHARMA"	"ARUN KUMAR"	"MD. ANWAR KHAN"	"ISHTEKHAR AHMAD"	"DILIP KUMAR"	"NIRANJAN KUMAR SINGH"	"PURNIMA YADAV"	"BIRENDRA YADAV"	"MAHENDRA YADAV"	"MUNDRIKA PRASAD"	"MOHAN SAW"	"RAJKUMAR VERMA"	"RAJENDRA SINGH"	"RAMBALAK PRASAD"	"RITESH KUMAR"	"SURESH PRASAD YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"585"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"586"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"587"	"1"	"249"	"5"	"118"	"4"	"0"	"4"	"0"	"0"	"0"	"0"	"1"	"3"	"111"	"0"	"0"	"2"	"4"	"3"	"2"	"1"	"0"	"2"	"260"	"0"	"260"	"0"
"588"	"2"	"250"	"17"	"105"	"6"	"4"	"21"	"6"	"5"	"2"	"0"	"5"	"6"	"124"	"1"	"4"	"3"	"3"	"7"	"5"	"1"	"6"	"15"	"346"	"0"	"346"	"0"
"589"	"3"	"251"	"1"	"177"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"315"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"500"	"0"	"500"	"0"
"590"	"4"	"252"	"14"	"91"	"1"	"63"	"35"	"3"	"3"	"1"	"6"	"6"	"5"	"397"	"10"	"4"	"4"	"4"	"9"	"0"	"2"	"2"	"15"	"675"	"0"	"675"	"0"
"591"	"5"	"253"	"28"	"97"	"7"	"14"	"33"	"3"	"3"	"3"	"1"	"6"	"2"	"392"	"2"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"2"	"600"	"0"	"600"	"0"
"592"	"6"	"254"	"4"	"491"	"3"	"44"	"8"	"0"	"0"	"0"	"0"	"2"	"1"	"38"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"594"	"0"	"594"	"0"
"593"	"7"	"255"	"5"	"127"	"3"	"18"	"23"	"4"	"2"	"0"	"0"	"4"	"4"	"229"	"1"	"2"	"0"	"5"	"2"	"2"	"0"	"3"	"1"	"435"	"0"	"435"	"0"
"594"	"8"	"256"	"15"	"110"	"6"	"15"	"19"	"1"	"2"	"3"	"6"	"6"	"7"	"254"	"6"	"1"	"2"	"8"	"2"	"0"	"1"	"0"	"3"	"467"	"0"	"467"	"0"
"595"	"9"	"257"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"596"	"10"	"258"	"6"	"93"	"4"	"2"	"9"	"0"	"3"	"2"	"0"	"5"	"5"	"105"	"0"	"3"	"3"	"7"	"2"	"5"	"1"	"1"	"3"	"259"	"0"	"259"	"0"
"597"	"11"	"259"	"0"	"115"	"10"	"4"	"3"	"0"	"0"	"1"	"0"	"2"	"2"	"230"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"370"	"0"	"370"	"0"
"598"	"12"	"260"	"6"	"210"	"3"	"4"	"13"	"1"	"0"	"0"	"1"	"2"	"3"	"264"	"3"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"3"	"518"	"0"	"518"	"0"
"599"	"13"	"261R"	"11"	"99"	"8"	"2"	"15"	"7"	"9"	"4"	"5"	"15"	"11"	"117"	"11"	"9"	"10"	"19"	"1"	"3"	"3"	"1"	"5"	"365"	"0"	"365"	"0"
"600"	"14"	"262"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"601"	"Total Votes Polled"	""	"112"	"1833"	"55"	"170"	"186"	"25"	"27"	"16"	"19"	"55"	"50"	"2576"	"37"	"25"	"26"	"56"	"26"	"20"	"10"	"15"	"50"	"5389"	"0"	"5389"	"0"
"602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"603"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"604"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"605"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"606"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"607"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"608"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"609"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"610"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"611"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"612"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"613"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"614"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"615"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"616"	"Table No."	"No. & Name of Polling Station"	"BRAJESH KUMAR"	"RAJBALLABH PRASAD"	"SHATRUGHAN PRASAD SINGH"	"SANJAY KUMAR"	"FAKHRUDDIN ALI AHMAD"	"SIDHESHWAR SHARMA"	"ARUN KUMAR"	"MD. ANWAR KHAN"	"ISHTEKHAR AHMAD"	"DILIP KUMAR"	"NIRANJAN KUMAR SINGH"	"PURNIMA YADAV"	"BIRENDRA YADAV"	"MAHENDRA YADAV"	"MUNDRIKA PRASAD"	"MOHAN SAW"	"RAJKUMAR VERMA"	"RAJENDRA SINGH"	"RAMBALAK PRASAD"	"RITESH KUMAR"	"SURESH PRASAD YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"617"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"618"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"619"	"1"	"263"	"1"	"117"	"0"	"5"	"7"	"1"	"2"	"1"	"0"	"2"	"3"	"217"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"358"	"0"	"358"	"0"
"620"	"2"	"264"	"0"	"238"	"207"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"660"	"0"	"660"	"0"
"621"	"3"	"265"	"8"	"351"	"10"	"2"	"15"	"1"	"3"	"1"	"2"	"2"	"9"	"91"	"3"	"2"	"2"	"3"	"4"	"0"	"1"	"0"	"5"	"515"	"0"	"515"	"0"
"622"	"4"	"266R"	"6"	"137"	"5"	"3"	"4"	"2"	"2"	"0"	"0"	"3"	"2"	"103"	"3"	"3"	"3"	"14"	"1"	"6"	"1"	"0"	"2"	"300"	"0"	"300"	"0"
"623"	"5"	"267"	"9"	"118"	"11"	"13"	"16"	"4"	"3"	"2"	"3"	"1"	"7"	"118"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"309"	"0"	"309"	"0"
"624"	"6"	"268"	"0"	"351"	"355"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"355"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1069"	"0"	"1069"	"0"
"625"	"7"	"269"	"2"	"69"	"0"	"0"	"11"	"1"	"1"	"1"	"0"	"3"	"1"	"290"	"1"	"2"	"1"	"5"	"1"	"0"	"0"	"0"	"4"	"393"	"0"	"393"	"0"
"626"	"Total Votes Polled"	""	"26"	"1381"	"588"	"35"	"53"	"9"	"11"	"5"	"5"	"11"	"22"	"1381"	"8"	"9"	"6"	"25"	"7"	"7"	"3"	"0"	"12"	"3604"	"0"	"3604"	"0"
"627"	""	"POSTAL"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"4"	"0"
"628"	""	"TOTAL"	"2485"	"43914"	"5310"	"7770"	"6288"	"578"	"591"	"246"	"291"	"601"	"901"	"53995"	"631"	"479"	"450"	"1188"	"319"	"372"	"140"	"165"	"615"	"127329"	"1"	"127330"	"0"
"629"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"630"	"Date - 08/05/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"631"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"632"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
