"FORM....20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"
"177"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"178"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"179"	"113"	"10"	""	"73"	""	"7"	""	"471"	""	""	"13"	""	"1"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"0"	""	"1"	""	""	"1"	""	""	"3"	""	""	"5"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	"13"	""	""	"1"	""	"0"	""	"1"	""	""	"2"	""	"1"	""	""	"0"	""	""	"0"	""	""	"100"	""	""	"3"	""	""	"2"	""	"1"	""	""	"4"	""	""	"721"	""	""	"0"	"721"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"180"	"114"	"8"	""	"12"	""	"2"	""	"86"	""	""	"6"	""	"2"	""	""	"4"	""	""	"13"	""	""	"3"	""	""	"2"	""	""	"3"	""	""	"3"	""	"6"	""	""	"15"	""	""	"6"	""	""	"18"	""	""	""	"2"	""	""	""	"2"	""	""	"1"	""	""	"4"	""	""	"2"	""	"0"	""	"0"	""	""	"2"	""	"1"	""	""	"2"	""	""	"3"	""	""	"410"	""	""	"7"	""	""	"4"	""	"5"	""	""	"8"	""	""	"642"	""	""	""	"642"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"181"	"115"	"36"	""	"12"	""	"11"	""	"396"	""	""	"14"	""	"6"	""	""	"2"	""	""	"162"	""	""	"4"	""	""	"1"	""	""	"3"	""	""	"4"	""	"3"	""	""	"4"	""	""	"6"	""	""	"7"	""	""	""	"1"	""	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"1"	""	"8"	""	"1"	""	""	"0"	""	"2"	""	""	"1"	""	""	"0"	""	""	"54"	""	""	"2"	""	""	"1"	""	"6"	""	""	"1"	""	""	"754"	""	""	""	"754"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"182"	"116"	"9"	""	"18"	""	"17"	""	"420"	""	""	"13"	""	"2"	""	""	"2"	""	""	"50"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"2"	""	"3"	""	""	"2"	""	""	"3"	""	""	"4"	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"0"	""	"0"	""	"0"	""	""	"1"	""	"0"	""	""	"0"	""	""	"1"	""	""	"36"	""	""	"0"	""	""	"0"	""	"7"	""	""	"0"	""	""	"601"	""	""	""	"601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"183"	"117"	"16"	""	"162"	""	"9"	""	"215"	""	""	"5"	""	"3"	""	""	"5"	""	""	"68"	""	""	"0"	""	""	"3"	""	""	"0"	""	""	"1"	""	"3"	""	""	"0"	""	""	"4"	""	""	"5"	""	""	""	"10"	""	""	""	"5"	""	""	"2"	""	""	"5"	""	""	"0"	""	"12"	""	"0"	""	""	"1"	""	"0"	""	""	"3"	""	""	"0"	""	""	"4"	""	""	"2"	""	""	"0"	""	"14"	""	""	"7"	""	""	"564"	""	""	""	"564"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"184"	"118"	"8"	""	"204"	""	"6"	""	"183"	""	""	"7"	""	"2"	""	""	"0"	""	""	"13"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"2"	""	"4"	""	""	"8"	""	""	"60"	""	""	"10"	""	""	""	"8"	""	""	""	"9"	""	""	"7"	""	""	"9"	""	""	"1"	""	"8"	""	"2"	""	""	"3"	""	"3"	""	""	"5"	""	""	"3"	""	""	"68"	""	""	"7"	""	""	"10"	""	"49"	""	""	"16"	""	""	"721"	""	""	""	"721"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"185"	"119"	"15"	""	"170"	""	"12"	""	"195"	""	""	"3"	""	"2"	""	""	"2"	""	""	"5"	""	""	"3"	""	""	"5"	""	""	"3"	""	""	"7"	""	"0"	""	""	"7"	""	""	"175"	""	""	"27"	""	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"2"	""	"1"	""	"1"	""	""	"1"	""	"1"	""	""	"3"	""	""	"0"	""	""	"18"	""	""	"2"	""	""	"3"	""	"5"	""	""	"6"	""	""	"682"	""	""	""	"682"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"186"	"120"	"34"	""	"402"	""	"26"	""	"151"	""	""	"6"	""	"4"	""	""	"5"	""	""	"10"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"4"	""	"6"	""	""	"11"	""	""	"25"	""	""	"12"	""	""	""	"2"	""	""	""	"0"	""	""	"7"	""	""	"2"	""	""	"3"	""	"1"	""	"1"	""	""	"0"	""	"1"	""	""	"0"	""	""	"0"	""	""	"26"	""	""	"1"	""	""	"2"	""	"33"	""	""	"3"	""	""	"784"	""	""	""	"784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"187"	"121"	"17"	""	"239"	""	"10"	""	"20"	""	""	"0"	""	"4"	""	""	"2"	""	""	"5"	""	""	"3"	""	""	"8"	""	""	"3"	""	""	"11"	""	"7"	""	""	"9"	""	""	"171"	""	""	"16"	""	""	""	"8"	""	""	""	"5"	""	""	"9"	""	""	"4"	""	""	"3"	""	"5"	""	"2"	""	""	"5"	""	"1"	""	""	"1"	""	""	"2"	""	""	"180"	""	""	"9"	""	""	"7"	""	"11"	""	""	"17"	""	""	"794"	""	""	""	"794"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188"	"122"	"10"	""	"152"	""	"18"	""	"2"	""	""	"2"	""	"5"	""	""	"1"	""	""	"0"	""	""	"3"	""	""	"4"	""	""	"2"	""	""	"13"	""	"9"	""	""	"13"	""	""	"456"	""	""	"9"	""	""	""	"6"	""	""	""	"3"	""	""	"6"	""	""	"1"	""	""	"4"	""	"1"	""	"1"	""	""	"1"	""	"0"	""	""	"1"	""	""	"3"	""	""	"24"	""	""	"1"	""	""	"8"	""	"8"	""	""	"6"	""	""	"773"	""	""	""	"773"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"189"	"123"	"8"	""	"111"	""	"72"	""	"11"	""	""	"1"	""	"0"	""	""	"1"	""	""	"5"	""	""	"2"	""	""	"4"	""	""	"2"	""	""	"10"	""	"5"	""	""	"11"	""	""	"190"	""	""	"35"	""	""	""	"3"	""	""	""	"2"	""	""	"8"	""	""	"2"	""	""	"3"	""	"2"	""	"4"	""	""	"1"	""	"1"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"6"	""	""	"20"	""	"16"	""	""	"20"	""	""	"563"	""	""	""	"563"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190"	"124"	"8"	""	"29"	""	"6"	""	"64"	""	""	"1"	""	"0"	""	""	"1"	""	""	"15"	""	""	"5"	""	""	"5"	""	""	"2"	""	""	"3"	""	"7"	""	""	"15"	""	""	"362"	""	""	"23"	""	""	""	"11"	""	""	""	"3"	""	""	"36"	""	""	"2"	""	""	"2"	""	"4"	""	"0"	""	""	"1"	""	"5"	""	""	"1"	""	""	"0"	""	""	"29"	""	""	"0"	""	""	"14"	""	"3"	""	""	"3"	""	""	"660"	""	""	""	"660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"191"	"125"	"14"	""	"215"	""	"15"	""	"84"	""	""	"2"	""	"0"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	"0"	""	""	"5"	""	"3"	""	""	"7"	""	""	"96"	""	""	"9"	""	""	""	"4"	""	""	""	"2"	""	""	"11"	""	""	"5"	""	""	"3"	""	"5"	""	"3"	""	""	"4"	""	"1"	""	""	"8"	""	""	"5"	""	""	"74"	""	""	"5"	""	""	"12"	""	"11"	""	""	"12"	""	""	"624"	""	""	""	"624"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"192"	"126"	"18"	""	"363"	""	"13"	""	"3"	""	""	"1"	""	"1"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	"2"	""	""	"3"	""	""	"83"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"4"	""	"2"	""	"0"	""	""	"1"	""	"1"	""	""	"0"	""	""	"0"	""	""	"25"	""	""	"2"	""	""	"3"	""	"5"	""	""	"8"	""	""	"552"	""	""	""	"552"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"193"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"195"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"196"	"127"	"6"	""	"156"	""	"15"	""	"73"	""	""	"3"	""	"1"	""	""	"3"	""	""	"4"	""	""	"0"	""	""	"3"	""	""	"3"	""	""	"9"	""	"1"	""	""	"17"	""	""	"215"	""	""	"39"	""	""	""	"6"	""	""	""	"3"	""	""	"15"	""	""	"7"	""	""	"1"	""	"3"	""	"3"	""	""	"0"	""	"4"	""	""	"2"	""	""	"5"	""	""	"20"	""	""	"7"	""	""	"11"	""	"7"	""	""	"8"	""	""	"650"	""	""	"0"	"650"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"197"	"128"	"27"	""	"443"	""	"20"	""	"16"	""	""	"2"	""	"1"	""	""	"4"	""	""	"4"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"3"	""	"2"	""	""	"10"	""	""	"99"	""	""	"6"	""	""	""	"4"	""	""	""	"17"	""	""	"4"	""	""	"2"	""	""	"1"	""	"2"	""	"0"	""	""	"1"	""	"0"	""	""	"0"	""	""	"5"	""	""	"34"	""	""	"0"	""	""	"8"	""	"6"	""	""	"5"	""	""	"738"	""	""	""	"738"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"198"	"129"	"64"	""	"250"	""	"16"	""	"17"	""	""	"0"	""	"0"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"4"	""	""	"7"	""	"2"	""	""	"2"	""	""	"114"	""	""	"2"	""	""	""	"10"	""	""	""	"4"	""	""	"0"	""	""	"2"	""	""	"0"	""	"5"	""	"0"	""	""	"1"	""	"0"	""	""	"0"	""	""	"1"	""	""	"19"	""	""	"0"	""	""	"5"	""	"5"	""	""	"2"	""	""	"536"	""	""	""	"536"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"199"	"130"	"78"	""	"308"	""	"31"	""	"102"	""	""	"6"	""	"2"	""	""	"2"	""	""	"5"	""	""	"5"	""	""	"3"	""	""	"4"	""	""	"2"	""	"1"	""	""	"6"	""	""	"171"	""	""	"11"	""	""	""	"3"	""	""	""	"7"	""	""	"1"	""	""	"4"	""	""	"3"	""	"3"	""	"2"	""	""	"0"	""	"0"	""	""	"3"	""	""	"4"	""	""	"9"	""	""	"4"	""	""	"10"	""	"3"	""	""	"7"	""	""	"800"	""	""	""	"800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"200"	"131"	"23"	""	"301"	""	"26"	""	"25"	""	""	"4"	""	"1"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	"3"	""	""	"2"	""	""	"74"	""	""	"4"	""	""	""	"6"	""	""	""	"5"	""	""	"2"	""	""	"6"	""	""	"3"	""	"4"	""	"3"	""	""	"1"	""	"2"	""	""	"3"	""	""	"3"	""	""	"30"	""	""	"9"	""	""	"8"	""	"10"	""	""	"12"	""	""	"577"	""	""	""	"577"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"132"	"161"	""	"169"	""	"3"	""	"10"	""	""	"0"	""	"2"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"5"	""	""	"3"	""	""	"7"	""	"2"	""	""	"6"	""	""	"246"	""	""	"8"	""	""	""	"8"	""	""	""	"2"	""	""	"7"	""	""	"8"	""	""	"3"	""	"11"	""	"2"	""	""	"3"	""	"3"	""	""	"2"	""	""	"2"	""	""	"9"	""	""	"7"	""	""	"20"	""	"6"	""	""	"11"	""	""	"730"	""	""	""	"730"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202"	"133"	"15"	""	"283"	""	"31"	""	"4"	""	""	"1"	""	"2"	""	""	"22"	""	""	"3"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"6"	""	"3"	""	""	"4"	""	""	"37"	""	""	"4"	""	""	""	"1"	""	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"1"	""	"2"	""	"0"	""	""	"0"	""	"2"	""	""	"0"	""	""	"1"	""	""	"9"	""	""	"24"	""	""	"1"	""	"4"	""	""	"5"	""	""	"475"	""	""	""	"475"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"203"	"134"	"8"	""	"308"	""	"20"	""	"4"	""	""	"1"	""	"1"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"6"	""	""	"39"	""	""	"9"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"16"	""	""	"1"	""	""	"0"	""	"0"	""	""	"0"	""	""	"417"	""	""	""	"417"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"204"	"135"	"9"	""	"400"	""	"67"	""	"6"	""	""	"0"	""	"0"	""	""	"0"	""	""	"3"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"2"	""	"1"	""	""	"3"	""	""	"22"	""	""	"9"	""	""	""	"0"	""	""	""	"7"	""	""	"1"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"2"	""	""	"0"	""	""	"2"	""	""	"4"	""	""	"1"	""	""	"7"	""	"10"	""	""	"6"	""	""	"565"	""	""	""	"565"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"205"	"136"	"11"	""	"117"	""	"15"	""	"51"	""	""	"5"	""	"2"	""	""	"3"	""	""	"12"	""	""	"6"	""	""	"3"	""	""	"1"	""	""	"9"	""	"2"	""	""	"3"	""	""	"183"	""	""	"5"	""	""	""	"2"	""	""	""	"0"	""	""	"11"	""	""	"1"	""	""	"1"	""	"2"	""	"1"	""	""	"3"	""	"2"	""	""	"1"	""	""	"0"	""	""	"20
0
29
94
0"	""	""	"1"	""	""	"8"	""	"1"	""	""	"1"	""	""	"483"	""	""	""	"483"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206"	"137"	"11"	""	"290"	""	"12"	""	"15"	""	""	"0"	""	"0"	""	""	"3"	""	""	"19"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	"1"	""	""	"0"	""	""	"10"	""	""	"4"	""	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"1"	""	"0"	""	""	"2"	""	""	"2"	""	""	""	""	""	"5"	""	""	"5"	""	"7"	""	""	"6"	""	""	"398"	""	""	""	"398"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"207"	"138"	"5"	""	"131"	""	"17"	""	"131"	""	""	"2"	""	"0"	""	""	"0"	""	""	"11"	""	""	"1"	""	""	"2"	""	""	"3"	""	""	"3"	""	"0"	""	""	"7"	""	""	"70"	""	""	"7"	""	""	""	"1"	""	""	""	"4"	""	""	"12"	""	""	"7"	""	""	"1"	""	"6"	""	"3"	""	""	"1"	""	"2"	""	""	"0"	""	""	"4"	""	""	""	""	""	"7"	""	""	"9"	""	"4"	""	""	"8"	""	""	"488"	""	""	""	"488"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"208"	"139"	"8"	""	"155"	""	"28"	""	"121"	""	""	"5"	""	"2"	""	""	"4"	""	""	"4"	""	""	"5"	""	""	"2"	""	""	"3"	""	""	"6"	""	"7"	""	""	"8"	""	""	"116"	""	""	"44"	""	""	""	"2"	""	""	""	"8"	""	""	"2"	""	""	"7"	""	""	"3"	""	"4"	""	"3"	""	""	"2"	""	"3"	""	""	"3"	""	""	"8"	""	""	""	""	""	"15"	""	""	"27"	""	"18"	""	""	"34"	""	""	"751"	""	""	""	"751"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"209"	"140"	"9"	""	"165"	""	"20"	""	"96"	""	""	"1"	""	"1"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"0"	""	"0"	""	""	"1"	""	""	"24"	""	""	"1"	""	""	""	"4"	""	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	"1"	""	"1"	""	""	"2"	""	"1"	""	""	"0"	""	""	"0"	""	""	""	""	""	"2"	""	""	"2"	""	"1"	""	""	"1"	""	""	"341"	""	""	""	"341"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"210"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"211"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"212"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"213"	"141"	"25"	""	"330"	""	"72"	""	"50"	""	""	"1"	""	"1"	""	""	"1"	""	""	"3"	""	""	"0"	""	""	"5"	""	""	"2"	""	""	"1"	""	"8"	""	""	"5"	""	""	"16"	""	""	"50"	""	""	""	"9"	""	""	""	"7"	""	""	"4"	""	""	"2"	""	""	"0"	""	"9"	""	"2"	""	""	"2"	""	"4"	""	""	"1"	""	""	"6"	""	""	"36"	""	""	"9"	""	""	"3"	""	"8"	""	""	"13"	""	""	"685"	""	""	"0"	"685"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"214"	"142"	"4"	""	"278"	""	"38"	""	"8"	""	""	"0"	""	"0"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	"0"	""	""	"1"	""	""	"10"	""	""	"5"	""	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	"1"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"2"	""	"1"	""	""	"2"	""	""	"362"	""	""	""	"362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"215"	"143"	"19"	""	"131"	""	"9"	""	"7"	""	""	"0"	""	"0"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"6"	""	"1"	""	""	"23"	""	""	"354"	""	""	"26"	""	""	""	"4"	""	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"0"	""	"2"	""	"0"	""	""	"0"	""	"1"	""	""	"2"	""	""	"3"	""	""	"9"	""	""	"1"	""	""	"12"	""	"8"	""	""	"6"	""	""	"637"	""	""	""	"637"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"216"	"144"	"6"	""	"95"	""	"9"	""	"101"	""	""	"2"	""	"0"	""	""	"0"	""	""	"10"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"2"	""	"1"	""	""	"1"	""	""	"95"	""	""	"4"	""	""	""	"2"	""	""	""	"3"	""	""	"0"	""	""	"4"	""	""	"1"	""	"3"	""	"0"	""	""	"1"	""	"0"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"1"	""	"2"	""	""	"3"	""	""	"351"	""	""	""	"351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"145"	"7"	""	"260"	""	"12"	""	"4"	""	""	"1"	""	"1"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"1"	""	"1"	""	""	"4"	""	""	"8"	""	""	"3"	""	""	""	"4"	""	""	""	"5"	""	""	"0"	""	""	"0"	""	""	"1"	""	"1"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"1"	""	"2"	""	""	"3"	""	""	"331"	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"218"	"146"	"8"	""	"338"	""	"22"	""	"20"	""	""	"2"	""	"2"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"3"	""	"2"	""	""	"1"	""	""	"28"	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"1"	""	"4"	""	"1"	""	""	"1"	""	"0"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"1"	""	"2"	""	""	"2"	""	""	"454"	""	""	""	"454"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
