"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"
"1"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"7"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"325"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"327"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"328"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"329"	"7"	""	"221"	"13"	"245"	"116"	""	"4"	"3"	"31"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"4"	"0"	"3"	"1"	"0"	"2"	"0"	"0"	"3"	"1"	"0"	"6"	"2"	"20"	"23"	"488"	""	"488"	""	""
"330"	"8"	""	"222"	"6"	"279"	"250"	""	"3"	"5"	"37"	"1"	"6"	"1"	"2"	"2"	"0"	"3"	"6"	"5"	"7"	"2"	"4"	"5"	"1"	"1"	"3"	"1"	"1"	"1"	"2"	"0"	"1"	"7"	"6"	"2"	"650"	""	"650"	""	""
"331"	"9"	""	"223"	"6"	"224"	"103"	""	"19"	"6"	"119"	"0"	"4"	"2"	"3"	"0"	"3"	"2"	"5"	"4"	"9"	"7"	"8"	"5"	"1"	"1"	"2"	"0"	"2"	"1"	"1"	"0"	"4"	"5"	"6"	"13"	"565"	""	"565"	""	""
"332"	"10"	""	"224"	"14"	"147"	"150"	""	"3"	"22"	"230"	"6"	"4"	"2"	"1"	"6"	"5"	"1"	"3"	"3"	"9"	"3"	"4"	"2"	"1"	"1"	"6"	"1"	"0"	"4"	"1"	"2"	"3"	"1"	"1"	"13"	"649"	""	"649"	""	""
"333"	"11"	""	"225"	"9"	"103"	"303"	""	"9"	"18"	"48"	"2"	"11"	"0"	"2"	"0"	"4"	"0"	"1"	"0"	"8"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"2"	"14"	"1"	"0"	"3"	"2"	"6"	"12"	"565"	""	"565"	""	""
"334"	"12"	""	"226"	"8"	"49"	"139"	""	"4"	"5"	"9"	"0"	"10"	"6"	"2"	"0"	"0"	"0"	"1"	"4"	"5"	"4"	"2"	"7"	"1"	"5"	"8"	"3"	"1"	"42"	"5"	"3"	"8"	"3"	"5"	"10"	"349"	""	"349"	""	""
"335"	"13"	""	"227"	"6"	"125"	"18"	""	"6"	"3"	"11"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"5"	"1"	"1"	"3"	"1"	"0"	"1"	"4"	"2"	"1"	"1"	"2"	"14"	"10"	"223"	""	"223"	""	""
"336"	"14"	""	"228"	"0"	"167"	"91"	""	"4"	"14"	"3"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"1"	"3"	"0"	"0"	"3"	"0"	"0"	"13"	"4"	"0"	"4"	"8"	"8"	"8"	"342"	""	"342"	""	""
"337"	"1"	""	"229"	"8"	"158"	"104"	""	"1"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"2"	"3"	"6"	"3"	"300"	""	"300"	""	""
"338"	"2"	""	"230"	"6"	"83"	"142"	""	"3"	"6"	"2"	"1"	"3"	"1"	"0"	"2"	"1"	"0"	"2"	"7"	"15"	"3"	"3"	"6"	"0"	"1"	"2"	"1"	"2"	"0"	"1"	"0"	"3"	"4"	"0"	"1"	"301"	""	"301"	""	""
"339"	"3"	""	"231"	"12"	"183"	"329"	""	"5"	"7"	"33"	"3"	"6"	"1"	"4"	"1"	"3"	"3"	"2"	"2"	"14"	"6"	"7"	"10"	"3"	"2"	"11"	"1"	"1"	"0"	"1"	"1"	"7"	"5"	"8"	"7"	"678"	""	"678"	""	""
"340"	"4"	""	"232"	"8"	"196"	"332"	""	"5"	"6"	"4"	"0"	"2"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"13"	"1"	"3"	"7"	"1"	"1"	"1"	"0"	"1"	"4"	"3"	"1"	"7"	"1"	"18"	"4"	"625"	""	"625"	""	""
"341"	"5"	""	"233"	"14"	"187"	"135"	""	"5"	"24"	"60"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"1"	"4"	"9"	"3"	"12"	"10"	"3"	"5"	"4"	"3"	"4"	"31"	"2"	"0"	"5"	"11"	"8"	"3"	"550"	""	"550"	""	""
"342"	"6"	""	"234"	"8"	"72"	"268"	""	"3"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"5"	"1"	"8"	"3"	"7"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"20"	"0"	"2"	"4"	"3"	"0"	"2"	"418"	""	"418"	""	""
"343"	"7"	""	"234d"	"76"	"163"	"181"	""	"0"	"1"	"20"	"1"	"2"	"1"	"1"	"0"	"2"	"2"	"4"	"9"	"4"	"0"	"6"	"1"	"3"	"1"	"2"	"2"	"0"	"12"	"2"	"1"	"3"	"3"	"2"	"2"	"507"	""	"507"	""	""
"344"	"8"	""	"235"	"3"	"327"	"303"	""	"1"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"8"	"3"	"6"	"1"	"4"	"8"	"2"	"0"	"3"	"0"	"1"	"5"	"1"	"4"	"6"	"8"	"6"	"4"	"715"	""	"715"	""	""
"345"	"9"	""	"236"	"6"	"251"	"46"	""	"0"	"10"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	""	"4"	"3"	"3"	"3"	"351"	""	"351"	""	""
"346"	"10"	""	"237"	"2"	"128"	"148"	""	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"1"	"300"	""	"300"	""	""
"347"	"11"	""	"238"	"3"	"166"	"177"	""	"6"	"7"	"11"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"3"	"2"	"8"	"6"	"2"	"3"	"3"	"0"	"2"	"0"	"0"	"55"	"1"	"3"	"14"	"3"	"2"	"15"	"499"	""	"499"	""	""
"348"	"12"	""	"239"	"4"	"96"	"275"	""	"2"	"12"	"4"	"4"	"6"	"0"	"1"	"1"	"4"	"2"	"5"	"6"	"13"	"2"	"3"	"13"	"2"	"1"	"6"	"0"	"3"	"72"	"4"	"3"	"40"	"10"	"1"	"6"	"601"	""	"601"	""	""
"349"	"13"	""	"240"	"11"	"228"	"84"	""	"3"	"3"	"8"	"1"	"2"	"0"	"1"	"1"	"2"	"2"	"1"	"1"	"5"	"6"	"4"	"1"	"0"	"3"	"3"	"1"	"1"	"21"	"0"	"1"	"3"	"7"	"15"	"23"	"442"	""	"442"	""	""
"350"	"14"	""	"241"	"3"	"71"	"99"	""	"2"	"1"	"0"	"1"	"6"	"0"	"0"	"0"	"2"	"4"	"8"	"6"	"8"	"1"	"3"	"8"	"0"	"0"	"1"	"0"	"1"	"7"	"0"	"1"	"1"	"5"	"4"	"7"	"250"	""	"250"	""	""
"351"	"1"	""	"242"	"7"	"113"	"125"	""	"4"	"21"	"5"	"1"	"2"	"0"	"2"	"1"	"3"	"0"	"0"	"4"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"5"	"0"	"3"	"3"	"309"	""	"309"	""	""
"352"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"359"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"360"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"361"	"2"	""	"243"	"0"	"46"	"140"	""	"2"	"1"	"7"	"0"	"1"	"0"	"0"	"1"	"4"	"0"	"2"	"1"	"4"	"6"	"4"	"12"	"2"	"2"	"8"	"2"	"3"	"23"	"6"	"5"	"109"	"3"	"9"	"25"	"428"	""	"428"	""	""
"362"	"3"	""	"244"	"13"	"83"	"219"	""	"2"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"14"	"1"	"0"	"3"	"1"	"0"	"3"	"355"	""	"355"	""	""
"363"	"4"	""	"245"	"19"	"34"	"186"	""	"8"	"6"	"113"	"2"	"4"	"2"	"1"	"3"	"1"	"4"	"2"	"1"	"4"	"6"	"2"	"5"	"2"	"0"	"2"	"3"	"0"	"55"	"1"	"1"	"6"	"3"	"1"	"5"	"482"	""	"482"	""	""
"364"	"5"	""	"246"	"18"	"150"	"252"	""	"5"	"8"	"21"	"0"	"3"	"2"	"0"	"0"	"2"	"2"	"2"	"3"	"16"	"6"	"8"	"11"	"2"	"0"	"10"	"0"	"1"	"4"	"4"	"6"	"4"	"8"	"9"	"23"	"580"	""	"580"	""	""
"365"	"6"	""	"247"	"14"	"248"	"101"	""	"4"	"26"	"22"	"0"	"2"	"0"	"10"	"3"	"2"	"4"	"0"	"2"	"7"	"6"	"1"	"8"	"3"	"1"	"5"	"1"	"3"	"9"	"5"	"1"	"5"	"6"	"9"	"7"	"515"	""	"515"	""	""
"366"	"7"	""	"248"	"8"	"167"	"127"	""	"2"	"9"	"44"	"0"	"0"	"0"	"2"	"2"	"6"	"2"	"3"	"4"	"4"	"2"	"3"	"0"	"1"	"0"	"2"	"0"	"1"	"2"	"4"	"0"	"1"	"1"	"2"	"1"	"400"	""	"400"	""	""
"367"	"8"	""	"249"	"3"	"159"	"68"	""	"0"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"8"	"3"	"267"	""	"267"	""	""
"368"	"9"	""	"250"	"10"	"294"	"370"	""	"4"	"5"	"4"	"1"	"0"	"3"	"0"	"2"	"5"	"6"	"5"	"10"	"2"	"1"	"4"	"8"	"1"	"1"	"5"	"0"	"0"	"4"	"0"	"2"	"7"	"3"	"4"	"16"	"777"	""	"777"	""	""
"369"	"10"	""	"251"	"15"	"257"	"290"	""	"7"	"2"	"39"	"4"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"9"	"11"	"11"	"5"	"3"	"0"	"4"	"2"	"2"	"9"	"0"	"1"	"11"	"5"	"23"	"19"	"736"	""	"736"	""	""
"370"	"11"	""	"252"	"3"	"174"	"143"	""	"2"	"20"	"12"	"0"	"0"	"0"	"3"	"0"	"2"	"1"	"6"	"3"	"2"	"0"	"0"	"4"	"1"	"0"	"1"	"2"	"0"	"2"	"3"	"0"	"1"	"1"	"4"	"2"	"392"	""	"392"	""	""
"371"	"12"	""	"253"	"2"	"88"	"111"	""	"0"	"10"	"34"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"3"	"8"	"2"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"6"	"1"	"1"	"3"	"3"	"3"	"5"	"294"	""	"294"	""	""
"372"	"13"	""	"254"	"3"	"281"	"60"	""	"2"	"8"	"70"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"4"	"2"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"4"	"1"	"10"	"1"	"454"	""	"454"	""	""
"373"	"14"	""	"255"	"6"	"195"	"73"	""	"3"	"5"	"3"	"2"	"2"	"2"	"0"	"1"	"1"	"6"	"3"	"7"	"7"	"5"	"13"	"2"	"1"	"1"	"5"	"0"	"0"	"5"	"4"	"1"	"7"	"8"	"12"	"89"	"469"	""	"469"	""	""
"374"	"1"	""	"255d"	"1"	"141"	"180"	""	"6"	"3"	"1"	"0"	"1"	"1"	"1"	"0"	"4"	"5"	"13"	"8"	"10"	"1"	"2"	"4"	"0"	"0"	"2"	"1"	"0"	"23"	"1"	"3"	"3"	"4"	"5"	"11"	"435"	""	"435"	""	""
"375"	"2"	""	"256"	"2"	"212"	"138"	""	"1"	"2"	"5"	"0"	"3"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"3"	"0"	"1"	"5"	"1"	"0"	"2"	"1"	"0"	"19"	"0"	"0"	"1"	"2"	"2"	"1"	"406"	""	"406"	""	""
"376"	"3"	""	"257"	"19"	"195"	"102"	""	"5"	"3"	"0"	"1"	"2"	"0"	"1"	"0"	"1"	"2"	"1"	"6"	"6"	"1"	"11"	"10"	"0"	"0"	"1"	"3"	"1"	"11"	"0"	"0"	"1"	"2"	"2"	"4"	"391"	""	"391"	""	""
"377"	"4"	""	"258"	"14"	"126"	"340"	""	"10"	"4"	"41"	"1"	"14"	"1"	"2"	"1"	"6"	"2"	"1"	"2"	"16"	"7"	"1"	"4"	"0"	"0"	"3"	"0"	"2"	"48"	"1"	"3"	"1"	"4"	"20"	"10"	"685"	""	"685"	""	""
"378"	"5"	""	"259"	"7"	"253"	"135"	""	"1"	"3"	"46"	"5"	"7"	"9"	"3"	"6"	"5"	"0"	"8"	"12"	"18"	"5"	"11"	"3"	"0"	"1"	"3"	"1"	"2"	"158"	"2"	"3"	"6"	"3"	"3"	"14"	"733"	""	"733"	""	""
"379"	"6"	""	"260"	"53"	"71"	"173"	""	"3"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"6"	"3"	"10"	"5"	"3"	"5"	"5"	"2"	"5"	"1"	"1"	"0"	"3"	"4"	"0"	"10"	"11"	"6"	"388"	""	"388"	""	""
"380"	"7"	""	"261"	"6"	"54"	"26"	""	"4"	"10"	"238"	"4"	"4"	"6"	"5"	"5"	"3"	"3"	"2"	"3"	"9"	"0"	"0"	"1"	"2"	"3"	"1"	"1"	"2"	"12"	"3"	"0"	"2"	"1"	"0"	"5"	"415"	""	"415"	""	""
"381"	"8"	""	"262"	"18"	"84"	"215"	""	"6"	"5"	"3"	"3"	"3"	"1"	"4"	"3"	"5"	"2"	"2"	"3"	"6"	"1"	"1"	"9"	"2"	"1"	"6"	"2"	"1"	"78"	"2"	"4"	"5"	"4"	"1"	"1"	"481"	""	"481"	""	""
"382"	"9"	""	"263"	"122"	"170"	"295"	""	"10"	"13"	"5"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"2"	"2"	"5"	"3"	"2"	"1"	"0"	"2"	"0"	"1"	"3"	"18"	"1"	"2"	"2"	"1"	"6"	"1"	"674"	""	"674"	""	""
"383"	"10"	""	"264"	"51"	"206"	"152"	""	"8"	"20"	"164"	"3"	"3"	"3"	"2"	"5"	"3"	"0"	"7"	"5"	"9"	"3"	"4"	"1"	"1"	"0"	"6"	"1"	"1"	"35"	"5"	"0"	"13"	"2"	"5"	"0"	"718"	""	"718"	""	""
"384"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"388"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"391"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"392"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"393"	"11"	""	"265"	"3"	"241"	"137"	""	"2"	"7"	"32"	"2"	"6"	"2"	"5"	"3"	"2"	"2"	"8"	"8"	"13"	"3"	"6"	"5"	"5"	"0"	"3"	"1"	"2"	"81"	"4"	"4"	"11"	"4"	"5"	"4"	"611"	""	"611"	""	""
"394"	"12"	""	"266"	"0"	"120"	"69"	""	"5"	"6"	"4"	"0"	"1"	"1"	"0"	"1"	"4"	"1"	"5"	"5"	"6"	"2"	"3"	"1"	"0"	"0"	"3"	"0"	"1"	"17"	"1"	"0"	"2"	"5"	"3"	"3"	"269"	""	"269"	""	""
"395"	"13"	""	"267"	"12"	"423"	"92"	""	"10"	"55"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"3"	"8"	"3"	"1"	"2"	"0"	"1"	"2"	"0"	"24"	"0"	"2"	"1"	"4"	"3"	"3"	"2"	"658"	""	"658"	""	""
"396"	"14"	""	"268"	"7"	"238"	"96"	""	"6"	"71"	"40"	"5"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"3"	"8"	"4"	"4"	"3"	"1"	"1"	"4"	"0"	"0"	"2"	"7"	"2"	"4"	"2"	"10"	"6"	"530"	""	"530"	""	""
"397"	"1"	""	"269"	"9"	"251"	"59"	""	"3"	"11"	"5"	"0"	"3"	"0"	"0"	"1"	"2"	"1"	"1"	"3"	"3"	"6"	"2"	"0"	"2"	"0"	"5"	"0"	"0"	"92"	"3"	"1"	"3"	"2"	"20"	"11"	"499"	""	"499"	""	""
"398"	"2"	""	"270"	"23"	"387"	"296"	""	"6"	"8"	"55"	"3"	"4"	"2"	"0"	"1"	"3"	"1"	"5"	"2"	"9"	"7"	"11"	"10"	"4"	"1"	"10"	"0"	"0"	"5"	"5"	"2"	"10"	"5"	"20"	"47"	"942"	""	"942"	""	""
"399"	"3"	""	"271"	"6"	"314"	"87"	""	"6"	"5"	"14"	"2"	"2"	"0"	"3"	"1"	"2"	"1"	"3"	"6"	"8"	"10"	"10"	"3"	"3"	"2"	"3"	"1"	"0"	"2"	"1"	"0"	"2"	"6"	"7"	"8"	"518"	""	"518"	""	""
"400"	"4"	""	"272"	"8"	"64"	"58"	""	"5"	"14"	"244"	"2"	"2"	"0"	"0"	"4"	"2"	"2"	"2"	"3"	"10"	"5"	"10"	"4"	"4"	"1"	"9"	"1"	"2"	"13"	"9"	"5"	"11"	"5"	"5"	"40"	"544"	""	"544"	""	""
"401"	"5"	""	"273"	"6"	"112"	"117"	""	"1"	"11"	"84"	"1"	"2"	"2"	"1"	"5"	"6"	"3"	"2"	"6"	"10"	"4"	"7"	"6"	"7"	"2"	"9"	"3"	"5"	"1"	"8"	"7"	"10"	"13"	"9"	"55"	"515"	""	"515"	""	""
"402"	"6"	""	"274"	"100"	"126"	"101"	""	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"2"	"1"	"3"	"2"	"0"	"1"	"1"	"4"	"0"	"1"	"9"	"1"	"54"	"0"	"2"	"7"	"27"	"453"	""	"453"	""	""
"403"	"7"	""	"275"	"107"	"187"	"193"	""	"8"	"5"	"64"	"5"	"2"	"2"	"7"	"1"	"3"	"1"	"5"	"0"	"16"	"3"	"2"	"4"	"1"	"0"	"2"	"2"	"2"	"6"	"1"	"2"	"5"	"0"	"5"	"12"	"653"	""	"653"	""	""
