"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X233808...149...233957.32.Benipatti"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"
"1"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"2"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"312"	""	"206"	""	"9"	""	"14"	""	"5"	""	"278"	""	"8"	""	"89"	""	"3"	""	"3"	""	"0"	""	"5"	""	"4"	""	"4"	""	"15"	""	"7"	""	"1"	""	"12"	""	"8"	""	"2"	""	"2"	""	"5"	""	"17"	""	"491"	""	""	""	"491"	""	""	""
"313"	""	"207"	""	"30"	""	"144"	""	"10"	""	"225"	""	"7"	""	"78"	""	"3"	""	"3"	""	"1"	""	"3"	""	"0"	""	"2"	""	"7"	""	"4"	""	"1"	""	"2"	""	"23"	""	"2"	""	"3"	""	"16"	""	"21"	""	"585"	""	""	""	"585"	""	""	""
"314"	""	"208"	""	"3"	""	"12"	""	"3"	""	"162"	""	"3"	""	"44"	""	"3"	""	"5"	""	"2"	""	"5"	""	"3"	""	"5"	""	"16"	""	"11"	""	"0"	""	"13"	""	"5"	""	"2"	""	"2"	""	"11"	""	"5"	""	"315"	""	""	""	"315"	""	""	""
"315"	""	"209"	""	"3"	""	"53"	""	"2"	""	"148"	""	"14"	""	"94"	""	"4"	""	"4"	""	"7"	""	"7"	""	"0"	""	"6"	""	"5"	""	"1"	""	"0"	""	"8"	""	"3"	""	"2"	""	"2"	""	"2"	""	"6"	""	"371"	""	""	""	"371"	""	""	""
"316"	""	"210"	""	"35"	""	"23"	""	"3"	""	"495"	""	"4"	""	"12"	""	"2"	""	"2"	""	"0"	""	"2"	""	"0"	""	"4"	""	"9"	""	"3"	""	"4"	""	"5"	""	"4"	""	"1"	""	"0"	""	"2"	""	"1"	""	"611"	""	""	""	"611"	""	""	""
"317"	""	"211"	""	"19"	""	"25"	""	"5"	""	"376"	""	"9"	""	"44"	""	"1"	""	"2"	""	"1"	""	"4"	""	"4"	""	"5"	""	"21"	""	"3"	""	"1"	""	"11"	""	"8"	""	"2"	""	"0"	""	"23"	""	"6"	""	"570"	""	""	""	"570"	""	""	""
"318"	""	"212"	""	"18"	""	"138"	""	"8"	""	"117"	""	"4"	""	"133"	""	"12"	""	"7"	""	"5"	""	"14"	""	"4"	""	"5"	""	"5"	""	"4"	""	"1"	""	"4"	""	"9"	""	"8"	""	"3"	""	"6"	""	"11"	""	"516"	""	""	""	"516"	""	""	""
"319"	""	"213"	""	"18"	""	"78"	""	"5"	""	"38"	""	"7"	""	"303"	""	"11"	""	"6"	""	"3"	""	"8"	""	"6"	""	"3"	""	"5"	""	"7"	""	"6"	""	"17"	""	"1"	""	"3"	""	"1"	""	"1"	""	"9"	""	"536"	""	""	""	"536"	""	""	""
"320"	""	"214"	""	"13"	""	"99"	""	"13"	""	"233"	""	"15"	""	"14"	""	"6"	""	"10"	""	"24"	""	"14"	""	"6"	""	"9"	""	"36"	""	"9"	""	"7"	""	"13"	""	"4"	""	"1"	""	"0"	""	"6"	""	"2"	""	"534"	""	""	""	"534"	""	""	""
"321"	""	"215"	""	"15"	""	"8"	""	"8"	""	"193"	""	"14"	""	"99"	""	"6"	""	"4"	""	"7"	""	"6"	""	"3"	""	"5"	""	"10"	""	"10"	""	"4"	""	"9"	""	"30"	""	"3"	""	"3"	""	"6"	""	"8"	""	"451"	""	""	""	"451"	""	""	""
"322"	""	"Total RN - 16"	""	"249"	""	"836"	""	"75"	""	"2667"	""	"96"	""	"1249"	""	"75"	""	"74"	""	"88"	""	"85"	""	"34"	""	"62"	""	"168"	""	"90"	""	"42"	""	"144"	""	"120"	""	"41"	""	"20"	""	"108"	""	"115"	""	"6438"	""	"0"	""	"6438"	""	"0"	""
"323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"325"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"326"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"327"	"Round- 17"	"B.F."	""	"9677"	""	"13247"	""	"1206"	""	"18490"	""	"1434"	""	"30873"	""	"1287"	""	"2018"	""	"1182"	""	"937"	""	"736"	""	"758"	""	"1802"	""	"1643"	""	"1385"	""	"1567"	""	"2179"	""	"1175"	""	"530"	""	"2554"	""	"2432"	""	"97112"	""	"0"	""	"97112"	""	"0"	""
"328"	""	"216"	""	"8"	""	"57"	""	"0"	""	"3"	""	"0"	""	"178"	""	"4"	""	"2"	""	"0"	""	"0"	""	"1"	""	"0"	""	"0"	""	"0"	""	"2"	""	"0"	""	"1"	""	"1"	""	"0"	""	"1"	""	"3"	""	"261"	""	""	""	"261"	""	""	""
"329"	""	"217"	""	"7"	""	"28"	""	"1"	""	"63"	""	"2"	""	"147"	""	"6"	""	"1"	""	"1"	""	"4"	""	"5"	""	"2"	""	"12"	""	"0"	""	"4"	""	"2"	""	"1"	""	"0"	""	"0"	""	"3"	""	"3"	""	"292"	""	""	""	"292"	""	""	""
"330"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"332"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"334"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"335"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"336"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"337"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"338"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"339"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"340"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"341"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""
"342"	""	"Total RN - 17"	""	"15"	""	"85"	""	"1"	""	"66"	""	"2"	""	"325"	""	"10"	""	"3"	""	"1"	""	"4"	""	"6"	""	"2"	""	"12"	""	"0"	""	"6"	""	"2"	""	"2"	""	"1"	""	"0"	""	"4"	""	"6"	""	"553"	""	"0"	""	"553"	""	"0"	""
"343"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"345"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"346"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"347"	""	"Total No. of votes recorded at Polling stations"	""	"9692"	""	"13332"	""	"1207"	""	"18556"	""	"1436"	""	"31198"	""	"1297"	""	"2021"	""	"1183"	""	"941"	""	"742"	""	"760"	""	"1814"	""	"1643"	""	"1391"	""	"1569"	""	"2181"	""	"1176"	""	"530"	""	"2558"	""	"2438"	""	"97665"	""	"0"	""	"97665"	""	"0"	""
"348"	""	"No. of Votes recorded on postal ballot papers"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"3"	""	"3"	""	"6"	""	""	""
"349"	""	"TOTAL VOTES POLLED"	""	"9693"	""	"13334"	""	"1207"	""	"18556"	""	"1436"	""	"31198"	""	"1297"	""	"2021"	""	"1183"	""	"941"	""	"742"	""	"760"	""	"1814"	""	"1643"	""	"1391"	""	"1569"	""	"2181"	""	"1176"	""	"530"	""	"2558"	""	"2438"	""	"97668"	""	"3"	""	"97671"	""	"0"	""
"350"	"ROUND WISE TOTAL VOTES POLLED"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"ROUND NUMBER"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""	""
"352"	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""	""
"353"	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""	""
"354"	"Total  RN-1"	""	"283"	""	"881"	""	"73"	""	"914"	""	"108"	""	"1934"	""	"95"	""	"85"	""	"66"	""	"54"	""	"55"	""	"57"	""	"104"	""	"90"	""	"164"	""	"133"	""	"104"	""	"48"	""	"29"	""	"66"	""	"91"	""	"5434"	""	"0"	""	"5434"	""	"0"	""	""
"355"	"Total RN -2"	""	"441"	""	"913"	""	"301"	""	"592"	""	"85"	""	"1887"	""	"93"	""	"81"	""	"91"	""	"59"	""	"50"	""	"43"	""	"93"	""	"177"	""	"206"	""	"277"	""	"92"	""	"48"	""	"36"	""	"57"	""	"76"	""	"5698"	""	"0"	""	"5698"	""	"0"	""	""
"356"	"Total RN -3"	""	"241"	""	"589"	""	"59"	""	"1095"	""	"61"	""	"1432"	""	"50"	""	"130"	""	"80"	""	"36"	""	"17"	""	"32"	""	"49"	""	"36"	""	"153"	""	"46"	""	"576"	""	"316"	""	"35"	""	"72"	""	"66"	""	"5171"	""	"0"	""	"5171"	""	"0"	""	""
"357"	"TotalRN  -4"	""	"264"	""	"574"	""	"54"	""	"814"	""	"89"	""	"2503"	""	"116"	""	"755"	""	"63"	""	"73"	""	"39"	""	"43"	""	"89"	""	"37"	""	"281"	""	"79"	""	"84"	""	"97"	""	"23"	""	"198"	""	"95"	""	"6370"	""	"0"	""	"6370"	""	"0"	""	""
"358"	"Total RN -5"	""	"293"	""	"1021"	""	"48"	""	"1408"	""	"69"	""	"2994"	""	"65"	""	"42"	""	"59"	""	"47"	""	"26"	""	"37"	""	"81"	""	"47"	""	"32"	""	"86"	""	"95"	""	"74"	""	"39"	""	"85"	""	"106"	""	"6754"	""	"0"	""	"6754"	""	"0"	""	""
"359"	"Total RN -6"	""	"585"	""	"1279"	""	"70"	""	"1008"	""	"70"	""	"2054"	""	"85"	""	"66"	""	"47"	""	"54"	""	"66"	""	"41"	""	"71"	""	"48"	""	"52"	""	"63"	""	"72"	""	"52"	""	"19"	""	"76"	""	"71"	""	"5949"	""	"0"	""	"5949"	""	"0"	""	""
"360"	"Total RN -7"	""	"722"	""	"1089"	""	"74"	""	"561"	""	"58"	""	"2060"	""	"81"	""	"58"	""	"49"	""	"39"	""	"30"	""	"26"	""	"54"	""	"452"	""	"34"	""	"64"	""	"122"	""	"63"	""	"43"	""	"97"	""	"104"	""	"5880"	""	"0"	""	"5880"	""	"0"	""	""
"361"	"Total RN -8"	""	"804"	""	"980"	""	"42"	""	"713"	""	"93"	""	"1965"	""	"82"	""	"101"	""	"52"	""	"59"	""	"70"	""	"59"	""	"52"	""	"89"	""	"88"	""	"51"	""	"86"	""	"47"	""	"34"	""	"397"	""	"109"	""	"5973"	""	"0"	""	"5973"	""	"0"	""	""
"362"	"Total RN -9"	""	"1022"	""	"537"	""	"40"	""	"314"	""	"33"	""	"1156"	""	"42"	""	"58"	""	"23"	""	"16"	""	"16"	""	"20"	""	"35"	""	"39"	""	"19"	""	"56"	""	"59"	""	"25"	""	"23"	""	"263"	""	"53"	""	"3849"	""	"0"	""	"3849"	""	"0"	""	""
"363"	"Total RN -10"	""	"1642"	""	"683"	""	"50"	""	"961"	""	"62"	""	"1559"	""	"55"	""	"72"	""	"34"	""	"41"	""	"98"	""	"27"	""	"69"	""	"36"	""	"43"	""	"89"	""	"127"	""	"43"	""	"29"	""	"109"	""	"98"	""	"5927"	""	"0"	""	"5927"	""	"0"	""	""
"364"	"Total RN-11"	""	"833"	""	"673"	""	"54"	""	"883"	""	"89"	""	"2914"	""	"105"	""	"128"	""	"52"	""	"64"	""	"54"	""	"27"	""	"66"	""	"67"	""	"72"	""	"62"	""	"109"	""	"57"	""	"36"	""	"313"	""	"100"	""	"6758"	""	"0"	""	"6758"	""	"0"	""	""
"365"	"Total RN- 12"	""	"831"	""	"945"	""	"65"	""	"1057"	""	"99"	""	"1532"	""	"80"	""	"76"	""	"240"	""	"65"	""	"50"	""	"33"	""	"409"	""	"107"	""	"50"	""	"129"	""	"116"	""	"49"	""	"26"	""	"120"	""	"108"	""	"6187"	""	"0"	""	"6187"	""	"0"	""	""
"366"	"Total RN -13"	""	"724"	""	"519"	""	"59"	""	"1727"	""	"167"	""	"1673"	""	"101"	""	"97"	""	"61"	""	"110"	""	"45"	""	"151"	""	"80"	""	"199"	""	"54"	""	"106"	""	"211"	""	"101"	""	"70"	""	"310"	""	"987"	""	"7552"	""	"0"	""	"7552"	""	"0"	""	""
"367"	"Total RN -14"	""	"296"	""	"945"	""	"68"	""	"2079"	""	"137"	""	"1783"	""	"79"	""	"104"	""	"94"	""	"59"	""	"50"	""	"51"	""	"98"	""	"43"	""	"32"	""	"79"	""	"89"	""	"61"	""	"33"	""	"157"	""	"107"	""	"6444"	""	"0"	""	"6444"	""	"0"	""	""
"368"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"233808 + 149 = 233957
32-Benipatti"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"Round No"	"Sl. No. of Polling Station"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	"No. of Rejected Votes"	""	"Total"	""	"No. of Tendered Votes"	""
"370"	""	""	""	"Kripa Nand Jha"	""	"Bhawana Jha"	""	"Mahendra Narayan Ray"	""	"Mahesh Chandra Singh"	""	"Mishri Lal Yadav"	""	"Vinod Narayan Jha"	""	"Kameshwar Yadav"	""	"Chandra Kishor Roy"	""	"Mohammad Arashad Hussain"	""	"Ram Chandra Yadav"	""	"Lalit Yadav"	""	"Binod Yadav"	""	"Md. Habib"	""	"Ajit Paswan"	""	"Anurag Sahni"	""	"Ganesh Pandey"	""	"Mohd Zinnur"	""	"Randhir Thakur"	""	"Ram Lakhan Ram"	""	"Shiv Shankar Yadav"	""	"Sanjay Kumar Singh"	""	""	""	""	""	""	""	""	""
"371"	""	""	""	"1"	""	"2"	""	"3"	""	"4"	""	"5"	""	"6"	""	"7"	""	"8"	""	"9"	""	"10"	""	"11"	""	"12"	""	"13"	""	"14"	""	"15"	""	"16"	""	"17"	""	"18"	""	"19"	""	"20"	""	"21"	""	""	""	""	""	""	""	""	""
"372"	""	"Total RN-15"	""	"447"	""	"783"	""	"74"	""	"1697"	""	"118"	""	"2178"	""	"83"	""	"91"	""	"83"	""	"76"	""	"36"	""	"49"	""	"284"	""	"86"	""	"63"	""	"103"	""	"117"	""	"53"	""	"35"	""	"126"	""	"146"	""	"6728"	""	"0"	""	"6728"	""	"0"	""
"373"	""	"Total RN -16"	""	"249"	""	"836"	""	"75"	""	"2667"	""	"96"	""	"1249"	""	"75"	""	"74"	""	"88"	""	"85"	""	"34"	""	"62"	""	"168"	""	"90"	""	"42"	""	"144"	""	"120"	""	"41"	""	"20"	""	"108"	""	"115"	""	"6438"	""	"0"	""	"6438"	""	"0"	""
"374"	""	"Total RN -17"	""	"15"	""	"85"	""	"1"	""	"66"	""	"2"	""	"325"	""	"10"	""	"3"	""	"1"	""	"4"	""	"6"	""	"2"	""	"12"	""	"0"	""	"6"	""	"2"	""	"2"	""	"1"	""	"0"	""	"4"	""	"6"	""	"553"	""	"0"	""	"553"	""	"0"	""
"375"	""	"TOTAL OF RN N0.
1 TO 17"	""	"9692"	""	"13332"	""	"1207"	""	"18556"	""	"1436"	""	"31198"	""	"1297"	""	"2021"	""	"1183"	""	"941"	""	"742"	""	"760"	""	"1814"	""	"1643"	""	"1391"	""	"1569"	""	"2181"	""	"1176"	""	"530"	""	"2558"	""	"2438"	""	"97665"	""	"0"	""	"97665"	""	"0"	""
"376"	""	"No. of Votes recorded on postal ballot papers"	""	"1"	""	"2"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"0"	""	"3"	""	"3"	""	"6"	""	""	""
"377"	""	"TOTAL VOTES POLLED"	""	"9693"	""	"13334"	""	"1207"	""	"18556"	""	"1436"	""	"31198"	""	"1297"	""	"2021"	""	"1183"	""	"941"	""	"742"	""	"760"	""	"1814"	""	"1643"	""	"1391"	""	"1569"	""	"2181"	""	"1176"	""	"530"	""	"2558"	""	"2438"	""	"97668"	""	"3"	""	"97671"	""	"0"	""
