"No..and.Name.of.Assembly.Constituency...114.Manjhi."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"
"1"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"8"	"Round No. - 01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"9"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"10"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"462"	"185"	"mRdzfer dU;k e/; fo|ky; eqlsgjh"	"8"	"150"	"27"	"150"	"6"	"24"	"0"	"1"	"6"	"20"	"2"	"3"	"11"	"5"	"4"	"2"	"3"	"4"	"8"	"18"	"3"	"7"	"4"	"466"
"463"	"186"	"lU;klh mPp fo|ky;] lEgkSrk] iwohZ"	"5"	"103"	"12"	"20"	"4"	"157"	"3"	"0"	"5"	"3"	"10"	"3"	"8"	"6"	"13"	"4"	"3"	"6"	"3"	"8"	"2"	"7"	"6"	"391"
"464"	"Total"	""	"75"	"1378"	"150"	"1168"	"94"	"2635"	"58"	"48"	"40"	"172"	"78"	"97"	"93"	"66"	"110"	"39"	"66"	"144"	"47"	"90"	"24"	"96"	"45"	"6813"
"465"	"B.F."	""	"1361"	"22706"	"5932"	"3794"	"3585"	"13778"	"657"	"399"	"875"	"6564"	"1524"	"4035"	"1924"	"1324"	"3110"	"596"	"1258"	"7748"	"1981"	"602"	"434"	"918"	"906"	"86011"
"466"	"G.Total"	""	"1436"	"24084"	"6082"	"4962"	"3679"	"16413"	"715"	"447"	"915"	"6736"	"1602"	"4132"	"2017"	"1390"	"3220"	"635"	"1324"	"7892"	"2028"	"692"	"458"	"1014"	"951"	"92824"
"467"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"469"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"470"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"471"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"472"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"473"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"474"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"Round No. - 15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"482"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"483"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"484"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"485"	"86 ¼d"	"½lU;klh mPp fo|ky;] lEgkSrk] iwohZ"	"6"	"116"	"15"	"5"	"1"	"54"	"3"	"1"	"2"	"1"	"5"	"49"	"4"	"3"	"6"	"5"	"2"	"35"	"2"	"2"	"1"	"0"	"0"	"318"
"486"	"187"	"lU;klh mPp fo|ky; lEgkSrk if'peh"	"3"	"44"	"1"	"23"	"1"	"93"	"1"	"2"	"1"	"3"	"0"	"40"	"3"	"2"	"1"	"2"	"0"	"2"	"2"	"0"	"4"	"3"	"1"	"232"
"487"	"87¼d"	"½lU;klh mPp fo|ky; lEgkSrk if'peh"	"4"	"72"	"6"	"11"	"7"	"198"	"6"	"1"	"1"	"0"	"11"	"62"	"2"	"3"	"1"	"2"	"1"	"1"	"3"	"0"	"1"	"6"	"1"	"400"
"488"	"188"	"izkFkfed fo|ky; lEgkSrk iwohZ"	"3"	"134"	"7"	"5"	"3"	"225"	"5"	"0"	"1"	"10"	"6"	"11"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"419"
"489"	"189"	"izkFkfed fo|ky; lEgkSrk if'peh"	"8"	"179"	"10"	"22"	"25"	"76"	"1"	"1"	"1"	"0"	"5"	"28"	"5"	"7"	"2"	"6"	"8"	"12"	"4"	"5"	"9"	"15"	"7"	"436"
"490"	"190"	"pfyr er eaMi losZ ua- 683
izkFkfed fo|ky; jkeuxj dk izkax.k"	"2"	"122"	"3"	"10"	"2"	"200"	"2"	"0"	"0"	"1"	"0"	"23"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"374"
"491"	"191"	"eè; fo|ky; e>ofy;k"	"3"	"79"	"7"	"12"	"13"	"319"	"2"	"0"	"0"	"0"	"8"	"30"	"0"	"9"	"0"	"0"	"6"	"13"	"6"	"1"	"5"	"8"	"7"	"528"
"492"	"192"	"mRØfer e/; fo|ky;] iks[kj fHkUMk]"	"20"	"237"	"10"	"22"	"5"	"288"	"11"	"1"	"6"	"23"	"10"	"21"	"3"	"6"	"8"	"7"	"3"	"4"	"5"	"3"	"2"	"5"	"3"	"703"
"493"	"193"	"izkFkfed fo|ky; etfyliqj"	"2"	"103"	"4"	"4"	"4"	"208"	"0"	"2"	"5"	"4"	"16"	"65"	"3"	"1"	"1"	"0"	"2"	"8"	"2"	"2"	"1"	"2"	"0"	"439"
"494"	"194"	"izkFkfed fo|ky; jsokM+h u;k Hkou"	"11"	"229"	"20"	"21"	"5"	"155"	"1"	"0"	"0"	"34"	"10"	"1"	"14"	"4"	"5"	"4"	"8"	"36"	"16"	"1"	"1"	"14"	"7"	"597"
"495"	"195"	"izkFkfed fo|ky; jsokM+h nf{k.k"	"8"	"109"	"12"	"47"	"15"	"202"	"8"	"1"	"3"	"2"	"6"	"11"	"8"	"3"	"8"	"4"	"6"	"29"	"10"	"0"	"2"	"7"	"2"	"503"
"496"	"196"	"mRØfer e/; fo|ky;] pkS[kM+k"	"11"	"51"	"5"	"3"	"8"	"121"	"4"	"1"	"3"	"33"	"6"	"132"	"6"	"1"	"8"	"4"	"12"	"21"	"11"	"4"	"5"	"9"	"4"	"463"
"497"	"197"	"mRdzfer e/; fo|ky; pkS[kM+k"	"5"	"33"	"19"	"56"	"8"	"129"	"6"	"2"	"0"	"6"	"12"	"122"	"10"	"3"	"3"	"5"	"18"	"10"	"18"	"18"	"10"	"18"	"5"	"516"
"498"	"198"	"lkeqnkf;d Hkou] v'kksd uxj] cka;k"	"9"	"204"	"6"	"9"	"2"	"91"	"1"	"1"	"10"	"0"	"4"	"15"	"5"	"4"	"9"	"1"	"10"	"7"	"6"	"5"	"2"	"7"	"9"	"417"
"499"	"Total"	""	"95"	"1712"	"125"	"250"	"99"	"2359"	"51"	"13"	"33"	"117"	"99"	"610"	"67"	"48"	"54"	"40"	"77"	"178"	"86"	"43"	"43"	"98"	"48"	"6345"
"500"	"B.F"	""	"1436"	"24084"	"6082"	"4962"	"3679"	"16413"	"715"	"447"	"915"	"6736"	"1602"	"4132"	"2017"	"1390"	"3220"	"635"	"1324"	"7892"	"2028"	"692"	"458"	"1014"	"951"	"92824"
"501"	"G.Total"	""	"1531"	"25796"	"6207"	"5212"	"3778"	"18772"	"766"	"460"	"948"	"6853"	"1701"	"4742"	"2084"	"1438"	"3274"	"675"	"1401"	"8070"	"2114"	"735"	"501"	"1112"	"999"	"99169"
"502"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"503"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"504"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"505"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"506"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"507"	"No. and Name of Assembly Constituency - 114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"508"	"FINAL  RESULT  SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"[ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"510"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"514"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"515"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"516"	"Round No. - 16"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"517"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"518"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"519"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"520"	"98 ¼d"	"½lkeqnkf;d Hkou] v'kksd uxj] nka;k"	"6"	"155"	"7"	"13"	"5"	"119"	"0"	"3"	"2"	"2"	"4"	"2"	"3"	"0"	"4"	"1"	"4"	"3"	"6"	"1"	"4"	"24"	"17"	"385"
"521"	"199"	"eè; fo|ky; ddjgV"	"6"	"74"	"21"	"23"	"0"	"11"	"1"	"1"	"4"	"2"	"0"	"16"	"1"	"1"	"9"	"5"	"0"	"17"	"0"	"2"	"0"	"1"	"2"	"197"
"522"	"200"	"izkFkfed fo|ky; fijkjh"	"12"	"204"	"3"	"14"	"1"	"34"	"1"	"2"	"2"	"18"	"2"	"12"	"1"	"4"	"13"	"6"	"2"	"16"	"11"	"1"	"1"	"3"	"5"	"368"
"523"	"201"	"izkFkfed fo|ky; ijkl[kku"	"13"	"146"	"10"	"19"	"14"	"168"	"2"	"1"	"1"	"1"	"3"	"1"	"0"	"2"	"6"	"6"	"8"	"12"	"1"	"2"	"3"	"8"	"3"	"430"
"524"	"202"	"dU;k izkFkfed fo|ky; dksBs;k"	"15"	"213"	"20"	"13"	"50"	"274"	"4"	"2"	"8"	"1"	"4"	"3"	"3"	"1"	"8"	"1"	"4"	"2"	"5"	"1"	"0"	"8"	"7"	"647"
"525"	"203"	"eè; fo|ky; dksBs;k"	"2"	"106"	"24"	"1"	"1"	"208"	"2"	"2"	"0"	"1"	"12"	"0"	"0"	"2"	"2"	"0"	"3"	"1"	"1"	"0"	"0"	"2"	"0"	"370"
"526"	"204"	"izkFkfed fo|ky; dkgh u;k Hkou"	"3"	"73"	"75"	"8"	"92"	"43"	"1"	"4"	"2"	"7"	"8"	"4"	"5"	"7"	"8"	"6"	"18"	"51"	"7"	"5"	"0"	"11"	"4"	"442"
"527"	"205"	"izkFkfed fo|ky; dkgh u;k Hkou"	"8"	"169"	"41"	"5"	"21"	"106"	"1"	"1"	"4"	"1"	"0"	"2"	"4"	"4"	"4"	"1"	"6"	"10"	"14"	"7"	"4"	"7"	"4"	"424"
"528"	"206"	"csfld Ldwy jkeiqj uqj uxj mrjh"	"9"	"85"	"47"	"17"	"2"	"61"	"1"	"3"	"2"	"7"	"38"	"2"	"13"	"10"	"5"	"2"	"3"	"31"	"1"	"2"	"0"	"0"	"1"	"342"
"529"	"207"	"csfld Ldwy jkeiqj uqj uxj nf{k.k"	"3"	"136"	"23"	"6"	"4"	"81"	"1"	"4"	"1"	"53"	"22"	"4"	"4"	"1"	"2"	"0"	"4"	"29"	"2"	"1"	"1"	"1"	"1"	"384"
"530"	"208"	"uol`ftr izkFkfed fo|ky; jkeiqj uqjuxj"	"1"	"5"	"59"	"49"	"1"	"299"	"2"	"2"	"3"	"4"	"9"	"11"	"19"	"10"	"3"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"2"	"487"
"531"	"209"	"mRdzfer e/; fo|ky; Hkkjrh Vksyk"	"7"	"373"	"12"	"11"	"7"	"66"	"10"	"3"	"2"	"34"	"1"	"10"	"4"	"9"	"6"	"1"	"4"	"48"	"1"	"1"	"0"	"1"	"0"	"611"
"532"	"210"	"mRdzfer e/; fo|ky; ldM~Mh u;k"	"15"	"338"	"15"	"19"	"6"	"153"	"1"	"0"	"4"	"6"	"11"	"15"	"15"	"7"	"22"	"5"	"16"	"16"	"8"	"8"	"4"	"10"	"7"	"701"
"533"	"211"	"mRØfer e/; fo|ky;] feJofy;k"	"11"	"255"	"17"	"9"	"4"	"144"	"4"	"2"	"2"	"4"	"4"	"21"	"5"	"5"	"6"	"4"	"8"	"6"	"9"	"3"	"3"	"8"	"4"	"538"
"534"	"Total"	""	"111"	"2332"	"374"	"207"	"208"	"1767"	"31"	"30"	"37"	"141"	"118"	"103"	"77"	"63"	"98"	"41"	"82"	"242"	"66"	"35"	"21"	"85"	"57"	"6326"
"535"	"B.F"	""	"1531"	"25796"	"6207"	"5212"	"3778"	"18772"	"766"	"460"	"948"	"6853"	"1701"	"4742"	"2084"	"1438"	"3274"	"675"	"1401"	"8070"	"2114"	"735"	"501"	"1112"	"999"	"99169"
"536"	"G.Total"	""	"1642"	"28128"	"6581"	"5419"	"3986"	"20539"	"797"	"490"	"985"	"6994"	"1819"	"4845"	"2161"	"1501"	"3372"	"716"	"1483"	"8312"	"2180"	"770"	"522"	"1197"	"1056"	"105495"
"537"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"538"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"539"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	"FORM  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"542"	"FINAL  RESULT  SHEET [ SEE  RULE  56C(2)(C)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"543"	"ELECTION  TO  THE  114 -MANJHI  LEGISLATIVE ASSEMBLY  CONSTITUENCY  2010 PART - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"544"	"(To be used both for parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"545"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"546"	"Total No. of Electors in Assembly Consitituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"547"	"Name of the Assembly…………………………………….."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"548"	"( in the case of election from a parliamentary constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	"Round No. - 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	"Sl. No."	"Name of Booth"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total"
"551"	""	""	"Krishna Mishra"	"Gautam Singh"	"Budhan Prasad Yadav"	"Satyendra Yadav"	"Surendra Prasad Gupta"	"Hem Narayan Singh"	"Sujit Puri"	"Abdul Kadir Khan"	"Ashok Kumar Singh"	"Om Prakash Prasad"	"Ghanshyam Singh,
Alias- Pappu"	"Jitendra Kumar Singh"	"Dalan Prasad Yadav"	"Din Dayal Singh"	"Manoj Kumar Tiwary"	"Mukesh Kumar"	"Mustafa Khan"	"Rabindra Nath Mishra"	"Rana Pratap Singh"	"Ram narayan Yadav"	"Rinku Devi"	"Subash Singh"	"Hasmuddin Khan"	""
"552"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"
"553"	"212"	"dqekj dkfydk flag mPp fo|ky;
clMhyk mRrjh Hkkx"	"2"	"129"	"7"	"5"	"2"	"101"	"1"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"1"	"5"	"14"	"58"	"6"	"1"	"4"	"12"	"7"	"362"
"554"	"213"	"dqekj dkfydk flag mPp fo|ky;
clMhyk nf{k.kh Hkkx"	"7"	"263"	"22"	"7"	"22"	"86"	"6"	"3"	"3"	"2"	"5"	"22"	"4"	"4"	"3"	"0"	"3"	"24"	"3"	"7"	"1"	"2"	"4"	"503"
"555"	"Total"	""	"9"	"392"	"29"	"12"	"24"	"187"	"7"	"3"	"3"	"2"	"6"	"28"	"4"	"4"	"4"	"5"	"17"	"82"	"9"	"8"	"5"	"14"	"11"	"865"
"556"	"B.F"	""	"1642"	"28128"	"6581"	"5419"	"3986"	"20539"	"797"	"490"	"985"	"6994"	"1819"	"4845"	"2161"	"1501"	"3372"	"716"	"1483"	"8312"	"2180"	"770"	"522"	"1197"	"1056"	"105495"
"557"	"Sub.Total"	""	"1651"	"28520"	"6610"	"5431"	"4010"	"20726"	"804"	"493"	"988"	"6996"	"1825"	"4873"	"2165"	"1505"	"3376"	"721"	"1500"	"8394"	"2189"	"778"	"527"	"1211"	"1067"	"106360"
"558"	"Postal Ballot"	""	"0"	"167"	"30"	"10"	"20"	"57"	"0"	"0"	"4"	"16"	"2"	"11"	"3"	"2"	"9"	"0"	"1"	"29"	"0"	"0"	"0"	"0"	"0"	"361"
"559"	"Grand Total"	""	"1651"	"28687"	"6640"	"5441"	"4030"	"20783"	"804"	"493"	"992"	"7012"	"1827"	"4884"	"2168"	"1507"	"3385"	"721"	"1501"	"8423"	"2189"	"778"	"527"	"1211"	"1067"	"106721"
"560"	"Assistant Returning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"561"	"Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"562"	"Returning Officer,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"563"	"114-Manjhi."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"564"	"Create PDF files without this message by purchasing novaPDF printer (http://www.novapdf.com)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
