"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"
"450"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"451"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"452"	"Round 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"224"	"126"	"2"	"13"	""	"7"	"4"	"1"	"2"	"69"	"0"	"5"	""	"3"	""	"2"	""	"7"	"1"	"1"	"3"	"3"	"6"	""	"237"	"492"	""	"492"	""	""
"454"	"225"	"209"	"3"	"15"	""	"26"	"0"	"4"	"0"	"11"	"5"	"4"	""	"3"	""	"3"	""	"9"	"2"	"4"	"10"	"3"	"3"	""	"103"	"417"	""	"417"	""	""
"455"	"226"	"163"	"136"	"30"	""	"29"	"1"	"6"	"4"	"77"	"8"	"8"	""	"2"	""	"2"	""	"11"	"7"	"3"	"20"	"17"	"10"	""	"29"	"563"	""	"563"	""	""
"456"	"227"	"299"	"6"	"23"	""	"23"	"22"	"1"	"5"	"56"	"2"	"2"	""	"3"	""	"2"	""	"9"	"5"	"3"	"9"	"9"	"4"	""	"55"	"538"	""	"538"	""	""
"457"	"228"	"228"	"6"	"69"	""	"51"	"1"	"3"	"4"	"3"	"0"	"2"	""	"0"	""	"0"	""	"3"	"1"	"1"	"3"	"3"	"4"	""	"54"	"436"	""	"436"	""	""
"458"	"229"	"228"	"2"	"36"	""	"106"	"1"	"1"	"4"	"14"	"3"	"2"	""	"1"	""	"4"	""	"3"	"6"	"4"	"11"	"10"	"2"	""	"47"	"485"	""	"485"	""	""
"459"	"230"	"58"	"12"	"63"	""	"86"	"0"	"2"	"3"	"122"	"0"	"1"	""	"1"	""	"1"	""	"1"	"0"	"1"	"1"	"5"	"1"	""	"20"	"378"	""	"378"	""	""
"460"	"231"	"162"	"3"	"6"	""	"85"	"4"	"0"	"7"	"28"	"4"	"5"	""	"2"	""	"4"	""	"4"	"2"	"1"	"11"	"8"	"5"	""	"6"	"347"	""	"347"	""	""
"461"	"232"	"94"	"1"	"61"	""	"68"	"2"	"0"	"3"	"50"	"2"	"5"	""	"2"	""	"2"	""	"1"	"3"	"0"	"5"	"6"	"13"	""	"10"	"328"	""	"328"	""	""
"462"	"233"	"103"	"3"	"11"	""	"173"	"7"	"0"	"5"	"17"	"7"	"1"	""	"1"	""	"0"	""	"1"	"4"	"1"	"5"	"5"	"13"	""	"10"	"367"	""	"367"	""	""
"463"	"234"	"76"	"2"	"49"	""	"167"	"2"	"2"	"0"	"0"	"2"	"2"	""	"0"	""	"1"	""	"0"	"2"	"0"	"1"	"2"	"11"	""	"8"	"327"	""	"327"	""	""
"464"	"235"	"162"	"8"	"40"	""	"320"	"9"	"2"	"6"	"8"	"5"	"5"	""	"2"	""	"2"	""	"5"	"6"	"2"	"16"	"4"	"28"	""	"7"	"637"	""	"637"	""	""
"465"	"236"	"135"	"11"	"146"	""	"85"	"4"	"3"	"5"	"4"	"5"	"61"	""	"4"	""	"2"	""	"6"	"3"	"3"	"2"	"9"	"5"	""	"15"	"508"	""	"508"	""	""
"466"	"237"	"188"	"8"	"109"	""	"156"	"15"	"5"	"5"	"3"	"12"	"7"	""	"0"	""	"5"	""	"3"	"34"	"2"	"11"	"9"	"18"	""	"24"	"614"	""	"614"	""	""
"467"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"469"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"470"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"471"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"472"	"Total"	"2231"	"203"	"671"	""	"1382"	"72"	"30"	"53"	"462"	"55"	"110"	""	"24"	""	"30"	""	"63"	"76"	"26"	"108"	"93"	"123"	"625"	""	"6437"	""	"6437"	""	""
"473"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"474"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"477"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"478"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"479"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"480"	"Round 18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"238"	"69"	"5"	"30"	""	"340"	"0"	"2"	"4"	"2"	"4"	"8"	""	"0"	""	"3"	""	"3"	"4"	"1"	"10"	"4"	"122"	""	"7"	"618"	""	"618"	""	""
"482"	"239"	"316"	"13"	"37"	""	"54"	"2"	"3"	"2"	"0"	"8"	"2"	""	"1"	""	"1"	""	"7"	"6"	"2"	"19"	"3"	"3"	""	"7"	"486"	""	"486"	""	""
"483"	"240"	"133"	"28"	"16"	""	"309"	"10"	"3"	"4"	"1"	"7"	"4"	""	"1"	""	"4"	""	"14"	"134"	"6"	"17"	"6"	"29"	""	"17"	"743"	""	"743"	""	""
"484"	"241"	"233"	"18"	"111"	""	"18"	"1"	"1"	"1"	"2"	"5"	"13"	""	"1"	""	"1"	""	"2"	"7"	"10"	"4"	"3"	"2"	""	"3"	"436"	""	"436"	""	""
"485"	"242"	"89"	"2"	"101"	""	"42"	"0"	"0"	"3"	"0"	"5"	"4"	""	"3"	""	"3"	""	"2"	"0"	"1"	"6"	"9"	"1"	""	"13"	"284"	""	"284"	""	""
"486"	"243"	"204"	"14"	"16"	""	"121"	"2"	"3"	"4"	"1"	"4"	"5"	""	"0"	""	"1"	""	"3"	"32"	"2"	"2"	"14"	"9"	""	"15"	"452"	""	"452"	""	""
"487"	"244"	"127"	"8"	"22"	""	"82"	"3"	"2"	"7"	"41"	"20"	"91"	""	"2"	""	"11"	""	"7"	"8"	"6"	"29"	"4"	"42"	""	"4"	"516"	""	"516"	""	""
"488"	"245"	"222"	"17"	"14"	""	"32"	"2"	"3"	"3"	"2"	"5"	"36"	""	"1"	""	"2"	""	"4"	"4"	"0"	"15"	"3"	"0"	""	"0"	"365"	""	"365"	""	""
"489"	"246"	"105"	"10"	"64"	""	"95"	"7"	"1"	"3"	"2"	"9"	"31"	""	"0"	""	"2"	""	"2"	"2"	"1"	"12"	"6"	"7"	""	"7"	"366"	""	"366"	""	""
"490"	"247"	"173"	"16"	"51"	""	"14"	"1"	"1"	"5"	"1"	"2"	"8"	""	"0"	""	"1"	""	"1"	"3"	"1"	"8"	"4"	"6"	""	"3"	"299"	""	"299"	""	""
"491"	"248"	"283"	"7"	"88"	""	"20"	"1"	"5"	"4"	"4"	"16"	"69"	""	"5"	""	"3"	""	"4"	"8"	"4"	"34"	"9"	"14"	""	"5"	"583"	""	"583"	""	""
"492"	"249"	"123"	"2"	"148"	""	"3"	"0"	"0"	"0"	"0"	"0"	"0"	""	"0"	""	"0"	""	"0"	"0"	"0"	"1"	"2"	"1"	""	"0"	"280"	""	"280"	""	""
"493"	"250"	"140"	"2"	"74"	""	"5"	"1"	"1"	"1"	"2"	"11"	"63"	""	"0"	""	"1"	""	"2"	"2"	"4"	"8"	"4"	"1"	""	"4"	"326"	""	"326"	""	""
"494"	"251"	"52"	"11"	"17"	""	"22"	"1"	"3"	"1"	"4"	"7"	"117"	""	"3"	""	"0"	""	"0"	"2"	"3"	"8"	"1"	"1"	""	"0"	"253"	""	"253"	""	""
"495"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"496"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"497"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"498"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"499"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"500"	"Total"	"2269"	"153"	"789"	""	"1157"	"31"	"28"	"42"	"62"	"103"	"451"	""	"17"	""	"33"	""	"51"	"212"	"41"	"173"	"72"	"238"	"85"	""	"6007"	""	"6007"	""	""
"501"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"503"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"504"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"505"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"506"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"507"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"508"	"Round 19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"509"	"252"	"146"	"0"	"26"	""	"94"	"1"	"1"	"1"	"1"	"5"	"28"	""	"1"	""	"1"	""	"2"	"0"	"0"	"1"	"10"	"3"	""	"0"	"321"	""	"321"	""	""
"510"	"253"	"125"	"6"	"210"	""	"118"	"1"	"0"	"1"	"0"	"5"	"9"	""	"1"	""	"2"	""	"2"	"5"	"2"	"4"	"4"	"4"	""	"8"	"507"	""	"507"	""	""
"511"	"254"	"80"	"17"	"16"	""	"187"	"4"	"0"	"2"	"2"	"1"	"2"	""	"2"	""	"1"	""	"3"	"1"	"0"	"3"	"1"	"5"	""	"1"	"328"	""	"328"	""	""
"512"	"255"	"184"	"86"	"116"	""	"19"	"1"	"2"	"4"	"5"	"12"	"10"	""	"2"	""	"0"	""	"6"	"6"	"3"	"12"	"3"	"3"	""	"1"	"475"	""	"475"	""	""
"513"	"256"	"135"	"13"	"40"	""	"23"	"2"	"1"	"3"	"6"	"9"	"21"	""	"1"	""	"5"	""	"2"	"12"	"2"	"11"	"17"	"5"	""	"8"	"316"	""	"316"	""	""
"514"	"257"	"21"	"40"	"11"	""	"174"	"3"	"0"	"4"	"1"	"3"	"7"	""	"1"	""	"0"	""	"1"	"1"	"1"	"1"	"7"	"48"	""	"5"	"329"	""	"329"	""	""
"515"	"258"	"154"	"65"	"92"	""	"38"	"1"	"3"	"2"	"0"	"3"	"27"	""	"3"	""	"1"	""	"1"	"13"	"4"	"8"	"6"	"15"	""	"2"	"438"	""	"438"	""	""
"516"	"259"	"66"	"7"	"24"	""	"57"	"1"	"2"	"1"	"2"	"4"	"11"	""	"1"	""	"1"	""	"13"	"96"	"4"	"9"	"2"	"16"	""	"8"	"325"	""	"325"	""	""
"517"	"260"	"143"	"7"	"16"	""	"8"	"0"	"0"	"3"	"2"	"9"	"51"	""	"1"	""	"0"	""	"4"	"4"	"1"	"10"	"5"	"37"	""	"7"	"308"	""	"308"	""	""
"518"	"261"	"134"	"18"	"7"	""	"124"	"3"	"1"	"3"	"0"	"0"	"5"	""	"2"	""	"2"	""	"8"	"3"	"2"	"10"	"12"	"29"	""	"12"	"375"	""	"375"	""	""
"519"	"262"	"2"	"5"	"1"	""	"220"	"0"	"0"	"1"	"1"	"0"	"0"	""	"0"	""	"1"	""	"4"	"0"	"1"	"0"	"1"	"17"	""	"11"	"265"	""	"265"	""	""
"520"	"263"	"12"	"14"	"65"	""	"36"	"2"	"0"	"1"	"2"	"0"	"7"	""	"2"	""	"2"	""	"8"	"112"	"2"	"3"	"2"	"12"	""	"3"	"285"	""	"285"	""	""
"521"	"264"	"102"	"8"	"89"	""	"95"	"3"	"1"	"6"	"7"	"13"	"71"	""	"3"	""	"4"	""	"2"	"6"	"3"	"7"	"22"	"123"	""	"39"	"604"	""	"604"	""	""
"522"	"265"	"16"	"4"	"5"	""	"349"	"2"	"0"	"3"	"115"	"4"	"3"	""	"2"	""	"1"	""	"2"	"4"	"1"	"6"	"3"	"14"	""	"4"	"538"	""	"538"	""	""
"523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"524"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"525"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"526"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"527"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"528"	"Total"	"1320"	"290"	"718"	""	"1542"	"24"	"11"	"35"	"144"	"68"	"252"	""	"22"	""	"21"	""	"58"	"263"	"26"	"85"	"95"	"331"	"109"	""	"5414"	""	"5414"	""	""
"529"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"530"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"531"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"532"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"533"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"534"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	""	"Sanjay Kumar"	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"535"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	""	"19"	"20"	"21"	"22"	"23"	""
"536"	"Round 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"537"	"266"	"29"	"5"	"8"	""	"359"	"9"	"2"	"5"	"1"	"2"	"9"	""	"1"	""	"2"	""	"1"	"4"	"2"	"5"	"5"	"90"	""	"10"	"549"	""	"549"	"0"	""
"538"	"267"	"6"	"2"	"3"	""	"232"	"5"	"2"	"2"	"0"	"3"	"10"	""	"1"	""	"3"	""	"1"	"0"	"0"	"5"	"1"	"14"	""	"1"	"291"	""	"291"	"0"	""
"539"	"268"	"12"	"4"	"4"	""	"208"	"5"	"3"	"5"	"0"	"3"	"2"	""	"4"	""	"6"	""	"13"	"5"	"4"	"7"	"12"	"155"	""	"7"	"459"	""	"459"	"0"	""
"540"	"269"	"7"	"2"	"6"	""	"39"	"1"	"1"	"0"	"0"	"8"	"19"	""	"2"	""	"1"	""	"1"	"1"	"5"	"2"	"4"	"97"	""	"2"	"198"	""	"198"	"0"	""
"541"	"270"	"66"	"4"	"36"	""	"52"	"5"	"3"	"9"	"2"	"14"	"127"	""	"3"	""	"5"	""	"4"	"2"	"2"	"7"	"6"	"7"	""	"9"	"363"	""	"363"	"0"	""
"542"	"271"	"180"	"13"	"17"	""	"60"	"0"	"1"	"9"	"5"	"5"	"7"	""	"2"	""	"2"	""	"3"	"1"	"3"	"2"	"17"	"110"	""	"15"	"452"	""	"452"	"0"	""
"543"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""
"544"	"Total"	"300"	"30"	"74"	""	"950"	"25"	"12"	"30"	"8"	"35"	"174"	""	"13"	""	"19"	""	"23"	"13"	"16"	"28"	"45"	"473"	""	"44"	"2312"	""	"2312"	"0"	""
"545"	"TOTAL"	"35503"	"3176"	"13236"	""	"26937"	"759"	"478"	"938"	"5085"	"1292"	"6447"	""	"399"	""	"593"	""	"958"	"2481"	"531"	"1830"	"1287"	"5011"	""	"3658"	"110599"	"0"	"110599"	"0"	""
"546"	"POSTAL BALLOT"	"5"	""	"3"	""	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	""	""	"13"	"4"	"17"	"0"	""
"547"	"GRAND TOTAL"	"35508"	"3176"	"13239"	""	"26941"	"759"	"478"	"938"	"5085"	"1292"	"6447"	""	"399"	""	"593"	""	"958"	"2481"	"531"	"1830"	"1287"	"5012"	""	"3658"	"110612"	"4"	"110616"	"0"	""
"548"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"549"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"550"	"216- Jehanabad Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"551"	"Name of Candidates"	"Abhiram Sharma"	"Mukendra Prasad"	"Ramjatan Sinha"	""	"Sachchitanand Yadav"	"Anju Mishra"	"Gajendra Prasad Singh"	"Chandreshwar Prasad Singh"	"Tabrez Alam"	"Dhaneshvar Thakur"	"Bindeshwar Singh"	""	"Rambaran Prasad"	""	"Md. Sadique"	""	"Syed Akbar Imam"	"Ganesh Bind"	"Mithilesh Kumar Sharma"	"Maithili Sharan"	"Lalan Kumar"	"Vijay Mandal"	"Sanjay Kumar"	""	"Total Valid Votes"	"No. of Reject ed votes"	"Total"	"No. of tender ed votes"	""
"552"	"Booth No."	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	""	"11"	""	"12"	""	"13"	"14"	"15"	"16"	"17"	"18"	"19"	""	"20"	"21"	"22"	"23"	""
"553"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"554"	"Signature of ARO                                                                                                                                    Signature of RO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
