"fuokZpuksa..dk..l.apky.u..fu..e...1961"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"1"	"ºd kuwuh  fu; e  vkSj  vkns' kΩ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"i z: i  20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"øfu; e  56xº2ΩºxΩnsf[ k, ¿"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"112&egkj kt xat   fo/kku  l Hkk  fuokZpu  {ks=  esa  fcgkj  fo/kku  l Hkk  d s  fy ; s  fuokZpu"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"pÿ  l a0&01"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"463"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"464"	"201"	"14"	"10"	"105"	"148"	"24"	"4"	"7"	"7"	"7"	"1"	"9"	"7"	"11"	"9"	"21"	"17"	"7"	"3"	"2"	"19"	"432"	""	"432"	""
"465"	"202"	"36"	"11"	"215"	"57"	"24"	"3"	"7"	"1"	"7"	"2"	"3"	"7"	"11"	"7"	"12"	"5"	"21"	"14"	"3"	"32"	"478"	""	"478"	""
"466"	"203"	"6"	"9"	"226"	"59"	"9"	"3"	"0"	"5"	"0"	"1"	"3"	"4"	"4"	"3"	"12"	"4"	"4"	"0"	"7"	"88"	"447"	""	"447"	""
"467"	"204"	"14"	"5"	"97"	"15"	"23"	"2"	"1"	"3"	"2"	"2"	"3"	"5"	"3"	"4"	"18"	"11"	"6"	"7"	"2"	"54"	"277"	""	"277"	""
"468"	"205"	"32"	"8"	"89"	"37"	"23"	"1"	"2"	"0"	"0"	"1"	"3"	"3"	"2"	"6"	"12"	"20"	"14"	"14"	"4"	"75"	"346"	""	"346"	""
"469"	"206"	"9"	"7"	"104"	"145"	"5"	"3"	"2"	"9"	"2"	"0"	"6"	"2"	"9"	"8"	"18"	"26"	"12"	"4"	"8"	"67"	"446"	""	"446"	""
"470"	"207"	"10"	"10"	"356"	"132"	"17"	"4"	"0"	"2"	"0"	"0"	"2"	"9"	"4"	"2"	"10"	"10"	"21"	"14"	"13"	"88"	"704"	""	"704"	""
"471"	"208"	"11"	"3"	"49"	"51"	"3"	"0"	"0"	"12"	"1"	"0"	"3"	"4"	"4"	"2"	"8"	"7"	"1"	"5"	"2"	"11"	"177"	""	"177"	""
"472"	"; ksx"	"132"	"63"	"1241"	"644"	"128"	"20"	"19"	"39"	"19"	"7"	"32"	"41"	"48"	"41"	"111"	"100"	"86"	"61"	"41"	"434"	"3307"	"0"	"3307"	"0"
"473"	"fi Nys pdzksa ds er ksa dk
; ksx"	"3066"	"959"	"35401"	"17308"	"7707"	"585"	"545"	"1212"	"896"	"599"	"3125"	"1352"	"1358"	"1652"	"2026"	"6425"	"1828"	"1543"	"2393"	"7083"	"97063"	"0"	"97063"	"0"
"474"	"dqy  ; ksx"	"3198"	"1022"	"36642"	"17952"	"7835"	"605"	"564"	"1251"	"915"	"606"	"3157"	"1393"	"1406"	"1693"	"2137"	"6525"	"1914"	"1604"	"2434"	"7517"	"100370"	"0"	"100370"	"0"
"475"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"Page 27 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"pÿ  l a0&28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"480"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"481"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"482"	"209"	"17"	"8"	"163"	"36"	"82"	"4"	"1"	"12"	"6"	"3"	"6"	"15"	"10"	"11"	"29"	"26"	"1"	"0"	"4"	"52"	"486"	""	"486"	""
"483"	"210"	"30"	"4"	"75"	"12"	"49"	"1"	"2"	"3"	"2"	"1"	"18"	"7"	"0"	"0"	"12"	"5"	"7"	"8"	"6"	"80"	"322"	""	"322"	""
"484"	"211"	"9"	"3"	"150"	"62"	"66"	"2"	"3"	"31"	"9"	"6"	"41"	"10"	"7"	"6"	"8"	"9"	"3"	"2"	"13"	"11"	"451"	""	"451"	""
"485"	"212"	"7"	"2"	"98"	"79"	"42"	"2"	"0"	"3"	"5"	"1"	"21"	"4"	"3"	"4"	"5"	"5"	"2"	"2"	"8"	"4"	"297"	""	"297"	""
"486"	"213"	"11"	"6"	"289"	"134"	"31"	"7"	"5"	"10"	"8"	"9"	"17"	"26"	"20"	"19"	"25"	"50"	"0"	"4"	"19"	"35"	"725"	""	"725"	""
"487"	"214"	"9"	"2"	"140"	"104"	"4"	"3"	"0"	"9"	"2"	"0"	"4"	"9"	"4"	"6"	"9"	"14"	"5"	"9"	"25"	"32"	"390"	""	"390"	""
"488"	"215"	"14"	"4"	"135"	"69"	"4"	"0"	"2"	"6"	"0"	"0"	"11"	"9"	"11"	"14"	"12"	"30"	"2"	"2"	"10"	"38"	"373"	""	"373"	""
"489"	"216"	"16"	"7"	"141"	"144"	"2"	"1"	"6"	"26"	"0"	"1"	"8"	"10"	"6"	"7"	"21"	"21"	"4"	"4"	"7"	"53"	"485"	""	"485"	""
"490"	"; ksx"	"113"	"36"	"1191"	"640"	"280"	"20"	"19"	"100"	"32"	"21"	"126"	"90"	"61"	"67"	"121"	"160"	"24"	"31"	"92"	"305"	"3529"	"0"	"3529"	"0"
"491"	"fi Nys pdzksa ds er ksa dk
; ksx"	"3198"	"1022"	"36642"	"17952"	"7835"	"605"	"564"	"1251"	"915"	"606"	"3157"	"1393"	"1406"	"1693"	"2137"	"6525"	"1914"	"1604"	"2434"	"7517"	"100370"	"0"	"100370"	"0"
"492"	"dqy  ; ksx"	"3311"	"1058"	"37833"	"18592"	"8115"	"625"	"583"	"1351"	"947"	"627"	"3283"	"1483"	"1467"	"1760"	"2258"	"6685"	"1938"	"1635"	"2526"	"7822"	"103899"	"0"	"103899"	"0"
"493"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"494"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"495"	"Page 28 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"496"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"497"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"498"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"499"	"217"	"12"	"4"	"139"	"165"	"4"	"4"	"0"	"5"	"0"	"3"	"1"	"3"	"10"	"4"	"2"	"18"	"5"	"5"	"6"	"15"	"405"	""	"405"	""
"500"	"218"	"8"	"0"	"99"	"130"	"53"	"3"	"4"	"17"	"1"	"4"	"6"	"7"	"14"	"7"	"2"	"17"	"2"	"3"	"3"	"6"	"386"	""	"386"	""
"501"	"219"	"16"	"2"	"47"	"153"	"63"	"9"	"5"	"26"	"4"	"2"	"6"	"13"	"9"	"4"	"7"	"32"	"3"	"7"	"1"	"7"	"416"	""	"416"	""
"502"	"220"	"4"	"3"	"78"	"49"	"32"	"1"	"2"	"9"	"2"	"1"	"7"	"17"	"9"	"6"	"14"	"19"	"0"	"0"	"1"	"5"	"259"	""	"259"	""
"503"	"221"	"0"	"0"	"43"	"37"	"2"	"1"	"0"	"9"	"1"	"1"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"4"	"104"	""	"104"	""
"504"	"222"	"5"	"0"	"128"	"53"	"24"	"2"	"7"	"5"	"0"	"0"	"14"	"4"	"2"	"0"	"2"	"0"	"1"	"2"	"2"	"13"	"264"	""	"264"	""
"505"	"223"	"13"	"8"	"172"	"45"	"45"	"4"	"6"	"4"	"3"	"3"	"14"	"12"	"8"	"6"	"27"	"12"	"2"	"9"	"8"	"54"	"455"	""	"455"	""
"506"	"224"	"13"	"1"	"57"	"7"	"79"	"1"	"0"	"8"	"3"	"2"	"58"	"2"	"7"	"6"	"9"	"14"	"3"	"4"	"0"	"8"	"282"	""	"282"	""
"507"	"; ksx"	"71"	"18"	"763"	"639"	"302"	"25"	"24"	"83"	"14"	"16"	"106"	"58"	"61"	"33"	"64"	"114"	"17"	"30"	"21"	"112"	"2571"	"0"	"2571"	"0"
"508"	"fi Nys pdzksa ds er ksa dk
; ksx"	"3311"	"1058"	"37833"	"18592"	"8115"	"625"	"583"	"1351"	"947"	"627"	"3283"	"1483"	"1467"	"1760"	"2258"	"6685"	"1938"	"1635"	"2526"	"7822"	"103899"	"0"	"103899"	"0"
"509"	"dqy  ; ksx"	"3382"	"1076"	"38596"	"19231"	"8417"	"650"	"607"	"1434"	"961"	"643"	"3389"	"1541"	"1528"	"1793"	"2322"	"6799"	"1955"	"1665"	"2547"	"7934"	"106470"	"0"	"106470"	"0"
"510"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"511"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"512"	"Page 29 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"513"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"514"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"515"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"516"	"225"	"1"	"3"	"138"	"31"	"1"	"0"	"1"	"16"	"0"	"0"	"10"	"1"	"2"	"1"	"4"	"3"	"0"	"1"	"1"	"7"	"221"	""	"221"	""
"517"	"226"	"13"	"16"	"162"	"29"	"10"	"6"	"7"	"17"	"2"	"21"	"15"	"11"	"12"	"16"	"42"	"93"	"4"	"14"	"6"	"68"	"564"	""	"564"	""
"518"	"227"	"1"	"1"	"9"	"85"	"7"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"11"	"0"	"2"	"0"	"6"	"128"	""	"128"	""
"519"	"228"	"4"	"2"	"196"	"31"	"98"	"1"	"2"	"2"	"5"	"9"	"5"	"7"	"6"	"10"	"6"	"7"	"3"	"34"	"8"	"16"	"452"	""	"452"	""
"520"	"229"	"10"	"3"	"162"	"71"	"6"	"1"	"1"	"4"	"0"	"0"	"0"	"3"	"9"	"3"	"4"	"9"	"5"	"13"	"7"	"11"	"322"	""	"322"	""
"521"	"230"	"13"	"8"	"199"	"50"	"132"	"4"	"0"	"3"	"7"	"11"	"11"	"10"	"10"	"15"	"14"	"14"	"4"	"5"	"5"	"38"	"553"	""	"553"	""
"522"	"231"	"16"	"8"	"302"	"148"	"34"	"3"	"3"	"4"	"2"	"31"	"3"	"5"	"4"	"4"	"21"	"11"	"6"	"9"	"7"	"143"	"764"	""	"764"	""
"523"	"232"	"10"	"5"	"209"	"183"	"86"	"5"	"5"	"4"	"1"	"15"	"6"	"10"	"10"	"7"	"14"	"5"	"2"	"2"	"4"	"23"	"606"	""	"606"	""
"524"	"; ksx"	"68"	"46"	"1377"	"628"	"374"	"20"	"19"	"51"	"17"	"87"	"51"	"48"	"56"	"56"	"105"	"153"	"24"	"80"	"38"	"312"	"3610"	"0"	"3610"	"0"
"525"	"fi Nys pdzksa ds er ksa dk
; ksx"	"3382"	"1076"	"38596"	"19231"	"8417"	"650"	"607"	"1434"	"961"	"643"	"3389"	"1541"	"1528"	"1793"	"2322"	"6799"	"1955"	"1665"	"2547"	"7934"	"106470"	"0"	"106470"	"0"
"526"	"dqy  ; ksx"	"3450"	"1122"	"39973"	"19859"	"8791"	"670"	"626"	"1485"	"978"	"730"	"3440"	"1589"	"1584"	"1849"	"2427"	"6952"	"1979"	"1745"	"2585"	"8246"	"110080"	"0"	"110080"	"0"
"527"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"528"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"529"	"Page 30 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"530"	"er nku dsUnzks dh dze l a0"	"fuEufyf[ kr  ds i {k esa fn; s x; s fof/kekU;  er ksa dh l a0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"dqy  fof/kekU; er"	"i zfr {ksfi r er ksa dh l a[ ; k"	"; ksx"	"fufonr  er ksa dh l a[ ; k"
"531"	""	"vft r dqekj fl ag"	"bUnq nsoh"	"nkeksnj  fl ag"	"ekfud pUn j k;"	"l quhy j k;"	"ft r sUnz ' kekZ"	": ch v: .k"	"v' kksd j k;"	"mek' kadj fl ag"	"dey i zl kn"	"dqekj  nso j at u fl ag"	"xksfoUn ukj k; .k fl ag"	"u; u i zl kn"	"fuHkk fl ag"	"j fcUnz dqekj"	"j es' k fl ag dq' kokgk"	"j foUnz
; kno"	"MkW0
fo/kq' ks[ kj i k.Ms;"	"fouksn dq0 fl ag"	"gseukj k; .k l kg"	""	""	""	""
"532"	""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	""	""	""	""
"533"	"233"	"0"	"3"	"140"	"169"	"10"	"1"	"1"	"6"	"1"	"0"	"2"	"8"	"4"	"8"	"3"	"5"	"5"	"5"	"6"	"19"	"396"	""	"396"	""
"534"	"234"	"14"	"3"	"104"	"195"	"15"	"1"	"5"	"18"	"2"	"1"	"4"	"13"	"14"	"25"	"26"	"37"	"10"	"9"	"11"	"59"	"566"	""	"566"	""
"535"	"Mkd  er i ="	"2"	"0"	"15"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	"33"	""	"33"	""
"536"	"; ksx"	"16"	"6"	"259"	"373"	"28"	"2"	"6"	"24"	"3"	"1"	"7"	"21"	"18"	"33"	"29"	"44"	"15"	"14"	"18"	"78"	"995"	"0"	"995"	"0"
"537"	"fi Nys pdzksa ds er ksa dk
; ksx"	"3450"	"1122"	"39973"	"19859"	"8791"	"670"	"626"	"1485"	"978"	"730"	"3440"	"1589"	"1584"	"1849"	"2427"	"6952"	"1979"	"1745"	"2585"	"8246"	"110080"	"0"	"110080"	"0"
"538"	"dqy  ; ksx"	"3466"	"1128"	"40232"	"20232"	"8819"	"672"	"632"	"1509"	"981"	"731"	"3447"	"1610"	"1602"	"1882"	"2456"	"6996"	"1994"	"1759"	"2603"	"8324"	"111075"	"0"	"111075"	"0"
"539"	"fuokZph i nkf/kdkj h"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"540"	"112&egkj kt xat   fo0 l 0 fuokZpu {ks="	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"541"	"Page 31 of 31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
