state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	BHOJPUR	ROHTAS 	213	10.4.2010  10:40:48 AM	Karakat 	1	1	1	3	1	1	1	1	1	1	1	4	11	4	10	8	9	6	5	3	10	7	8	8	1	32	5	8	4	3	KUSWAHA	4	2	1	6	8	9	2	9	4	10	10	5	5	0	1	0	2	6	14	5	1
Bihar	MAGADH	AURANGABAD	219	10.4.2010  12:33:34 PM	Goh 	1	3	1	1	1	1	1	1	1	3	2	1	12	4	6	3	2	4	3	3	3	2	4	3	1	20	5	1	2	3	Sonar	1	1	2	2		5	3	2	2	4	4	3	3	5	1	1	2	1	14	7	3
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	1	3	1	1	1	1	1	1	1	4	11	3	7	5	1	7	0	2	1	0	3	4	--	40	3	7	2	3	Kurmi 	2	4	4	4	8	6	3	10	2	10	10	2	0	8	1	1	2	9	3	3	3
Bihar	PATNA	NALANDA 	171	10.4.2010  11:50:36 AM	Asthawan 	1	1	1	1	1	1	2	1	1	2	1	4	11	4	10	8	8	10	6	0	4	4	4	5	1	50	5	3	1	3	Kurmi 	2	2	2	2	8	10	6	7	7	8	10	0	6	10	1	0	2	0	9	3	3
Bihar	MITHLANCHAL	BEGUSARAI 	145	10.4.2010  2:19:23 PM	Sahebpur Kamal 	1	3	1	3	1	1	1	2	1	1	2	2	14	4	8	2		2	4	4	8		2	2	1	63	7	0	5	4	Brahmin		2	2	2	2	2	6	2	2	6	6	2	2	4	1	2	2	7	12	7	3
Bihar	MAGADH	AURANGABAD	219	10.4.2010  12:33:34 PM	Goh 	1	3	3	3	1	1	3	1	1	3	1	6	11	5	8	7	9	6	5	5	8	3	7	2	1	45	5	7	1	4	RAJPOOT	1		6	1	8	8	9	7	9	7	6	4	0	5	1	3	2	1		2	1
Bihar	MITHLANCHAL	SAHARSA	75	10.4.2010  12:43:11 PM	Saharsa 	1	1		1	1	1	2	2	1		1	4	11	4	7	5	9	9	9	2	5	8	8	8	1	18	3	1	2	5	Muslim		2		1	6	2	1	1	2	8	8	8	5	5	1	1	2	1	9	0	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	2	1	1	1	1	1	1	1	1	1	1	12	0	10	5	10	10	10	6	8	9	9	9	1	25	1	7	1	3	Malah	2				10	10	10	10	10	10	10	10	10	9	2	3	4	4	9	7	3
Bihar	MITHLANCHAL	SAHARSA	74	10.4.2010  2:50:22 PM	Sonbarsha (SC) 	1	1	1	1	1	1	1	1	1	1	1	1	11	0											1	22	4	1	3	1	mushar		2													1	1	2	0	14	0	3
Bihar	MITHLANCHAL	SAMASTIPUR	133	10.5.2010  9:32:38 AM	Samastipur 	1		1	1	1	1	1		1	1	1	4	12	0											1	29	3	8	2	1	chamar	2														1	1	2	4	3	3	1
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	1	1	1	1	1	1	1	1	1	1	1	4	11	3	10	5	5	8	10	1	5	5	2	2	1	42	3	3	0	3	KUSWAHA	1	2	1		5	5	8	5	8	6	10	5	8	8	1	1	2	1	99	3	3
Bihar	BHOJPUR	ROHTAS 	213	10.4.2010  10:40:48 AM	Karakat 	1	1	1	1	1	1	1	1	1	1	1	1	11	5	10	0	10	10	10	5	10	8	5	7	1	23	2	8	2	5	Muslim		7		6	10	10		10	0	10	10	0	10	10	1	1	2	1	9	3	1
Bihar	MAGADH	AURANGABAD	220	10.4.2010  11:36:27 AM	Obra 	1	1	3	1	1	1	1	1	1	1	1	4	11	4	8		3	2		2	3	5	1		1	30	4	7	2	3	chorshiya	2	2	2		4	4		4								0		0		0	3
Bihar	MAGADH	AURANGABAD	219	10.4.2010  12:33:34 PM	Goh 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	5	6	5	7	0	10	10	1	0	1	45	3	7	4	3	Kurmi 		2		2	6	8	10	9	10	10	10	5	10	8	1	1	2	1		3	3
Bihar	MITHLANCHAL	Darbhanga	80	10.4.2010  12:21:47 PM	Benipur 	1	2	2	1	1	1	3	1	1	1	1	4	13	4	10	5	9	9	10	0	8	6	5	8	1	19	4	1	2	3	Pandit	1	1	1		8	6	2	4	10	5	5	3	5	5	1	0	2	1	9	3	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	2	10.4.2010  3:47:29 PM	Ramnagar (SC) 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	6	10	10	10	10	0	0	0	0	0	1	60	2	7	2	3	Sonar	1	1	1	1	6	10	10	0	10	10	10	0		10	1	0	2	0	1	3	3
Bihar	BHOJPUR	BUXAR 	200	10.4.2010  12:13:24 PM	Buxar 	1	2	2	1	1	1	1	2	2	3	1	1	11	5	10	5	7	10	2		10	5	2	5	1	48	2	8	2	5	Muslim	4	7	4		8	5	4	6		7	10		1	0	1	1	2	6	9	6	1
Bihar	MITHLANCHAL	MADHUBANI 	39	10.5.2010  9:52:38 AM	Phulparas 	1	1	1	1	2	1	2	1	1	3	1	4	11	4	10	5	10	10	10	0	10	0	3	0	1	47	5	8	3	3	saindil	2	2	2	2	10	10	10	0	10	10	10	0	0	0	1	1	2	9	99	3	3
Bihar	BHOJPUR	ROHTAS 	210	10.4.2010  1:00:57 PM	Dinara 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10	10	0	10		0	0	0	0		1	35	3	3	2	4	RAJPOOT	2	2	2	2	5	10	10	10	10	10	10	0	4	4	1	1	2	0		2	3
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	2	2	1	1	1	1	2	3	3	1	0	11	4	8		0	10	8	2		6			1	42	4	8	2	4	Bhumihar	1		2	5	7	10	8	4	4	10	6	0	0	0	1	0	2	1	9	6	3
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	1	2	1	1	1	1	1	1	1	1	4	11	4	9	6	5	5	5	6	7	9	9	7	1	36	6	8	5	3	HALVAI	5	1	2	2	4	4	7	6	6	5	8	5	4	0	1	1	2	1	9	3	3
Bihar	MAGADH	BANKA	159	10.4.2010  12:39:04 PM	Amarpur 	1	1	1	1	1	1	1	3	2	1	1	4	11	5	10	4	6	4	5	4	10	10	10	5	1	29	5	8	4	4	Brahmin	2	6	7	7	10	10	7	10	7	10	10	8	10	10	1	1	2	3	9	1	3
Bihar	BHOJPUR	ROHTAS 	209	10.4.2010  11:50:33 AM	Kargahar 	1	1	1	1	1	1	1	1	1	2	1	4	11	0	10	9	9	10		0	0	0	0		1	22	3	7	5	4	RAJPOOT	2	2	2	2	9	0	0	0	8	10	10	0	10	7	1	0	2	8	4	3	3
Bihar	PATNA	PATNA	181	10.4.2010  4:09:58 PM	Digha 	1	2	1	2	1	1	1	2	2	3	1	1	11	4	10	5	5	5	6	5	10	6	6	6	1	24	5	8	5	4	goldsmith	1	4	1	6	5	7	7	8	6	5	8	5	8	8	1	1	2	0	4	3	1
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1	1	1	1	2	1	1	1	1	2	1	4	11	4	8	7	8	10	8	0	9	4	5	4	1	21	4	1	4	4	RAJPOOT		1		1	9	0	8	2	10	6	10	2	8	8	1	0	2	7	3	3	1
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	1	1	3	1	1	1	2	1	1	1	4	11	0	8	7	8	9	7	7	9	7	7	9	1	47	7	7	7	3	Yadav	4	1	4	4	9	9	8	9	8	8	8	7	7	7	1	0	2	6	9	7	1
Bihar	MITHLANCHAL	MADHUBANI 	38	10.4.2010  1:04:37 PM	Jhanjharpur 	1	1	1	1	1	1		2	1	2	1	1	11	0	10	8	8	9	5	0	10	5	5	5	--	24	2	8	2	5	Muslim	2	4	4		4	8	8	8	0	5	5	7	2	2	1	0	2	0	3	0	3
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	1	1	1	1	3	1	1	1	1	0	11	4	8	6	7	7	5	0	7	5	3	5	1	30	4	8	5	3	marwari	1	1	1	1	6	3	5	4	5	8	8	1	9	6	1	1	2	0	3	3	1
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	1	2	2	1	1	1	1	1	1	1	1	1	11	5	10	6	7	7	7	0	7	0	0	0	1	45	4	7	5	3	chorshiya		2		6	8	8	0	8	3	8	8	0	5	4	1	1	2	0	99	0	1
Bihar	#N/A	saran		#N/A	taraiya	1	1	3	1	1	1	1	1	1	1	1	0	11	5	6	4	10	10	5	3	8	7	6	5	1	23	5	7	3	1	chamar		2		2	3	6	4	6	5	10	10	2	4	5	1	1	2	3	4	3	3
Bihar	MITHLANCHAL	SAHARSA	77	10.6.2010  1:52:40 PM	Mahishi 	1	1	1	2	2	1	1	1	1	1	1	4	11	4	10	6	8	8	8	7	10	8	8	8	1	27	5	1	4	4	Brahmin	1	2	1	1	6	5	5	6	7	9	10	5	4	0	1	1	2	8	9	3	2
Bihar	MITHLANCHAL	KISHANGANJ	52	10.6.2010  1:53:52 PM	Bahadurganj 	1	2	1	1	1	1	3	1	2	3	1	0	11	4	8	4	5	6	6	4	8	5	4	4	1	40	6	6	6	4	RAJPOOT	6	2	6		2	5	5	5	4	8	8	4	4	4	1	1	2	6	14	1	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	92	10.6.2010  1:54:01 PM	Sakra (SC) 	1	2	1	1	1	3	3	1	1	1	1	6	11	7	8	8	6	8	4	5	6	3	2	0	1	25	5	7	4	3	BANIYA	2	2	1	1	8	7	8	3	8	8	8	7	4	2	1	1	2	6		3	3
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	1	3	1	1	1	2	1	1	1	1	1	11	3	8	5	6	5	4	5	5	4	5	6	1	35	5	8	3	1	paswan	5	5	5	2	5	5	4	8	0	8	8	2	2	5	1	1	2	3	3	3	3
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	1	3	1	1	1	2	1	1	1	1	1	15	3	8	5	6	5	4	5	5	4	5	6	1	35	5	8	3	1	paswan	5	5	5	2	5	5	4	8	0	8	8	2	2	5	1	1	2	3	3	3	3
Bihar	MITHLANCHAL	Madhubani  	38	10.4.2010  1:04:37 PM	Jhanjharpur 	1	3	1	1	1	1	1	1	1	1	1	1	11	4	6	4	6	8	7	4	8	5	6	5	1	52	3	8	2	5	Muslim	2	2	2	2	6	7	5	8	5	8	9	4	5	1	1	0	2	6	3	3	3
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	1	1	1	3	2	1	3	1	1	12	5	10	8	8	7	8	0	5	6	5	6	1	49	7	7	3	5	Muslim	5	6		6	8	10	5	10	5	6	8	4	0	0	2	1	1	5	3	3	1
Bihar	MITHLANCHAL	BEGUSARAI 	143	10.6.2010  1:56:49 PM	Teghra 	1	2	2	1	1	1	1	2	1	2	1	4	11	4	10	5	6	9	9	5	4	5	7	7	1	41	3	8	5	3	Kurmi 	2		2		8	10	5	10	0	8	10	5	10	7	1	1	2	0		3	1
Bihar	PATNA	PATNA	181	10.4.2010  4:09:58 PM	Digha 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	7	10	8	8	0	4	0	0	1	2	35	5	2	5	4	PANDAY	2	2			4	3	7	4	4	9	10	0		3	1	1	2	0	9	7	1
Bihar	BHOJPUR	SIWAN	106	10.6.2010  1:58:54 PM	Ziradei 	1	3	3	1	1	1	1	1	3	1	1	1	11	0											1	30	3	8	2	3	Yadav	2	1	2	1											1	1	2	0	8	0	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	2	3	1	3	1	3	2	2		2	4	11	4	5	0	5	3	10	2	10	2	2	5	1	56	0	9	1	3	RAIM	2	2	4	2	6	6	4	8	0	8	8	2	0	0	1	0	2	0	1	7	3
Bihar	MAGADH	BANKA	161	10.4.2010  12:14:57 PM	Banka 	1	3	3	1	1	1	1	2	3	1	1	2	11	5	10	0	10	10	0	0	10	0	0	10	1	45	2	4	1	3	mandal	2	2	2	2	8	10	0	10	10	10	10	0	0	0	2	2	2	1		3	3
Bihar	MITHLANCHAL	VAISHALI 	124	10.6.2010  2:01:11 PM	Lalganj 	1	1	1	1	1	1	2		1	1	1	4	11	5	10	10	10	8	6	5	7	7	7	7	1	25	3	7	2	3	KUSWAHA		2			6	6		8	7	9	9	5	6		1	1	2	6	3	7	3
Bihar	MAGADH	BHAGALPUR 	154	10.5.2010  10:23:31 AM	Pirpainti (SC) 	1	1	2	1	1	1	1	1	2	1	1	0	11	4	10	7	10	10	10	7	10		9	8	1	40	5	8	4	4	Brahmin	1	4	1		7	10	10	10	6	10	10	8	10	10	1	1	2	0	4	1	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10		10	10	3	0	10	0	0	5	1	47	3	6	4	3	BANIYA	2	2	4	1	9	10	5	10	4	10	10	2	10	0	1	1	2	1	99	3	1
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	3	1	2	1	1	3	2	1	3	1	1	19	5	9	4	10	5	5	2	6	9	5	6	1	50+	5	3	3	4	RAJPOOT	2	6	2	6	9	10	6	10	6	10	10	0	6	0	1	0	2	6	3	6	3
Bihar	PATNA	NALANDA 	176	10.6.2010  2:10:31 PM	Nalanda 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	10	10	10	5	0	0	0	6	10	1	21	6	8	4	3	Kurmi 	2	2	2	2	8	10	8	8	10	10	10	0	10	0	1	1	2	0	4	3	1
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	2	2	1	1	1	3	1	1	3	1	2	11	4	9	6	6	8	7	4	7	7	5	6	1	53	6	7	4	4	BHIRAMAN	1	1	1	1	6	7	10	6	9	8	9	3	5	7	1	1	2	3	1	7	1
Bihar	BHOJPUR	SIWAN	105	10.4.2010  12:09:42 PM	Siwan 	1	1	2	1	1	1	1	1	1	1	1	1	11	4	8	5	6	7	5	0	5	0	0	5	1	21	5	1	7	3	HALVAI		2		2	7	7	9	5	4	5	7	0	4	4	1	1	2	0	9	7	1
Bihar	MITHLANCHAL	DARBHANGA	82	10.4.2010  5:57:58 PM	Darbhanga Rural 	1	2	1	1	2	1	1	2	2	1	1	1	11	4	7	6	6	7	5	4	6	5	4	5	1	21	5	1	5	4	Brahmin	2	2	2	2	5	4	6	6	6	7	7	3	5	5	1	1	2	8	99	3	3
Bihar	PATNA	Patna	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	8	8	7	10	5	0	9	5	5	9	1	18	4	1	4	4	RAJPOOT		1		1	0	0	8	5	9	8	10	5	5	10	1	1	2	7		2	1
Bihar	MITHLANCHAL	MADHUBANI 	37	10.4.2010  10:25:47 AM	Rajnagar (SC) 	1	1	2	1	1	1	3	2	2	1	1	4	11	4	10	7	10	8	9	8	9	10	8	10	1	40	5	7	2	3	tatma	1	1	1	1	10	10	8	9	10	10	10	9	8	9	1	1	2	8		3	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	1	1	1	1	1	1	1	1	1	4	11	--	10	6	9	8	7	0	6	0	0	8	1	43	4	8	4	3	Sonar	2	2	7	1	6	6		8	5	8	10	6		6	1	1	2	0	9	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	12	10.4.2010  1:54:15 PM	Narkatia 	1	3	3	3	3	2	3	1	3	2	1	4	0	5	6	5	6	7	5	6	8	7	8	8	1	21	4	1	5	3	Yadav		6		6	8	8	5	9	8	7	7	7	4	4	1	0	2	2	9	1	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10	6	9	8	7	0	6	0	0	8	1	43	4	8	4	3	Sonar	2	2	7	1	6	6		8	5	8	10	6		6	1	1	2	0	9	3	1
Bihar	MITHLANCHAL	SAMASTIPUR	135	10.4.2010  11:06:38 AM	Morwa 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10	10	10	10	5	2	2	2	2	2	1	30	3	8	1	3	BANIYA	2	2	2	2	9	9	3	8	4	9	9	2	9	9	2	1	2	1	9	0	3
Bihar	MAGADH	NAWADA 	239	10.4.2010  11:15:10 AM	<--Select-->	1	3	3	1	1	1	1	1	3	1	3	4	11	4	10	9	10	10	10	0	5	5	5	4	1	22	3	7	3	--	chawen	2	2	6	6	--	--	--	--	--	--	--	--	--	--	1	0	2	--	--	--	--
Bihar	MITHLANCHAL	PURNIA	60	10.4.2010  1:33:15 PM	Rupauli 	1	3	3	3	2	1	1	3	3	1	1	1	11	0	9	10	2	10	2	0	0	8	10	8	1	40	4	3	3	3	HALVAI	1		1		8	10	10	10	3	8	9	0	10	6	1	1	2	0	9	6	3
Bihar	MAGADH	JAHANABAD 	216	10.4.2010  2:02:20 PM	Jehanabad 	1	1	1	1	1	1	1	1	1	2	1	1	11	4	9	9	8	8	7	0	8	6	7	5	1	38	3	7	2	3	tele	2	2	2	2	9	6	8	4	8	9	9	4	8	0	1	0	2	8	8	6	3
Bihar	PATNA	PATNA	189	10.4.2010  2:04:06 PM	Masaurhi (SC) 	1	2	1	3	1	1	3	1	2	1	1	4	11	4	8	10	10	0	5	0	5	5	0	5	1	42	7	6	6	4	GUNIYAR	2	6	2	6	8	8	10	6	10	5	10	0	0	0	1	1	2	6		3	1
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	1	1	1	1	1	1	1	1		1	4	11	0	8	5	8	10	7	0	4	5	5	5	2	20	5	2	3	3	BADHAI		2			6	8	5	7	7	9	9	5	7	7	1	1	2	1	3	2	1
Bihar	#N/A	DARBHANGA		#N/A	<--Select-->	1	1	3	1	2	1		1	1	1	1	4	11	1	8	2	8	9	3	5	9	5	8		1	18	4	1	5	4	RAJPOOT	4	4	6	4	10	10	0	10	10	10	0	10	10	10	3	1	4	6	99	4	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	0	11	4	9	5	8	8	9	3	9	10	2	5	1	20	4	1	5	4	RAJPOOT		2		1	9	5	8	5	9	10	9	1	8	4	2	1	3	7	14	1	1
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	3	3	1	1	1	1	2	2	2	1	4	11	5	9	8	8	9	5	2	6	3	2	4	1	20	5	1	5	4	Brahmin	2	2	2	2	6	8	5	7	0	8	9	2	7	8	1	3	2	1	9	1	3
Bihar	MITHLANCHAL	KATIHAR 	66	10.4.2010  4:02:22 PM	Pranpur 	1	2	1	1	1	1	1	1	1	1	1	1	11	4	10	1	8	10	5	0	10	2	2	3	1	18	4	1	5	5	Muslim		2		6	10	10	8	10	1	10	9	0	2	2	1	1	2	6	14	5	3
Bihar	MAGADH	JAMUI 	240	10.4.2010  12:03:48 PM	Sikandra (SC) 	1	2	3	1	1	1	1	3	1	1	1	4	11	5	10	7	10	9	7	0	9	5	6	7	1	34	5	7	2	4	RAJPOOT	2	2	6	6	9	9	8	10	8	10	10	7	8	5	1	1	2	8	3	6	2
Bihar	BHOJPUR	ROHTAS 	208	10.4.2010  2:48:46 PM	Sasaram 	1	1	2	2	1	1	1	2	1	3	1	1	11	4	8	4	4	3	8	0	6	6	5	5	1	23	5	1	4	3	RONIAR	6	2	6	1	6	0	4	0	3	9	10	0	6	6	2	1	2	6	14	2	1
Bihar	BHOJPUR	BUXAR 	200	10.4.2010  12:13:24 PM	Buxar 	1	2	1	1	1	1	1	1	2		2	4	11	4	10	10	10	0	5	0	5	0	0	5	1	22	3	7	2	3	bind	2	2	7		4	5	0	3	5	7	5	5	0	5	2	1	2	1	3	7	2
Bihar	BHOJPUR	SIWAN	108	10.4.2010  2:17:14 PM	Raghunathpur 	1	2	1	1	1	1	1	1	2	3	1	5	11	7	9	9	5	5	9	5	9	9	9	9	1	32	4	8	0	3	Yadav	2	2	2	2	10	10	8	10	6	9	9	5	6	9	1	0	2	1	9	6	3
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	2	1	1	1	1	3	1	1	3	2	2	11	5	10	7	6	6	8	2	2	2	2	5	1	62	6	6	3	4	RAJPOOT	2	4	6	6	9	10	7	7	5	5	8	3	5	6	1	1	2	0		1	3
Bihar	MITHLANCHAL	ARARIA	51	10.4.2010  2:21:59 PM	Sikti 	1	2	1	1		1	1	1	1		1	4	11	5	7	4	0	8	5	6	8	5	5	5	1	23	3	6	4	3	Yadav	4		4		4	8		6	5	8	5	5	10	6	1	0	2	6	9	3	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	3	2	2	2	2	2	3	3	0	18	1	0	2	2	3	3	10	3	3	8	10	1	30	0	8	5	5	Muslim	4			4	8	2	8	9	8	3	2	8	0	5	3	0	2	1	9	5	1
Bihar	MITHLANCHAL	MADHUBANI 	36	10.4.2010  10:43:22 AM	Madhubani 	1	2	1	1	1	1	1	3	1	3	1	1	11	1	8	5	8	9	8	4	7	7	5	6	1		4	6	1	4	AGRWAL	1	6			7	7	7	6	6	8	9	5	5	5	1	1	2	3	9	3	1
Bihar	PATNA	NALANDA 	174	10.4.2010  10:48:37 AM	Islampur 	1	1	1	1		1	1		3	1	1	1	11	4	9	10		5		1	5		5		1	46	4	8	2	3	KESARI	2	2	2		6	6	5	5	7	10	--	--	--	--	--	--	--	--	--	--	--
Bihar	MAGADH	JAMUI 	240	10.4.2010  12:03:48 PM	Sikandra (SC) 	1	3	3	3	3	1	1	3	1	3	3	1	11	5	5		3	5	1	2	2	2	3	3	1	30	4	3	2	4	RAJPOOT	2	6	6	6	8	5	3	9	5	7	8	3	0	0	1	0	3	0	9	7	3
Bihar	MITHLANCHAL	KATIHAR 	63	10.4.2010  2:26:48 PM	Katihar 	1	3	3	1	1	1	1	1	3	3	1	2	12	0											1	35	3	3	2	3	mistry	6				8	8	9	10	5	10	0	10	7	0	2	3	4	4	9	2	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1		1	1	2	2	1	2	2	2	2	11	4	10	4	4	8	5	4	10	7	7	8	1	35	5	7	5	4	Bhumihar	4		4	6	10	10	5	10	2	8	8	5	4	5	1	0	2	6		1	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	2	2	1	1	1	3	1	1	1	2	2	11	4	8	7	8	7	4	3		0	0	0	1	79	3	6	1	3	KUSWAHA	2	6	1		8		8	8	10	7	6	0	0	0	2	1	1	1		3	3
Bihar	BHOJPUR	SIWAN	111	10.4.2010  2:27:39 PM	Goriakothi 	1	1	2	1	1	1	3	1	1	1	1	2	12	4	10	3	10	10		0	7	10	0	5	1	26	3	8	2	5	Muslim	1	4	6	6	10	10	0	10	3	5	5	7	10	0	2	1	2	1	9	3	3
Bihar	#N/A	MUNGER		#N/A	<--Select-->	1	1	1	1	1	2	1	1	3	1	1	4	11	4	10	10	8	10	0	5	5	7	5	0	1	32	4	2	4	3	Yadav	2	2		2	10	10	0	10	0	10	10	8	0	0	1	1	2	0	3	5	1
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	2	3	1	1	1	2	2	1	1	1	0	11	5	--	--	--	--	--	--	--	--	--	--	1	40	4	1	2	3	koiri	2			6	--	--	--	--	--	--	--	--	--	--	3	0		0	--	--	--
Bihar	MITHLANCHAL	VAISHALI 	124	10.6.2010  2:01:11 PM	Lalganj 	1	1	1	1	1	1	1	1	1	1	1	6	11	5	10	5	5	5		2	2	2	2	7	1	65	3	8	3	1	CHAMAR	6	2	6	6	10	10	3	10	5	5	7	3	4	0	1	1	2	0	9	7	3
Bihar	MITHLANCHAL	MADHUBANI 	36	10.4.2010  10:43:22 AM	Madhubani 	1		1	3	1	1	1	2	1	1	2	1	12	4	10	7		0	0	4	8		0	0	1	27	4	3	4	4	Brahmin	1		1		7	7	7	5	7	6	6	4	5	5	1	1	2	4		7	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1		1	1	1	1	1	1	1	1	1	4	11	4	9	8	8	8	5	1	2	2	2	5	1	55	3	7	2	4	Brahmin	1	2		2	6	7	4	8	8	9	9	9	9	9	1	1	2	0		0	1
Bihar	MAGADH	AURANGABAD	220	10.4.2010  11:36:27 AM	Obra 	2		2	1	1	1	1	2	2	1	1	6	11	5	10	2	5	3	3	0	8	4	2	6	1	24	5	7	4	4	RAJPOOT	2	6	6	6	8	8	4	9	6	8	7	1	0	0	1	1	2	6	9	1	3
Bihar	MAGADH	Aurangabad	220	10.4.2010  11:36:27 AM	Obra 	1	1	2	1	2	1	1	2	1	1	2	1	11	0	5			6		5	7				1	25	3	3	0	3	Yadav		2		2											2	0	2	1	4	3	3
Bihar	MAGADH	NAWADA 	239	10.4.2010  11:15:10 AM	Warsaliganj 	1	3	3	3	2	3	1	2	2	3	3	1	0	5											1	30	1	3	5	4	Bhumihar	6	6	1	6	7	7		2	5	4	4	2	4	0	1	0	2	1	3	1	1
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	1	3	3	2	2	1	1	1	3	2	3	2	11	3	8	7	6	5	8	5	9	4	5	8	1	40	4	7	4	5	Muslim	6	2	6	6	9	10	3	10	4	5	8	7	7	5	1	1	4	1	9	3	1
Bihar	MAGADH	LAKHISARAI	167	10.4.2010  10:26:56 AM	Suryagarha 	1	1	3	1	3	1	2	1	1	3	2	4	14	4	10	5	8	8	8	0	8	6	8	8	1	45	5	8	3	3	BANIYA	2	1	1	2	4	4	10	7	10	10	10	0	0	5	2	1	2	9	1	3	2
Bihar	MAGADH	NAWADA 	239	10.4.2010  11:15:10 AM	Warsaliganj 	2	3	3	3	3	3	1	3	3	3	1	1	12	0	8	1	1	2	3	10	10	10	9	7	1	43	6	6	4	3	Sahu	1	1	1	1	--	--	--	--	--	--	--	--	--	--	1	1	3	9	9	1	3
Bihar	BHOJPUR	BHOJPUR	196	10.4.2010  12:25:00 PM	Tarari 	1	1	3	1	1	1	1	1	1	1	1	4	11	4	9		9	6		0	4	6	6		1	36	3	9	1	3	kumhar	1	2	1	1	6	8	5	4	8	8	9	5	0	8	1	1	2	7	9	3	3
Bihar	BHOJPUR	GOPALGANJ 	102	10.4.2010  3:55:01 PM	Kuchaikote 	1	1	1	1	1	1	1	1	1	1	1	4	11	3	10	10	9	10	9	5	8	6	7	5	1	18	3	4	3	3	Kurmi 		2			2	7	6	8	9	7	10	7	5	7	1	0	1	1	9	3	3
