"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 235-Bodh Gaya (SC) Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No"	""	"Sl. No. of Polling Station"	""	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"6"	""	""	""	""	""	""	"NAWAL KUMAR"	""	""	"PHOOL CHAND MANJHI"	""	"SHARMILA BHARTI"	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWAR
RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"1"	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	""	""
"321"	"1"	"179"	""	""	""	"129"	""	""	""	"81"	""	""	"11"	""	""	""	""	"45"	""	""	""	"8"	""	""	""	""	"8"	""	""	""	"17"	""	""	""	"15"	""	""	""	"53"	""	""	""	"367"	""	""	""	"0"	""	""	""	""	"367"	""	""	""	""	""	""	""	""
"322"	"2"	"180"	""	""	""	"7"	""	""	""	"90"	""	""	"3"	""	""	""	""	"7"	""	""	""	"1"	""	""	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	""	"4"	""	""	""	"116"	""	""	""	"0"	""	""	""	""	"116"	""	""	""	""	""	""	""	""
"323"	"3"	"181"	""	""	""	"46"	""	""	""	"173"	""	""	"27"	""	""	""	""	"60"	""	""	""	"5"	""	""	""	""	"1"	""	""	""	"7"	""	""	""	"2"	""	""	""	"7"	""	""	""	"328"	""	""	""	"0"	""	""	""	""	"328"	""	""	""	""	""	""	""	""
"324"	"4"	"182"	""	""	""	"79"	""	""	""	"153"	""	""	"16"	""	""	""	""	"22"	""	""	""	"7"	""	""	""	""	"10"	""	""	""	"9"	""	""	""	"6"	""	""	""	"14"	""	""	""	"316"	""	""	""	"0"	""	""	""	""	"316"	""	""	""	""	""	""	""	""
"325"	"5"	"183"	""	""	""	"74"	""	""	""	"184"	""	""	"13"	""	""	""	""	"22"	""	""	""	"6"	""	""	""	""	"6"	""	""	""	"13"	""	""	""	"6"	""	""	""	"19"	""	""	""	"343"	""	""	""	"0"	""	""	""	""	"343"	""	""	""	""	""	""	""	""
"326"	"6"	"184"	""	""	""	"90"	""	""	""	"119"	""	""	"11"	""	""	""	""	"5"	""	""	""	"1"	""	""	""	""	"3"	""	""	""	"6"	""	""	""	"2"	""	""	""	"4"	""	""	""	"241"	""	""	""	"0"	""	""	""	""	"241"	""	""	""	""	""	""	""	""
"327"	"7"	"185"	""	""	""	"116"	""	""	""	"84"	""	""	"16"	""	""	""	""	"19"	""	""	""	"3"	""	""	""	""	"9"	""	""	""	"20"	""	""	""	"3"	""	""	""	"11"	""	""	""	"281"	""	""	""	"0"	""	""	""	""	"281"	""	""	""	""	""	""	""	""
"328"	"8"	"186"	""	""	""	"134"	""	""	""	"233"	""	""	"12"	""	""	""	""	"27"	""	""	""	"3"	""	""	""	""	"14"	""	""	""	"21"	""	""	""	"10"	""	""	""	"51"	""	""	""	"505"	""	""	""	"0"	""	""	""	""	"505"	""	""	""	""	""	""	""	""
"329"	"9"	"187"	""	""	""	"105"	""	""	""	"79"	""	""	"12"	""	""	""	""	"16"	""	""	""	"4"	""	""	""	""	"7"	""	""	""	"16"	""	""	""	"8"	""	""	""	"21"	""	""	""	"268"	""	""	""	"0"	""	""	""	""	"268"	""	""	""	""	""	""	""	""
"330"	"10"	"188"	""	""	""	"120"	""	""	""	"100"	""	""	"17"	""	""	""	""	"59"	""	""	""	"0"	""	""	""	""	"3"	""	""	""	"5"	""	""	""	"2"	""	""	""	"6"	""	""	""	"312"	""	""	""	"0"	""	""	""	""	"312"	""	""	""	""	""	""	""	""
"331"	"11"	"189"	""	""	""	"69"	""	""	""	"99"	""	""	"14"	""	""	""	""	"73"	""	""	""	"4"	""	""	""	""	"9"	""	""	""	"10"	""	""	""	"2"	""	""	""	"7"	""	""	""	"287"	""	""	""	"0"	""	""	""	""	"287"	""	""	""	""	""	""	""	""
"332"	"12"	"189A"	""	""	""	"39"	""	""	""	"69"	""	""	"3"	""	""	""	""	"42"	""	""	""	"2"	""	""	""	""	"3"	""	""	""	"10"	""	""	""	"5"	""	""	""	"4"	""	""	""	"177"	""	""	""	"0"	""	""	""	""	"177"	""	""	""	""	""	""	""	""
"333"	"13"	"190"	""	""	""	"232"	""	""	""	"125"	""	""	"76"	""	""	""	""	"57"	""	""	""	"8"	""	""	""	""	"14"	""	""	""	"33"	""	""	""	"7"	""	""	""	"14"	""	""	""	"566"	""	""	""	"0"	""	""	""	""	"566"	""	""	""	""	""	""	""	""
"334"	"14"	"191"	""	""	""	"229"	""	""	""	"160"	""	""	"12"	""	""	""	""	"48"	""	""	""	"7"	""	""	""	""	"7"	""	""	""	"7"	""	""	""	"11"	""	""	""	"20"	""	""	""	"501"	""	""	""	"0"	""	""	""	""	"501"	""	""	""	""	""	""	""	""
"335"	"Total"	""	""	""	""	"1469"	""	""	""	"1749"	""	""	"243"	""	""	""	""	"502"	""	""	""	"59"	""	""	""	""	"94"	""	""	""	"176"	""	""	""	"81"	""	""	""	"235"	""	""	""	"4608"	""	""	""	"0"	""	""	""	""	"4608"	""	""	""	""	""	""	""	""
"336"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"Date   22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"Table No"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""
"340"	""	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHARY"	""	""	""	"RAMKESHWA R RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"1"	"2"	""	""	"3"	""	""	""	"4"	""	""	"5"	""	""	""	""	"6"	""	""	""	"7"	""	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	""	"15"	""	""	""	""	""
"342"	"1"	"192"	""	""	"73"	""	""	""	"120"	""	""	"13"	""	""	""	""	"33"	""	""	""	"3"	""	""	""	""	"4"	""	""	""	"10"	""	""	""	"0"	""	""	""	"10"	""	""	""	"266"	""	""	""	"0"	""	""	""	"266"	""	""	""	""	""	""	""	""	""	""
"343"	"2"	"193"	""	""	"99"	""	""	""	"116"	""	""	"12"	""	""	""	""	"126"	""	""	""	"12"	""	""	""	""	"10"	""	""	""	"11"	""	""	""	"5"	""	""	""	"19"	""	""	""	"410"	""	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""	""	""	""
"344"	"3"	"194"	""	""	"37"	""	""	""	"69"	""	""	"9"	""	""	""	""	"237"	""	""	""	"15"	""	""	""	""	"10"	""	""	""	"8"	""	""	""	"4"	""	""	""	"29"	""	""	""	"418"	""	""	""	"0"	""	""	""	"418"	""	""	""	""	""	""	""	""	""	""
"345"	"4"	"195"	""	""	"71"	""	""	""	"123"	""	""	"30"	""	""	""	""	"175"	""	""	""	"19"	""	""	""	""	"10"	""	""	""	"14"	""	""	""	"10"	""	""	""	"8"	""	""	""	"460"	""	""	""	"0"	""	""	""	"460"	""	""	""	""	""	""	""	""	""	""
"346"	"5"	"196"	""	""	"138"	""	""	""	"89"	""	""	"69"	""	""	""	""	"28"	""	""	""	"7"	""	""	""	""	"19"	""	""	""	"24"	""	""	""	"8"	""	""	""	"20"	""	""	""	"402"	""	""	""	"0"	""	""	""	"402"	""	""	""	""	""	""	""	""	""	""
"347"	"6"	"197"	""	""	"50"	""	""	""	"86"	""	""	"10"	""	""	""	""	"85"	""	""	""	"7"	""	""	""	""	"11"	""	""	""	"11"	""	""	""	"5"	""	""	""	"5"	""	""	""	"270"	""	""	""	"0"	""	""	""	"270"	""	""	""	""	""	""	""	""	""	""
"348"	"7"	"198"	""	""	"57"	""	""	""	"226"	""	""	"19"	""	""	""	""	"22"	""	""	""	"5"	""	""	""	""	"11"	""	""	""	"11"	""	""	""	"7"	""	""	""	"15"	""	""	""	"373"	""	""	""	"0"	""	""	""	"373"	""	""	""	""	""	""	""	""	""	""
"349"	"8"	"199"	""	""	"105"	""	""	""	"113"	""	""	"4"	""	""	""	""	"52"	""	""	""	"5"	""	""	""	""	"5"	""	""	""	"5"	""	""	""	"3"	""	""	""	"19"	""	""	""	"311"	""	""	""	"0"	""	""	""	"311"	""	""	""	""	""	""	""	""	""	""
"350"	"9"	"200"	""	""	"31"	""	""	""	"81"	""	""	"7"	""	""	""	""	"18"	""	""	""	"2"	""	""	""	""	"7"	""	""	""	"4"	""	""	""	"2"	""	""	""	"6"	""	""	""	"158"	""	""	""	"0"	""	""	""	"158"	""	""	""	""	""	""	""	""	""	""
"351"	"10"	"201"	""	""	"106"	""	""	""	"51"	""	""	"8"	""	""	""	""	"191"	""	""	""	"11"	""	""	""	""	"14"	""	""	""	"19"	""	""	""	"8"	""	""	""	"62"	""	""	""	"470"	""	""	""	"0"	""	""	""	"470"	""	""	""	""	""	""	""	""	""	""
"352"	"11"	"202"	""	""	"45"	""	""	""	"135"	""	""	"19"	""	""	""	""	"65"	""	""	""	"5"	""	""	""	""	"6"	""	""	""	"16"	""	""	""	"4"	""	""	""	"15"	""	""	""	"310"	""	""	""	"0"	""	""	""	"310"	""	""	""	""	""	""	""	""	""	""
"353"	"12"	"203"	""	""	"73"	""	""	""	"115"	""	""	"17"	""	""	""	""	"78"	""	""	""	"1"	""	""	""	""	"8"	""	""	""	"28"	""	""	""	"17"	""	""	""	"34"	""	""	""	"371"	""	""	""	"0"	""	""	""	"371"	""	""	""	""	""	""	""	""	""	""
"354"	"13"	"204"	""	""	"22"	""	""	""	"47"	""	""	"3"	""	""	""	""	"69"	""	""	""	"4"	""	""	""	""	"3"	""	""	""	"6"	""	""	""	"2"	""	""	""	"5"	""	""	""	"161"	""	""	""	"0"	""	""	""	"161"	""	""	""	""	""	""	""	""	""	""
"355"	"Total"	""	""	""	"907"	""	""	""	"1371"	""	""	"220"	""	""	""	""	"1179"	""	""	""	"96"	""	""	""	""	"118"	""	""	""	"167"	""	""	""	"75"	""	""	""	"247"	""	""	""	"4380"	""	""	""	"0"	""	""	""	"4380"	""	""	""	""	"0"	""	""	""	""	""
"356"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"Round No."	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"360"	""	""	""	"NAWAL KUMAR"	""	""	""	"PHOOL CHAND MANJHI"	""	""	"SHARMILA BHARTI"	""	""	""	"HARI MANJHI"	""	""	""	"MANOJ KUMAR"	""	""	""	""	"KARU MANJHI"	""	""	""	"TILESHWAR CHAUDHAR Y"	""	""	""	"RAMKESHW AR RAM"	""	""	""	"RAM JATAN PASWAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"1"	""	""	"2"	""	""	""	"3"	""	""	"4"	""	""	""	"5"	""	""	""	"6"	""	""	""	""	"7"	""	""	""	"8"	""	""	""	"9"	""	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	""	""	""	""
"362"	"1"	""	""	"933"	""	""	""	"1263"	""	""	"168"	""	""	""	"2059"	""	""	""	"91"	""	""	""	""	"78"	""	""	""	"102"	""	""	""	"57"	""	""	""	"142"	""	""	""	"4893"	""	""	""	"0"	""	""	""	"4893"	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"2"	""	""	"1165"	""	""	""	"1646"	""	""	"236"	""	""	""	"884"	""	""	""	"61"	""	""	""	""	"75"	""	""	""	"115"	""	""	""	"56"	""	""	""	"150"	""	""	""	"4388"	""	""	""	"0"	""	""	""	"4388"	""	""	""	""	""	""	""	""	""	""	""	""
"364"	"3"	""	""	"1174"	""	""	""	"1121"	""	""	"116"	""	""	""	"938"	""	""	""	"61"	""	""	""	""	"77"	""	""	""	"100"	""	""	""	"85"	""	""	""	"205"	""	""	""	"3877"	""	""	""	"0"	""	""	""	"3877"	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"4"	""	""	"1274"	""	""	""	"1567"	""	""	"225"	""	""	""	"1974"	""	""	""	"79"	""	""	""	""	"122"	""	""	""	"158"	""	""	""	"63"	""	""	""	"210"	""	""	""	"5672"	""	""	""	"0"	""	""	""	"5672"	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"5"	""	""	"1214"	""	""	""	"1744"	""	""	"239"	""	""	""	"1838"	""	""	""	"90"	""	""	""	""	"284"	""	""	""	"226"	""	""	""	"123"	""	""	""	"222"	""	""	""	"5980"	""	""	""	"0"	""	""	""	"5980"	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"6"	""	""	"818"	""	""	""	"1607"	""	""	"157"	""	""	""	"2838"	""	""	""	"127"	""	""	""	""	"154"	""	""	""	"172"	""	""	""	"178"	""	""	""	"252"	""	""	""	"6303"	""	""	""	"0"	""	""	""	"6303"	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"7"	""	""	"1666"	""	""	""	"1210"	""	""	"191"	""	""	""	"2352"	""	""	""	"117"	""	""	""	""	"153"	""	""	""	"201"	""	""	""	"137"	""	""	""	"225"	""	""	""	"6252"	""	""	""	"0"	""	""	""	"6252"	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"8"	""	""	"1169"	""	""	""	"1265"	""	""	"205"	""	""	""	"2466"	""	""	""	"105"	""	""	""	""	"113"	""	""	""	"162"	""	""	""	"107"	""	""	""	"250"	""	""	""	"5842"	""	""	""	"0"	""	""	""	"5842"	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"9"	""	""	"970"	""	""	""	"1205"	""	""	"269"	""	""	""	"1266"	""	""	""	"93"	""	""	""	""	"105"	""	""	""	"137"	""	""	""	"99"	""	""	""	"255"	""	""	""	"4399"	""	""	""	"0"	""	""	""	"4399"	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"10"	""	""	"780"	""	""	""	"1639"	""	""	"206"	""	""	""	"922"	""	""	""	"57"	""	""	""	""	"70"	""	""	""	"106"	""	""	""	"93"	""	""	""	"193"	""	""	""	"4066"	""	""	""	"0"	""	""	""	"4066"	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"11"	""	""	"775"	""	""	""	"1218"	""	""	"230"	""	""	""	"1526"	""	""	""	"90"	""	""	""	""	"53"	""	""	""	"90"	""	""	""	"77"	""	""	""	"187"	""	""	""	"4246"	""	""	""	"0"	""	""	""	"4246"	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"12"	""	""	"406"	""	""	""	"1401"	""	""	"126"	""	""	""	"2367"	""	""	""	"31"	""	""	""	""	"39"	""	""	""	"42"	""	""	""	"33"	""	""	""	"96"	""	""	""	"4541"	""	""	""	"0"	""	""	""	"4541"	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"13"	""	""	"794"	""	""	""	"1448"	""	""	"221"	""	""	""	"1476"	""	""	""	"78"	""	""	""	""	"98"	""	""	""	"106"	""	""	""	"108"	""	""	""	"229"	""	""	""	"4558"	""	""	""	"0"	""	""	""	"4558"	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"14"	""	""	"776"	""	""	""	"2215"	""	""	"211"	""	""	""	"794"	""	""	""	"66"	""	""	""	""	"108"	""	""	""	"122"	""	""	""	"90"	""	""	""	"234"	""	""	""	"4616"	""	""	""	"0"	""	""	""	"4616"	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"15"	""	""	"1469"	""	""	""	"1749"	""	""	"243"	""	""	""	"502"	""	""	""	"59"	""	""	""	""	"94"	""	""	""	"176"	""	""	""	"81"	""	""	""	"235"	""	""	""	"4608"	""	""	""	"0"	""	""	""	"4608"	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"16"	""	""	"907"	""	""	""	"1371"	""	""	"220"	""	""	""	"1179"	""	""	""	"96"	""	""	""	""	"118"	""	""	""	"167"	""	""	""	"75"	""	""	""	"247"	""	""	""	"4380"	""	""	""	"0"	""	""	""	"4380"	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"Total no. of votes recorded at polling station"	""	""	"16290"	""	""	""	"23669"	""	""	"3263"	""	""	""	"25381"	""	""	""	"1301"	""	""	""	""	"1741"	""	""	""	"2182"	""	""	""	"1462"	""	""	""	"3332"	""	""	""	"78621"	""	""	""	"0"	""	""	""	"78621"	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"No. of vote recorded on postal ballot papers"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	"0"	""	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""
"380"	"Total vote polled"	""	""	"16290"	""	""	""	"23670"	""	""	"3263"	""	""	""	"25383"	""	""	""	"1301"	""	""	""	""	"1741"	""	""	""	"2182"	""	""	""	"1462"	""	""	""	"3332"	""	""	""	"78624"	""	""	""	"0"	""	""	""	"78624"	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"Place             Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"Date              22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
