"Form...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"
"575"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"576"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"577"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"578"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"579"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"580"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"581"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"582"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"583"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"584"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"585"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"586"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"587"	"1"	"219"	"45"	"10"	"211"	"42"	"2"	"5"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"2"	"5"	"140"	"2"	"0"	"2"	"470"	"0"	"470"	"0"
"588"	"2"	"220"	"15"	"4"	"129"	"196"	"2"	"2"	"3"	"1"	"0"	"0"	"1"	"5"	"4"	"10"	"2"	"101"	"7"	"5"	"8"	"495"	"0"	"495"	"0"
"589"	"3"	"221"	"107"	"2"	"69"	"10"	"2"	"3"	"1"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"2"	"193"	"2"	"2"	"0"	"398"	"0"	"398"	"0"
"590"	"4"	"222"	"27"	"4"	"192"	"18"	"2"	"1"	"0"	"2"	"1"	"0"	"0"	"3"	"5"	"10"	"7"	"137"	"4"	"0"	"4"	"417"	"0"	"417"	"0"
"591"	"5"	"223"	"1"	"0"	"96"	"254"	"3"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"3"	"6"	"5"	"28"	"0"	"0"	"0"	"404"	"0"	"404"	"0"
"592"	"6"	"224"	"4"	"5"	"178"	"262"	"5"	"5"	"2"	"6"	"1"	"2"	"2"	"3"	"11"	"14"	"3"	"28"	"3"	"4"	"5"	"543"	"0"	"543"	"0"
"593"	"7"	"225"	"1"	"1"	"14"	"402"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"37"	"0"	"0"	"0"	"455"	"0"	"455"	"0"
"594"	"8"	"226"	"72"	"9"	"174"	"20"	"2"	"8"	"4"	"2"	"1"	"1"	"1"	"0"	"1"	"2"	"2"	"47"	"6"	"2"	"5"	"359"	"0"	"359"	"0"
"595"	"9"	"227"	"1"	"0"	"14"	"105"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"83"	"0"	"0"	"4"	"209"	"0"	"209"	"0"
"596"	"10"	"228"	"4"	"3"	"92"	"70"	"5"	"0"	"2"	"0"	"1"	"1"	"1"	"3"	"5"	"5"	"3"	"73"	"0"	"0"	"1"	"269"	"0"	"269"	"0"
"597"	"11"	"229"	"4"	"1"	"115"	"20"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"3"	"5"	"55"	"0"	"0"	"1"	"212"	"0"	"212"	"0"
"598"	"12"	"229A"	"15"	"4"	"122"	"3"	"1"	"2"	"4"	"3"	"1"	"2"	"3"	"1"	"3"	"5"	"2"	"81"	"3"	"0"	"3"	"258"	"0"	"258"	"0"
"599"	"13"	"230"	"45"	"4"	"117"	"15"	"2"	"4"	"0"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"3"	"45"	"14"	"2"	"8"	"266"	"0"	"266"	"0"
"600"	"14"	"231"	"16"	"5"	"228"	"55"	"4"	"4"	"7"	"2"	"7"	"2"	"1"	"4"	"3"	"25"	"2"	"41"	"3"	"2"	"4"	"415"	"0"	"415"	"0"
"601"	"Total Votes Polled"	""	"357"	"52"	"1751"	"1472"	"31"	"39"	"23"	"20"	"18"	"9"	"13"	"24"	"42"	"83"	"41"	"1089"	"44"	"17"	"45"	"5170"	"0"	"5170"	"0"
"602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"603"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"604"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"605"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"606"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"607"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"608"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"609"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"610"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"611"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"612"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"613"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"614"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"615"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"616"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"617"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"618"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"619"	"1"	"232"	"6"	"3"	"167"	"18"	"2"	"2"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"83"	"1"	"0"	"0"	"291"	"0"	"291"	"0"
"620"	"2"	"233"	"33"	"7"	"198"	"63"	"4"	"7"	"5"	"2"	"2"	"3"	"2"	"2"	"3"	"7"	"5"	"51"	"6"	"0"	"10"	"410"	"0"	"410"	"0"
"621"	"3"	"234"	"17"	"5"	"113"	"35"	"2"	"1"	"0"	"4"	"1"	"2"	"3"	"2"	"1"	"3"	"4"	"59"	"4"	"3"	"7"	"266"	"0"	"266"	"0"
"622"	"4"	"235"	"28"	"9"	"181"	"56"	"6"	"3"	"0"	"4"	"1"	"1"	"3"	"7"	"5"	"6"	"11"	"207"	"7"	"2"	"7"	"544"	"0"	"544"	"0"
"623"	"5"	"236"	"33"	"14"	"135"	"19"	"2"	"11"	"3"	"1"	"4"	"3"	"3"	"6"	"5"	"19"	"8"	"155"	"1"	"1"	"2"	"425"	"0"	"425"	"0"
"624"	"6"	"237"	"13"	"3"	"53"	"223"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"21"	"3"	"0"	"3"	"323"	"0"	"323"	"0"
"625"	"7"	"238"	"3"	"1"	"162"	"11"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"2"	"2"	"115"	"0"	"0"	"0"	"304"	"0"	"304"	"0"
"626"	"8"	"239"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"441"	"0"	"0"	"0"	"441"	"0"	"441"	"0"
"627"	"9"	"239A"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"451"	"0"	"0"	"0"	"451"	"0"	"451"	"0"
"628"	"10"	"240"	"21"	"25"	"133"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"3"	"2"	"3"	"7"	"4"	"141"	"3"	"0"	"2"	"353"	"0"	"353"	"0"
"629"	"11"	"241R"	"16"	"4"	"116"	"12"	"4"	"11"	"1"	"1"	"2"	"3"	"2"	"4"	"9"	"9"	"14"	"235"	"27"	"3"	"21"	"494"	"0"	"494"	"0"
"630"	"12"	"242"	"9"	"6"	"175"	"16"	"3"	"3"	"6"	"2"	"4"	"1"	"1"	"5"	"10"	"13"	"11"	"212"	"2"	"1"	"3"	"483"	"0"	"483"	"0"
"631"	"13"	"243"	"48"	"4"	"18"	"317"	"3"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"2"	"2"	"1"	"4"	"5"	"2"	"2"	"414"	"0"	"414"	"0"
"632"	"14"	"244"	"3"	"0"	"71"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"2"	"1"	"306"	"0"	"0"	"1"	"394"	"0"	"394"	"0"
"633"	"Total Votes Polled"	""	"230"	"81"	"1522"	"781"	"29"	"45"	"17"	"17"	"17"	"14"	"22"	"31"	"42"	"73"	"62"	"2481"	"59"	"12"	"58"	"5593"	"0"	"5593"	"0"
"634"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"635"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"636"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"637"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"638"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"639"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"640"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"641"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"642"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"643"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"644"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"645"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"646"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"647"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"648"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"649"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"650"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"651"	"1"	"244A"	"14"	"1"	"116"	"27"	"1"	"2"	"1"	"1"	"3"	"4"	"2"	"5"	"7"	"15"	"11"	"150"	"2"	"2"	"6"	"370"	"0"	"370"	"0"
"652"	"2"	"245"	"1"	"3"	"174"	"62"	"1"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"2"	"1"	"103"	"1"	"0"	"1"	"354"	"0"	"354"	"0"
"653"	"3"	"246"	"5"	"0"	"46"	"229"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"300"	"0"	"300"	"0"
"654"	"4"	"247"	"38"	"2"	"117"	"36"	"1"	"5"	"0"	"1"	"1"	"1"	"3"	"1"	"4"	"11"	"4"	"111"	"2"	"0"	"4"	"342"	"0"	"342"	"0"
"655"	"5"	"248"	"34"	"5"	"121"	"21"	"2"	"4"	"5"	"1"	"2"	"0"	"3"	"1"	"1"	"9"	"2"	"83"	"2"	"2"	"3"	"301"	"0"	"301"	"0"
"656"	"6"	"249"	"7"	"5"	"115"	"3"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"148"	"3"	"0"	"0"	"290"	"0"	"290"	"0"
"657"	"7"	"250"	"12"	"5"	"60"	"25"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"5"	"3"	"10"	"12"	"228"	"4"	"1"	"1"	"378"	"0"	"378"	"0"
"658"	"8"	"251"	"26"	"8"	"122"	"4"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"5"	"5"	"189"	"0"	"2"	"13"	"386"	"0"	"386"	"0"
"659"	"9"	"252"	"17"	"4"	"37"	"49"	"0"	"3"	"1"	"1"	"2"	"2"	"4"	"3"	"5"	"4"	"4"	"453"	"1"	"2"	"4"	"596"	"0"	"596"	"0"
"660"	"10"	"253"	"5"	"2"	"69"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"245"	"2"	"0"	"1"	"335"	"0"	"335"	"0"
"661"	"11"	"253A"	"6"	"1"	"39"	"12"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"330"	"0"	"0"	"0"	"393"	"0"	"393"	"0"
"662"	"12"	"254R"	"22"	"5"	"211"	"89"	"3"	"3"	"2"	"1"	"1"	"0"	"2"	"6"	"10"	"24"	"4"	"96"	"1"	"0"	"2"	"482"	"0"	"482"	"0"
"663"	"13"	"255"	"7"	"2"	"187"	"34"	"3"	"7"	"2"	"1"	"1"	"0"	"1"	"0"	"7"	"2"	"1"	"78"	"0"	"0"	"13"	"346"	"0"	"346"	"0"
"664"	"14"	"256"	"27"	"2"	"195"	"19"	"3"	"4"	"0"	"1"	"1"	"2"	"1"	"4"	"4"	"6"	"2"	"205"	"5"	"0"	"3"	"484"	"0"	"484"	"0"
"665"	"Total Votes Polled"	""	"221"	"45"	"1609"	"614"	"24"	"39"	"15"	"9"	"13"	"12"	"19"	"29"	"46"	"91"	"50"	"2438"	"23"	"9"	"51"	"5357"	"0"	"5357"	"0"
"666"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"667"	"Place - Nawada"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"668"	"Date - 08/04/2013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"669"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"670"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"671"	"Form - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"672"	"FINAL RESULT SHEET"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"673"	"[ See Rule 56C (2) ]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"674"	"Election to the State Legislative Assembly from the 239 - Nawada Assembly Constituency Part -1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"675"	"(To be used both for Parliamentary and Assembly Election)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"676"	"Total No. of Electors in Assembly Constituency / Segment :"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"677"	"Name of the Assembly / Segment"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"678"	"(in the case of election from a Parliamentary Constituency)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"679"	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"680"	"Table No."	"No. & Name of Polling Station"	"FAKHRUDDIN ALI AHMAD"	"JUGAL RAVIDAS"	"RAJ BALLABH PRASAD"	"DR. SHATRUGHAN PRASAD SINGH"	"AJAY YADAV"	"ANIL KUMAR AKAUNA BAZAR"	"ANIL KUMAR PANTI"	"ARUN KUMAR"	"ASHOK KUMAR ALIAS PAPPU YADAV"	"UMA SHANKAR SINGH"	"KARU RAM"	"JAI SHANKAR PRASAD"	"JALDHAR MAHTO"	"DOWARIKA CHOUDHARY"	"NARESH PRASAD YADAV"	"PURNIMA YADAV"	"VIJAY KUMAR"	"RAMDEO CHOUDHARY"	"SATENDAR YADAV"	"Total of valid votes"	"No. of rejected votes"	"Total"	"No. of Tendered Votes"
"681"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"
"682"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"683"	"1"	"257"	"7"	"3"	"241"	"9"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"1"	"0"	"0"	"489"	"0"	"489"	"0"
"684"	"2"	"258"	"2"	"2"	"157"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"2"	"138"	"0"	"0"	"0"	"311"	"0"	"311"	"0"
"685"	"3"	"259"	"25"	"13"	"187"	"97"	"8"	"9"	"4"	"0"	"1"	"2"	"0"	"1"	"5"	"5"	"3"	"71"	"3"	"0"	"2"	"436"	"0"	"436"	"0"
"686"	"4"	"260"	"18"	"5"	"209"	"14"	"6"	"5"	"3"	"1"	"2"	"11"	"5"	"4"	"6"	"6"	"4"	"209"	"4"	"1"	"7"	"520"	"0"	"520"	"0"
"687"	"5"	"261"	"18"	"7"	"105"	"10"	"3"	"3"	"3"	"1"	"1"	"0"	"0"	"2"	"5"	"5"	"4"	"159"	"1"	"1"	"0"	"328"	"0"	"328"	"0"
"688"	"6"	"262"	"16"	"5"	"161"	"113"	"2"	"4"	"0"	"0"	"1"	"2"	"2"	"0"	"4"	"3"	"3"	"125"	"0"	"0"	"2"	"443"	"0"	"443"	"0"
"689"	"7"	"263"	"0"	"0"	"146"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"217"	"0"	"0"	"1"	"375"	"0"	"375"	"0"
"690"	"8"	"264"	"25"	"4"	"96"	"172"	"1"	"3"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"3"	"3"	"117"	"15"	"8"	"12"	"467"	"0"	"467"	"0"
"691"	"9"	"265"	"18"	"2"	"55"	"102"	"2"	"2"	"2"	"0"	"2"	"3"	"1"	"1"	"5"	"1"	"1"	"64"	"0"	"3"	"2"	"266"	"0"	"266"	"0"
"692"	"10"	"266"	"8"	"3"	"120"	"135"	"4"	"3"	"2"	"1"	"1"	"0"	"2"	"7"	"8"	"7"	"7"	"54"	"5"	"0"	"11"	"378"	"0"	"378"	"0"
"693"	"11"	"267"	"15"	"4"	"107"	"15"	"3"	"4"	"0"	"5"	"0"	"3"	"0"	"3"	"1"	"10"	"6"	"189"	"1"	"1"	"6"	"373"	"0"	"373"	"0"
"694"	"12"	"268"	"1"	"1"	"53"	"232"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"43"	"2"	"0"	"6"	"347"	"0"	"347"	"0"
"695"	"13"	"268A"	"14"	"1"	"76"	"170"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"12"	"3"	"0"	"0"	"284"	"0"	"284"	"0"
"696"	"14"	"269"	"12"	"0"	"97"	"51"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"211"	"1"	"2"	"2"	"385"	"0"	"385"	"0"
"697"	"Total Votes Polled"	""	"179"	"50"	"1810"	"1132"	"35"	"41"	"16"	"9"	"10"	"23"	"11"	"27"	"45"	"44"	"35"	"1832"	"36"	"16"	"51"	"5402"	"0"	"5402"	"0"
"698"	"- Nawada"	"POSTAL"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"5"	"0"
"699"	"41372"	"TOTAL"	"7115"	"1119"	"38426"	"20005"	"612"	"851"	"328"	"258"	"243"	"321"	"324"	"548"	"1243"	"2849"	"1038"	"40430"	"768"	"400"	"1236"	"118114"	"1"	"118115"	"0"
"700"	"Place"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"701"	"Date -"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"702"	"Assistant Retuning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"703"	"239- Nawada Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
