"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 234-Gurua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	""	""	"ANWAR ALI KHAN"	""	"BIRBHADRA YASHRAJ"	""	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"332"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"334"	"1"	"198"	""	""	"122"	""	""	"46"	""	"153"	""	""	"36"	""	""	""	"9"	""	""	""	"22"	""	""	"5"	""	""	"9"	""	""	""	"12"	""	""	"11"	""	""	""	"425"	""	""	""	""	"0"	""	""	""	"425"	""	""	""	""	""	""	""	""	""
"335"	"2"	"199"	""	""	"77"	""	""	"164"	""	"164"	""	""	"82"	""	""	""	"9"	""	""	""	"4"	""	""	"4"	""	""	"2"	""	""	""	"10"	""	""	"12"	""	""	""	"528"	""	""	""	""	"0"	""	""	""	"528"	""	""	""	""	""	""	""	""	""
"336"	"3"	"200"	""	""	"91"	""	""	"147"	""	"38"	""	""	"7"	""	""	""	"4"	""	""	""	"12"	""	""	"1"	""	""	"2"	""	""	""	"7"	""	""	"17"	""	""	""	"326"	""	""	""	""	"0"	""	""	""	"326"	""	""	""	""	""	""	""	""	""
"337"	"4"	"201"	""	""	"68"	""	""	"154"	""	"40"	""	""	"27"	""	""	""	"5"	""	""	""	"5"	""	""	"5"	""	""	"5"	""	""	""	"4"	""	""	"32"	""	""	""	"345"	""	""	""	""	"0"	""	""	""	"345"	""	""	""	""	""	""	""	""	""
"338"	"5"	"202"	""	""	"324"	""	""	"64"	""	"161"	""	""	"5"	""	""	""	"3"	""	""	""	"7"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"4"	""	""	""	"570"	""	""	""	""	"0"	""	""	""	"570"	""	""	""	""	""	""	""	""	""
"339"	"6"	"203"	""	""	"19"	""	""	"109"	""	"159"	""	""	"6"	""	""	""	"4"	""	""	""	"5"	""	""	"3"	""	""	"7"	""	""	""	"9"	""	""	"9"	""	""	""	"330"	""	""	""	""	"0"	""	""	""	"330"	""	""	""	""	""	""	""	""	""
"340"	"7"	"204"	""	""	"72"	""	""	"169"	""	"118"	""	""	"24"	""	""	""	"3"	""	""	""	"13"	""	""	"5"	""	""	"8"	""	""	""	"8"	""	""	"9"	""	""	""	"429"	""	""	""	""	"0"	""	""	""	"429"	""	""	""	""	""	""	""	""	""
"341"	"8"	"205"	""	""	"129"	""	""	"99"	""	"130"	""	""	"26"	""	""	""	"4"	""	""	""	"3"	""	""	"2"	""	""	"5"	""	""	""	"2"	""	""	"4"	""	""	""	"404"	""	""	""	""	"0"	""	""	""	"404"	""	""	""	""	""	""	""	""	""
"342"	"9"	"206"	""	""	"55"	""	""	"184"	""	"127"	""	""	"10"	""	""	""	"4"	""	""	""	"5"	""	""	"3"	""	""	"1"	""	""	""	"8"	""	""	"4"	""	""	""	"401"	""	""	""	""	"0"	""	""	""	"401"	""	""	""	""	""	""	""	""	""
"343"	"10"	"207"	""	""	"17"	""	""	"117"	""	"147"	""	""	"49"	""	""	""	"6"	""	""	""	"4"	""	""	"8"	""	""	"8"	""	""	""	"6"	""	""	"10"	""	""	""	"372"	""	""	""	""	"0"	""	""	""	"372"	""	""	""	""	""	""	""	""	""
"344"	"11"	"208"	""	""	"54"	""	""	"154"	""	"83"	""	""	"5"	""	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"4"	""	""	""	"1"	""	""	"2"	""	""	""	"306"	""	""	""	""	"0"	""	""	""	"306"	""	""	""	""	""	""	""	""	""
"345"	"12"	"209"	""	""	"68"	""	""	"147"	""	"88"	""	""	"7"	""	""	""	"5"	""	""	""	"14"	""	""	"0"	""	""	"5"	""	""	""	"4"	""	""	"3"	""	""	""	"341"	""	""	""	""	"0"	""	""	""	"341"	""	""	""	""	""	""	""	""	""
"346"	"13"	"209A"	""	""	"105"	""	""	"88"	""	"43"	""	""	"9"	""	""	""	"4"	""	""	""	"7"	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	"7"	""	""	""	"268"	""	""	""	""	"0"	""	""	""	"268"	""	""	""	""	""	""	""	""	""
"347"	"14"	"210"	""	""	"83"	""	""	"32"	""	"85"	""	""	"11"	""	""	""	"1"	""	""	""	"8"	""	""	"1"	""	""	"2"	""	""	""	"4"	""	""	"4"	""	""	""	"231"	""	""	""	""	"0"	""	""	""	"231"	""	""	""	""	""	""	""	""	""
"348"	"Total"	""	""	""	"1284"	""	""	"1674"	""	"1536"	""	""	"304"	""	""	""	"62"	""	""	""	"111"	""	""	"40"	""	""	"59"	""	""	""	"78"	""	""	"128"	""	""	""	"5276"	""	""	""	""	"0"	""	""	""	"5276"	""	""	""	""	""	""	""	""	""
"349"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"353"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	"12"	""	""	""	"13"	""	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"355"	"1"	"211"	""	""	"87"	""	""	"188"	""	"70"	""	""	"38"	""	""	""	"3"	""	""	""	"13"	""	""	"7"	""	""	"3"	""	""	""	"13"	""	""	"18"	""	""	""	"440"	""	""	""	""	"0"	""	""	""	"440"	""	""	""	""	""	""	""	""	""
"356"	"2"	"212"	""	""	"8"	""	""	"65"	""	"98"	""	""	"18"	""	""	""	"0"	""	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"4"	""	""	"12"	""	""	""	"209"	""	""	""	""	"0"	""	""	""	"209"	""	""	""	""	""	""	""	""	""
"357"	"3"	"212A"	""	""	"76"	""	""	"54"	""	"187"	""	""	"13"	""	""	""	"0"	""	""	""	"4"	""	""	"0"	""	""	"2"	""	""	""	"3"	""	""	"11"	""	""	""	"350"	""	""	""	""	"0"	""	""	""	"350"	""	""	""	""	""	""	""	""	""
"358"	"4"	"213"	""	""	"74"	""	""	"9"	""	"129"	""	""	"13"	""	""	""	"3"	""	""	""	"2"	""	""	"4"	""	""	"5"	""	""	""	"6"	""	""	"15"	""	""	""	"260"	""	""	""	""	"0"	""	""	""	"260"	""	""	""	""	""	""	""	""	""
"359"	"5"	"214"	""	""	"94"	""	""	"16"	""	"365"	""	""	"10"	""	""	""	"2"	""	""	""	"6"	""	""	"2"	""	""	"4"	""	""	""	"1"	""	""	"6"	""	""	""	"506"	""	""	""	""	"0"	""	""	""	"506"	""	""	""	""	""	""	""	""	""
"360"	"6"	"215"	""	""	"103"	""	""	"14"	""	"242"	""	""	"3"	""	""	""	"1"	""	""	""	"4"	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	"5"	""	""	""	"375"	""	""	""	""	"0"	""	""	""	"375"	""	""	""	""	""	""	""	""	""
"361"	"7"	"216"	""	""	"42"	""	""	"134"	""	"101"	""	""	"8"	""	""	""	"8"	""	""	""	"4"	""	""	"2"	""	""	"6"	""	""	""	"2"	""	""	"19"	""	""	""	"326"	""	""	""	""	"0"	""	""	""	"326"	""	""	""	""	""	""	""	""	""
"362"	"8"	"216A"	""	""	"57"	""	""	"37"	""	"286"	""	""	"6"	""	""	""	"2"	""	""	""	"2"	""	""	"3"	""	""	"5"	""	""	""	"4"	""	""	"13"	""	""	""	"415"	""	""	""	""	"0"	""	""	""	"415"	""	""	""	""	""	""	""	""	""
"363"	"9"	"217"	""	""	"185"	""	""	"29"	""	"29"	""	""	"4"	""	""	""	"0"	""	""	""	"3"	""	""	"1"	""	""	"2"	""	""	""	"0"	""	""	"5"	""	""	""	"258"	""	""	""	""	"0"	""	""	""	"258"	""	""	""	""	""	""	""	""	""
"364"	"10"	"218"	""	""	"97"	""	""	"181"	""	"92"	""	""	"4"	""	""	""	"4"	""	""	""	"2"	""	""	"7"	""	""	"4"	""	""	""	"9"	""	""	"10"	""	""	""	"410"	""	""	""	""	"0"	""	""	""	"410"	""	""	""	""	""	""	""	""	""
"365"	"11"	"219"	""	""	"88"	""	""	"79"	""	"197"	""	""	"27"	""	""	""	"3"	""	""	""	"15"	""	""	"4"	""	""	"1"	""	""	""	"7"	""	""	"11"	""	""	""	"432"	""	""	""	""	"0"	""	""	""	"432"	""	""	""	""	""	""	""	""	""
"366"	"12"	"220"	""	""	"35"	""	""	"85"	""	"196"	""	""	"17"	""	""	""	"5"	""	""	""	"7"	""	""	"3"	""	""	"6"	""	""	""	"2"	""	""	"12"	""	""	""	"368"	""	""	""	""	"0"	""	""	""	"368"	""	""	""	""	""	""	""	""	""
"367"	"13"	"221"	""	""	"80"	""	""	"75"	""	"91"	""	""	"13"	""	""	""	"5"	""	""	""	"8"	""	""	"5"	""	""	"14"	""	""	""	"11"	""	""	"39"	""	""	""	"341"	""	""	""	""	"0"	""	""	""	"341"	""	""	""	""	""	""	""	""	""
"368"	"14"	"222"	""	""	"76"	""	""	"106"	""	"122"	""	""	"11"	""	""	""	"9"	""	""	""	"12"	""	""	"2"	""	""	"5"	""	""	""	"8"	""	""	"25"	""	""	""	"376"	""	""	""	""	"0"	""	""	""	"376"	""	""	""	""	""	""	""	""	""
"369"	"Total"	""	""	""	"1102"	""	""	"1072"	""	"2205"	""	""	"185"	""	""	""	"45"	""	""	""	"83"	""	""	"42"	""	""	"58"	""	""	""	"73"	""	""	"201"	""	""	""	"5066"	""	""	""	""	"0"	""	""	""	"5066"	""	""	""	""	""	""	""	""	""
"370"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"374"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"1"	"2"	""	""	"3"	""	""	"4"	""	"5"	""	""	"6"	""	""	""	"7"	""	""	""	"8"	""	""	"9"	""	""	"10"	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	"15"	""	""	""	"16"	""	""	""	""	""	""
"376"	"1"	"223"	""	""	"108"	""	""	"219"	""	"95"	""	""	"11"	""	""	""	"2"	""	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"4"	""	""	""	"446"	""	""	""	"0"	""	""	""	"446"	""	""	""	""	""	""	""	""	""	""
"377"	"2"	"224"	""	""	"52"	""	""	"81"	""	"65"	""	""	"24"	""	""	""	"5"	""	""	""	"9"	""	""	"12"	""	""	"12"	""	""	"14"	""	""	""	"12"	""	""	""	"286"	""	""	""	"0"	""	""	""	"286"	""	""	""	""	""	""	""	""	""	""
"378"	"3"	"225"	""	""	"159"	""	""	"17"	""	"44"	""	""	"7"	""	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"5"	""	""	""	"7"	""	""	""	"247"	""	""	""	"0"	""	""	""	"247"	""	""	""	""	""	""	""	""	""	""
"379"	"4"	"226"	""	""	"108"	""	""	"56"	""	"230"	""	""	"9"	""	""	""	"0"	""	""	""	"5"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"10"	""	""	""	"423"	""	""	""	"0"	""	""	""	"423"	""	""	""	""	""	""	""	""	""	""
"380"	"5"	"227"	""	""	"286"	""	""	"141"	""	"63"	""	""	"15"	""	""	""	"3"	""	""	""	"9"	""	""	"2"	""	""	"4"	""	""	"6"	""	""	""	"25"	""	""	""	"554"	""	""	""	"0"	""	""	""	"554"	""	""	""	""	""	""	""	""	""	""
"381"	"6"	"228"	""	""	"120"	""	""	"99"	""	"47"	""	""	"10"	""	""	""	"5"	""	""	""	"11"	""	""	"9"	""	""	"3"	""	""	"6"	""	""	""	"12"	""	""	""	"322"	""	""	""	"0"	""	""	""	"322"	""	""	""	""	""	""	""	""	""	""
"382"	"7"	"228A"	""	""	"24"	""	""	"78"	""	"90"	""	""	"3"	""	""	""	"1"	""	""	""	"6"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"6"	""	""	""	"213"	""	""	""	"0"	""	""	""	"213"	""	""	""	""	""	""	""	""	""	""
"383"	"8"	"229"	""	""	"45"	""	""	"116"	""	"46"	""	""	"4"	""	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"4"	""	""	""	"222"	""	""	""	"0"	""	""	""	"222"	""	""	""	""	""	""	""	""	""	""
"384"	"9"	"230"	""	""	"208"	""	""	"89"	""	"113"	""	""	"5"	""	""	""	"4"	""	""	""	"6"	""	""	"1"	""	""	"5"	""	""	"3"	""	""	""	"7"	""	""	""	"441"	""	""	""	"0"	""	""	""	"441"	""	""	""	""	""	""	""	""	""	""
"385"	"10"	"231"	""	""	"78"	""	""	"41"	""	"78"	""	""	"13"	""	""	""	"2"	""	""	""	"7"	""	""	"1"	""	""	"2"	""	""	"3"	""	""	""	"12"	""	""	""	"237"	""	""	""	"0"	""	""	""	"237"	""	""	""	""	""	""	""	""	""	""
"386"	"11"	"232"	""	""	"73"	""	""	"264"	""	"60"	""	""	"3"	""	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"404"	""	""	""	"0"	""	""	""	"404"	""	""	""	""	""	""	""	""	""	""
"387"	"12"	"233"	""	""	"98"	""	""	"127"	""	"67"	""	""	"10"	""	""	""	"5"	""	""	""	"9"	""	""	"7"	""	""	"7"	""	""	"8"	""	""	""	"23"	""	""	""	"361"	""	""	""	"0"	""	""	""	"361"	""	""	""	""	""	""	""	""	""	""
"388"	"13"	"233A"	""	""	"95"	""	""	"109"	""	"11"	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"5"	""	""	""	"229"	""	""	""	"0"	""	""	""	"229"	""	""	""	""	""	""	""	""	""	""
"389"	"14"	"234"	""	""	"145"	""	""	"159"	""	"118"	""	""	"16"	""	""	""	"10"	""	""	""	"12"	""	""	"5"	""	""	"5"	""	""	"4"	""	""	""	"4"	""	""	""	"478"	""	""	""	"0"	""	""	""	"478"	""	""	""	""	""	""	""	""	""	""
"390"	"Total"	""	""	""	"1599"	""	""	"1596"	""	"1127"	""	""	"133"	""	""	""	"46"	""	""	""	"84"	""	""	"44"	""	""	"49"	""	""	"53"	""	""	""	"132"	""	""	""	"4863"	""	""	""	"0"	""	""	""	"4863"	""	""	""	""	""	""	""	""	""	""
"391"	"Place  Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"Date  22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"395"	""	""	""	""	"ANWAR ALI KHAN"	""	""	"BIRBHADRA YASHRAJ"	""	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	""	"MOHAMMAD KHAN ALI"	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"1"	"2"	""	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	""	"12"	""	""	""	"13"	""	""	""	"14"	""	""	""	"15"	""	""	"16"	""	""	""	""	""	""
"397"	"1"	"235"	""	""	"153"	""	""	"81"	""	""	"77"	""	""	"9"	""	""	""	"7"	""	""	"1"	""	""	"4"	""	""	"5"	""	""	""	"8"	""	""	""	"14"	""	""	""	"359"	""	""	""	"0"	""	""	""	"359"	""	""	""	""	""	""	""	""	""
"398"	"2"	"235A"	""	""	"83"	""	""	"50"	""	""	"209"	""	""	"28"	""	""	""	"5"	""	""	"5"	""	""	"6"	""	""	"6"	""	""	""	"5"	""	""	""	"18"	""	""	""	"415"	""	""	""	"0"	""	""	""	"415"	""	""	""	""	""	""	""	""	""
"399"	"Total"	""	""	""	"236"	""	""	"131"	""	""	"286"	""	""	"37"	""	""	""	"12"	""	""	"6"	""	""	"10"	""	""	"11"	""	""	""	"13"	""	""	""	"32"	""	""	""	"774"	""	""	""	"0"	""	""	""	"774"	""	""	"0"	""	""	""	""	""	""
"400"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"Date    22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"405"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"Election to the Bihar Legislative Assembly from the 234-Gurua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"Round No."	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""	""
"409"	""	""	""	"ANWAR ALI KHAN"	""	"BIRBHADRA YASHRAJ"	""	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWA R PRASAD SINHA"	""	""	"MOHAMMA D KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"1"	""	""	"2"	""	"3"	""	""	"4"	""	""	"5"	""	""	"6"	""	""	""	"7"	""	""	"8"	""	""	"9"	""	""	"10"	""	""	""	"11"	""	""	""	"13"	""	""	""	"14"	""	""	""	"15"	""	""	""	"16"	""	""	""	""	""	""	""	""
"411"	"1"	""	""	"1012"	""	"1843"	""	""	"1492"	""	""	"130"	""	""	"43"	""	""	""	"67"	""	""	"40"	""	""	"33"	""	""	"45"	""	""	""	"116"	""	""	""	"4821"	""	""	""	"0"	""	""	""	"4821"	""	""	""	""	""	""	""	""	""	""	""	""
"412"	"2"	""	""	"1170"	""	"1294"	""	""	"1586"	""	""	"280"	""	""	"59"	""	""	""	"68"	""	""	"33"	""	""	"54"	""	""	"66"	""	""	""	"163"	""	""	""	"4773"	""	""	""	"0"	""	""	""	"4773"	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"3"	""	""	"1074"	""	"1852"	""	""	"1166"	""	""	"319"	""	""	"47"	""	""	""	"73"	""	""	"27"	""	""	"33"	""	""	"81"	""	""	""	"125"	""	""	""	"4797"	""	""	""	"0"	""	""	""	"4797"	""	""	""	""	""	""	""	""	""	""	""	""
