"FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.195.PALIGANJ.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Serial no. of polling station"	""	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""
"245"	"133"	"245"	""	""	""	"107"	""	""	""	"8"	""	""	"7"	""	""	""	""	"3"	""	""	"2"	""	""	""	"0"	""	""	""	""	"0"	""	""	"28"	""	""	""	""	"4"	""	""	"9"	""	""	""	"0"	""	""	""	"3"	""	""	""	"6"	""	""	"422"	""	""	""	""	""	""	"422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"134"	"50"	""	""	""	"222"	""	""	""	"6"	""	""	"55"	""	""	""	""	"3"	""	""	"1"	""	""	""	"2"	""	""	""	""	"1"	""	""	"13"	""	""	""	""	"4"	""	""	"7"	""	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	"370"	""	""	""	""	""	""	"370"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"135"	"210"	""	""	""	"10"	""	""	""	"1"	""	""	"123"	""	""	""	""	"8"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	""	"6"	""	""	"1"	""	""	""	"1"	""	""	""	"2"	""	""	""	"5"	""	""	"367"	""	""	""	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"136"	"116"	""	""	""	"112"	""	""	""	"9"	""	""	"42"	""	""	""	""	"74"	""	""	"5"	""	""	""	"3"	""	""	""	""	"1"	""	""	"5"	""	""	""	""	"7"	""	""	"8"	""	""	""	"4"	""	""	""	"3"	""	""	""	"9"	""	""	"398"	""	""	""	""	""	""	"398"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"137"	"272"	""	""	""	"24"	""	""	""	"6"	""	""	"112"	""	""	""	""	"14"	""	""	"2"	""	""	""	"5"	""	""	""	""	"0"	""	""	"3"	""	""	""	""	"7"	""	""	"6"	""	""	""	"5"	""	""	""	"0"	""	""	""	"8"	""	""	"464"	""	""	""	""	""	""	"464"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"138"	"230"	""	""	""	"117"	""	""	""	"5"	""	""	"179"	""	""	""	""	"11"	""	""	"2"	""	""	""	"1"	""	""	""	""	"3"	""	""	"3"	""	""	""	""	"14"	""	""	"5"	""	""	""	"5"	""	""	""	"9"	""	""	""	"10"	""	""	"594"	""	""	""	""	""	""	"594"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"139"	"172"	""	""	""	"66"	""	""	""	"3"	""	""	"116"	""	""	""	""	"3"	""	""	"1"	""	""	""	"0"	""	""	""	""	"0"	""	""	"2"	""	""	""	""	"4"	""	""	"4"	""	""	""	"1"	""	""	""	"1"	""	""	""	"7"	""	""	"380"	""	""	""	""	""	""	"380"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"140"	"176"	""	""	""	"162"	""	""	""	"7"	""	""	"166"	""	""	""	""	"6"	""	""	"3"	""	""	""	"0"	""	""	""	""	"1"	""	""	"1"	""	""	""	""	"8"	""	""	"5"	""	""	""	"0"	""	""	""	"2"	""	""	""	"5"	""	""	"542"	""	""	""	""	""	""	"542"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"141"	"92"	""	""	""	"72"	""	""	""	"2"	""	""	"104"	""	""	""	""	"5"	""	""	"1"	""	""	""	"3"	""	""	""	""	"2"	""	""	"3"	""	""	""	""	"14"	""	""	"7"	""	""	""	"0"	""	""	""	"7"	""	""	""	"10"	""	""	"322"	""	""	""	""	""	""	"322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"142"	"90"	""	""	""	"164"	""	""	""	"7"	""	""	"148"	""	""	""	""	"7"	""	""	"3"	""	""	""	"2"	""	""	""	""	"5"	""	""	"5"	""	""	""	""	"10"	""	""	"6"	""	""	""	"7"	""	""	""	"3"	""	""	""	"11"	""	""	"468"	""	""	""	""	""	""	"468"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"143"	"135"	""	""	""	"142"	""	""	""	"8"	""	""	"166"	""	""	""	""	"20"	""	""	"3"	""	""	""	"4"	""	""	""	""	"2"	""	""	"10"	""	""	""	""	"19"	""	""	"4"	""	""	""	"4"	""	""	""	"6"	""	""	""	"13"	""	""	"536"	""	""	""	""	""	""	"536"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"144"	"59"	""	""	""	"277"	""	""	""	"11"	""	""	"70"	""	""	""	""	"22"	""	""	"0"	""	""	""	"6"	""	""	""	""	"2"	""	""	"4"	""	""	""	""	"11"	""	""	"9"	""	""	""	"8"	""	""	""	"2"	""	""	""	"10"	""	""	"491"	""	""	""	""	""	""	"491"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"145"	"517"	""	""	""	"18"	""	""	""	"1"	""	""	"174"	""	""	""	""	"8"	""	""	"1"	""	""	""	"0"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"12"	""	""	"2"	""	""	""	"4"	""	""	""	"0"	""	""	""	"3"	""	""	"743"	""	""	""	""	""	""	"743"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"Total"	"2592"	""	""	""	"1521"	""	""	""	"75"	""	""	"1473"	""	""	""	""	"202"	""	""	"24"	""	""	""	"26"	""	""	""	""	"20"	""	""	"100"	""	""	""	""	"121"	""	""	"76"	""	""	""	"42"	""	""	""	"40"	""	""	""	"105"	""	""	"6417"	""	""	""	""	""	""	"6417"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"259"	"Till last
round"	"16981"	""	""	""	"13170"	""	""	""	"670"	""	""	"18405"	""	""	""	""	"1397"	""	""	"320"	""	""	""	"256"	""	""	""	""	"301"	""	""	"808"	""	""	""	""	"1565"	""	""	"763"	""	""	""	"433"	""	""	""	"477"	""	""	""	"917"	""	""	"56463"	""	""	"0"	""	""	""	"56463"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"260"	"Grand
Total"	"19573"	""	""	""	"14691"	""	""	""	"745"	""	""	"19878"	""	""	""	""	"1599"	""	""	"344"	""	""	""	"282"	""	""	""	""	"321"	""	""	"908"	""	""	""	""	"1686"	""	""	"839"	""	""	""	"475"	""	""	""	"517"	""	""	""	"1022"	""	""	"62880"	""	""	"0"	""	""	""	"62880"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"261"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-12
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"268"	"146"	"103"	""	""	""	"109"	""	""	""	"8"	""	""	""	"307"	""	""	""	"6"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"2"	""	""	""	"4"	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"540"	""	""	""	""	""	""	""	"540"	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"147"	"156"	""	""	""	"52"	""	""	""	"5"	""	""	""	"18"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	""	"2"	""	""	""	"4"	""	""	""	"3"	""	""	""	"9"	""	""	"4"	""	""	""	"5"	""	""	""	"11"	""	""	"270"	""	""	""	""	""	""	""	"270"	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"147A"	"100"	""	""	""	"50"	""	""	""	"16"	""	""	""	"149"	""	""	""	"64"	""	""	""	"8"	""	""	"7"	""	""	""	""	"9"	""	""	""	"7"	""	""	""	"43"	""	""	""	"22"	""	""	"17"	""	""	""	"12"	""	""	""	"25"	""	""	"529"	""	""	""	""	""	""	""	"529"	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"148"	"272"	""	""	""	"77"	""	""	""	"5"	""	""	""	"54"	""	""	""	"51"	""	""	""	"5"	""	""	"5"	""	""	""	""	"2"	""	""	""	"2"	""	""	""	"6"	""	""	""	"5"	""	""	"6"	""	""	""	"4"	""	""	""	"8"	""	""	"502"	""	""	""	""	""	""	""	"502"	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"149"	"76"	""	""	""	"76"	""	""	""	"2"	""	""	""	"46"	""	""	""	"5"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"4"	""	""	""	"7"	""	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	"222"	""	""	""	""	""	""	""	"222"	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"150"	"101"	""	""	""	"17"	""	""	""	"1"	""	""	""	"28"	""	""	""	"5"	""	""	""	"0"	""	""	"2"	""	""	""	""	"0"	""	""	""	"3"	""	""	""	"4"	""	""	""	"2"	""	""	"2"	""	""	""	"0"	""	""	""	"6"	""	""	"171"	""	""	""	""	""	""	""	"171"	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"151"	"151"	""	""	""	"44"	""	""	""	"2"	""	""	""	"39"	""	""	""	"4"	""	""	""	"0"	""	""	"1"	""	""	""	""	"1"	""	""	""	"2"	""	""	""	"8"	""	""	""	"1"	""	""	"3"	""	""	""	"3"	""	""	""	"7"	""	""	"266"	""	""	""	""	""	""	""	"266"	""	""	""	""	""	""	""	""	""	""	""	""	""
"275"	"152"	"124"	""	""	""	"56"	""	""	""	"10"	""	""	""	"103"	""	""	""	"26"	""	""	""	"1"	""	""	"2"	""	""	""	""	"1"	""	""	""	"3"	""	""	""	"9"	""	""	""	"14"	""	""	"8"	""	""	""	"9"	""	""	""	"29"	""	""	"395"	""	""	""	""	""	""	""	"395"	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"153"	"27"	""	""	""	"86"	""	""	""	"6"	""	""	""	"23"	""	""	""	"71"	""	""	""	"4"	""	""	"2"	""	""	""	""	"7"	""	""	""	"3"	""	""	""	"2"	""	""	""	"3"	""	""	"9"	""	""	""	"10"	""	""	""	"3"	""	""	"256"	""	""	""	""	""	""	""	"256"	""	""	""	""	""	""	""	""	""	""	""	""	""
"277"	"154"	"217"	""	""	""	"92"	""	""	""	"1"	""	""	""	"10"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	"328"	""	""	""	""	""	""	""	"328"	""	""	""	""	""	""	""	""	""	""	""	""	""
"278"	"155"	"111"	""	""	""	"156"	""	""	""	"2"	""	""	""	"299"	""	""	""	"14"	""	""	""	"2"	""	""	"2"	""	""	""	""	"4"	""	""	""	"2"	""	""	""	"24"	""	""	""	"11"	""	""	"6"	""	""	""	"8"	""	""	""	"12"	""	""	"653"	""	""	""	""	""	""	""	"653"	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"156"	"165"	""	""	""	"3"	""	""	""	"26"	""	""	""	"146"	""	""	""	"26"	""	""	""	"3"	""	""	"2"	""	""	""	""	"3"	""	""	""	"0"	""	""	""	"5"	""	""	""	"3"	""	""	"3"	""	""	""	"1"	""	""	""	"5"	""	""	"391"	""	""	""	""	""	""	""	"391"	""	""	""	""	""	""	""	""	""	""	""	""	""
"280"	"157"	"48"	""	""	""	"3"	""	""	""	"2"	""	""	""	"114"	""	""	""	"8"	""	""	""	"1"	""	""	"0"	""	""	""	""	"1"	""	""	""	"2"	""	""	""	"9"	""	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"191"	""	""	""	""	""	""	""	"191"	""	""	""	""	""	""	""	""	""	""	""	""	""
"281"	"158"	"36"	""	""	""	"275"	""	""	""	"14"	""	""	""	"97"	""	""	""	"6"	""	""	""	"8"	""	""	"0"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"5"	""	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	""	"7"	""	""	"457"	""	""	""	""	""	""	""	"457"	""	""	""	""	""	""	""	""	""	""	""	""	""
"282"	"Total"	"1687"	""	""	""	"1096"	""	""	""	"100"	""	""	""	"1433"	""	""	""	"287"	""	""	""	"32"	""	""	"24"	""	""	""	""	"31"	""	""	""	"36"	""	""	""	"131"	""	""	""	"80"	""	""	"62"	""	""	""	"57"	""	""	""	"115"	""	""	"5171"	""	""	""	""	""	""	""	"5171"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"283"	"Till last
round"	"19573"	""	""	""	"14691"	""	""	""	"745"	""	""	""	"19878"	""	""	""	"1599"	""	""	""	"344"	""	""	"282"	""	""	""	""	"321"	""	""	""	"908"	""	""	""	"1686"	""	""	""	"839"	""	""	"475"	""	""	""	"517"	""	""	""	"1022"	""	""	"62880"	""	""	""	"0"	""	""	""	"62880"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"284"	"Grand
Total"	"21260"	""	""	""	"15787"	""	""	""	"845"	""	""	""	"21311"	""	""	""	"1886"	""	""	""	"376"	""	""	"306"	""	""	""	""	"352"	""	""	""	"944"	""	""	""	"1817"	""	""	""	"919"	""	""	"537"	""	""	""	"574"	""	""	""	"1137"	""	""	"68051"	""	""	""	"0"	""	""	""	"68051"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"285"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"286"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"287"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"288"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-13
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"289"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"290"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"291"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	"NAND KUMAR NANDA"	""	""	""	""	"SHAMSHIR ALAM"	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	"AJAY KUMAR"	""	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"292"	"159"	"132"	""	""	""	"1"	""	""	""	"1"	""	""	"14"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"1"	""	""	"2"	""	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"152"	""	""	""	""	""	""	"152"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"293"	"160"	"14"	""	""	""	"282"	""	""	""	"2"	""	""	"6"	""	""	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	"310"	""	""	""	""	""	""	"310"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"294"	"161"	"12"	""	""	""	"191"	""	""	""	"8"	""	""	"0"	""	""	""	""	"9"	""	""	"1"	""	""	""	"0"	""	""	""	""	"3"	""	""	"0"	""	""	""	""	"1"	""	""	"4"	""	""	""	"6"	""	""	""	"0"	""	""	""	"5"	""	""	"240"	""	""	""	""	""	""	"240"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"295"	"162"	"86"	""	""	""	"54"	""	""	""	"3"	""	""	"140"	""	""	""	""	"24"	""	""	"1"	""	""	""	"3"	""	""	""	""	"2"	""	""	"3"	""	""	""	""	"12"	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	""	"11"	""	""	"345"	""	""	""	""	""	""	"345"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"296"	"163"	"52"	""	""	""	"42"	""	""	""	"2"	""	""	"66"	""	""	""	""	"16"	""	""	"2"	""	""	""	"2"	""	""	""	""	"3"	""	""	"3"	""	""	""	""	"8"	""	""	"2"	""	""	""	"6"	""	""	""	"4"	""	""	""	"16"	""	""	"224"	""	""	""	""	""	""	"224"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"164"	"87"	""	""	""	"103"	""	""	""	"12"	""	""	"33"	""	""	""	""	"3"	""	""	"1"	""	""	""	"0"	""	""	""	""	"2"	""	""	"2"	""	""	""	""	"5"	""	""	"4"	""	""	""	"1"	""	""	""	"2"	""	""	""	"8"	""	""	"263"	""	""	""	""	""	""	"263"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"298"	"165"	"77"	""	""	""	"33"	""	""	""	"5"	""	""	"147"	""	""	""	""	"9"	""	""	"7"	""	""	""	"2"	""	""	""	""	"1"	""	""	"6"	""	""	""	""	"16"	""	""	"8"	""	""	""	"2"	""	""	""	"5"	""	""	""	"9"	""	""	"327"	""	""	""	""	""	""	"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"299"	"166"	"5"	""	""	""	"8"	""	""	""	"1"	""	""	"39"	""	""	""	""	"114"	""	""	"5"	""	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"7"	""	""	"4"	""	""	""	"4"	""	""	""	"0"	""	""	""	"10"	""	""	"201"	""	""	""	""	""	""	"201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"300"	"167"	"11"	""	""	""	"77"	""	""	""	"4"	""	""	"36"	""	""	""	""	"75"	""	""	"1"	""	""	""	"2"	""	""	""	""	"5"	""	""	"4"	""	""	""	""	"7"	""	""	"4"	""	""	""	"5"	""	""	""	"2"	""	""	""	"4"	""	""	"237"	""	""	""	""	""	""	"237"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"301"	"168"	"147"	""	""	""	"114"	""	""	""	"1"	""	""	"134"	""	""	""	""	"15"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"21"	""	""	""	""	"2"	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"0"	""	""	"438"	""	""	""	""	""	""	"438"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"302"	"169"	"121"	""	""	""	"16"	""	""	""	"2"	""	""	"88"	""	""	""	""	"4"	""	""	"0"	""	""	""	"0"	""	""	""	""	"7"	""	""	"6"	""	""	""	""	"8"	""	""	"5"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	"264"	""	""	""	""	""	""	"264"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"303"	"170"	"236"	""	""	""	"12"	""	""	""	"0"	""	""	"23"	""	""	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	""	""	"1"	""	""	"3"	""	""	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	"283"	""	""	""	""	""	""	"283"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"304"	"171"	"111"	""	""	""	"109"	""	""	""	"3"	""	""	"259"	""	""	""	""	"8"	""	""	"4"	""	""	""	"1"	""	""	""	""	"4"	""	""	"2"	""	""	""	""	"23"	""	""	"4"	""	""	""	"3"	""	""	""	"5"	""	""	""	"7"	""	""	"543"	""	""	""	""	""	""	"543"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"305"	"172"	"234"	""	""	""	"83"	""	""	""	"1"	""	""	"79"	""	""	""	""	"5"	""	""	"1"	""	""	""	"2"	""	""	""	""	"1"	""	""	"8"	""	""	""	""	"9"	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	"427"	""	""	""	""	""	""	"427"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"306"	"Total"	"1325"	""	""	""	"1125"	""	""	""	"45"	""	""	"1064"	""	""	""	""	"285"	""	""	"24"	""	""	""	"13"	""	""	""	""	"33"	""	""	"61"	""	""	""	""	"102"	""	""	"44"	""	""	""	"33"	""	""	""	"24"	""	""	""	"76"	""	""	"4254"	""	""	""	""	""	""	"4254"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
