"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 231-Gaya Moffassil Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency                                                                                                                                                       Round No. ……            1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""
"5"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	""	"JITENDRA RAM"	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	""	""	"MAHESH SINGH YADAV"	""	"YOGENDRA DAS"	""	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	""	"SAHABUDDIN"	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"6"	""	"172"	""	"190"	""	""	"20"	""	"23"	""	"2"	""	""	"1"	""	""	"4"	""	""	"3"	""	""	""	"0"	""	""	"4"	""	"12"	""	""	""	"2"	""	"2"	""	""	"9"	""	""	"83"	""	""	"6"	""	""	""	"16"	""	""	"378"	""	""	""	"0"	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""
"250"	"7"	""	"172A"	""	"108"	""	""	"17"	""	"23"	""	"2"	""	""	"4"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	"4"	""	""	""	"0"	""	"0"	""	""	"3"	""	""	"86"	""	""	"3"	""	""	""	"10"	""	""	"264"	""	""	""	"0"	""	""	""	""	"264"	""	""	""	""	""	""	""	""	""	""
"251"	"8"	""	"173"	""	"131"	""	""	"142"	""	"15"	""	"9"	""	""	"2"	""	""	"4"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"4"	""	""	""	"3"	""	"3"	""	""	"4"	""	""	"201"	""	""	"8"	""	""	""	"17"	""	""	"542"	""	""	""	"0"	""	""	""	""	"542"	""	""	""	""	""	""	""	""	""	""
"252"	"9"	""	"174"	""	"103"	""	""	"60"	""	"124"	""	"34"	""	""	"4"	""	""	"0"	""	""	"3"	""	""	""	"5"	""	""	"2"	""	"6"	""	""	""	"2"	""	"2"	""	""	"3"	""	""	"40"	""	""	"9"	""	""	""	"14"	""	""	"409"	""	""	""	"0"	""	""	""	""	"409"	""	""	""	""	""	""	""	""	""	""
"253"	"10"	""	"175"	""	"363"	""	""	"16"	""	"42"	""	"5"	""	""	"5"	""	""	"6"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"9"	""	""	""	"1"	""	"1"	""	""	"2"	""	""	"36"	""	""	"5"	""	""	""	"16"	""	""	"513"	""	""	""	"0"	""	""	""	""	"513"	""	""	""	""	""	""	""	""	""	""
"254"	"11"	""	"176"	""	"39"	""	""	"16"	""	"42"	""	"0"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	""	"3"	""	""	"1"	""	"6"	""	""	""	"6"	""	"6"	""	""	"6"	""	""	"241"	""	""	"2"	""	""	""	"5"	""	""	"376"	""	""	""	"0"	""	""	""	""	"376"	""	""	""	""	""	""	""	""	""	""
"255"	"12"	""	"177"	""	"112"	""	""	"74"	""	"38"	""	"7"	""	""	"2"	""	""	"5"	""	""	"1"	""	""	""	"1"	""	""	"4"	""	"2"	""	""	""	"0"	""	"0"	""	""	"4"	""	""	"101"	""	""	"11"	""	""	""	"9"	""	""	"375"	""	""	""	"0"	""	""	""	""	"375"	""	""	""	""	""	""	""	""	""	""
"256"	"13"	""	"178"	""	"307"	""	""	"20"	""	"16"	""	"34"	""	""	"7"	""	""	"2"	""	""	"2"	""	""	""	"3"	""	""	"2"	""	"7"	""	""	""	"1"	""	"1"	""	""	"6"	""	""	"59"	""	""	"3"	""	""	""	"3"	""	""	"472"	""	""	""	"0"	""	""	""	""	"472"	""	""	""	""	""	""	""	""	""	""
"257"	"14"	""	"179"	""	"138"	""	""	"92"	""	"7"	""	"2"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	"1"	""	"5"	""	""	""	"2"	""	"2"	""	""	"7"	""	""	"120"	""	""	"4"	""	""	""	"12"	""	""	"396"	""	""	""	"0"	""	""	""	""	"396"	""	""	""	""	""	""	""	""	""	""
"258"	"Total"	""	""	""	"1970"	""	""	"751"	""	"385"	""	"113"	""	""	"35"	""	""	"25"	""	""	"15"	""	""	""	"24"	""	""	"19"	""	"70"	""	""	""	"19"	""	"19"	""	""	"48"	""	""	"1276"	""	""	"64"	""	""	""	"135"	""	""	"4971"	""	""	""	"0"	""	""	""	""	"4971"	""	""	""	""	""	""	""	""	""	""
"259"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"260"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDIN"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	""	"20"	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"262"	"1"	""	"180"	""	"122"	""	""	"105"	""	"32"	""	"7"	""	""	"1"	""	""	"1"	""	""	"6"	""	""	""	"1"	""	""	"6"	""	"5"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"92"	""	""	"4"	""	""	""	"9"	""	""	"394"	""	""	""	""	"0"	""	""	""	"394"	""	""	""	""	""	""	""	""	""	""
"263"	"2"	""	"181"	""	"226"	""	""	"44"	""	"65"	""	"3"	""	""	"0"	""	""	"4"	""	""	"2"	""	""	""	"4"	""	""	"1"	""	"3"	""	""	""	"4"	""	"3"	""	""	"4"	""	""	"34"	""	""	"2"	""	""	""	"14"	""	""	"413"	""	""	""	""	"0"	""	""	""	"413"	""	""	""	""	""	""	""	""	""	""
"264"	"3"	""	"182"	""	"24"	""	""	"28"	""	"3"	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"3"	""	""	""	"1"	""	"0"	""	""	"3"	""	""	"99"	""	""	"2"	""	""	""	"3"	""	""	"168"	""	""	""	""	"0"	""	""	""	"168"	""	""	""	""	""	""	""	""	""	""
"265"	"4"	""	"183"	""	"74"	""	""	"114"	""	"10"	""	"3"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	"1"	""	"11"	""	""	""	"3"	""	"3"	""	""	"8"	""	""	"114"	""	""	"12"	""	""	""	"7"	""	""	"361"	""	""	""	""	"0"	""	""	""	"361"	""	""	""	""	""	""	""	""	""	""
"266"	"5"	""	"184"	""	"86"	""	""	"137"	""	"55"	""	"1"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"7"	""	""	""	"0"	""	"0"	""	""	"1"	""	""	"40"	""	""	"2"	""	""	""	"3"	""	""	"335"	""	""	""	""	"0"	""	""	""	"335"	""	""	""	""	""	""	""	""	""	""
"267"	"6"	""	"185"	""	"173"	""	""	"100"	""	"30"	""	"1"	""	""	"4"	""	""	"1"	""	""	"2"	""	""	""	"4"	""	""	"5"	""	"4"	""	""	""	"3"	""	"0"	""	""	"4"	""	""	"73"	""	""	"6"	""	""	""	"4"	""	""	"414"	""	""	""	""	"0"	""	""	""	"414"	""	""	""	""	""	""	""	""	""	""
"268"	"7"	""	"186"	""	"187"	""	""	"3"	""	"3"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"2"	""	""	"0"	""	"0"	""	""	""	"0"	""	"0"	""	""	"1"	""	""	"24"	""	""	"1"	""	""	""	"0"	""	""	"221"	""	""	""	""	"0"	""	""	""	"221"	""	""	""	""	""	""	""	""	""	""
"269"	"8"	""	"187"	""	"234"	""	""	"97"	""	"7"	""	"3"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"3"	""	""	""	"2"	""	"3"	""	""	"4"	""	""	"63"	""	""	"7"	""	""	""	"9"	""	""	"441"	""	""	""	""	"0"	""	""	""	"441"	""	""	""	""	""	""	""	""	""	""
"270"	"9"	""	"188"	""	"216"	""	""	"104"	""	"18"	""	"8"	""	""	"4"	""	""	"2"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"5"	""	""	""	"0"	""	"3"	""	""	"4"	""	""	"52"	""	""	"3"	""	""	""	"5"	""	""	"428"	""	""	""	""	"0"	""	""	""	"428"	""	""	""	""	""	""	""	""	""	""
"271"	"10"	""	"189"	""	"151"	""	""	"48"	""	"8"	""	"7"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	"0"	""	"5"	""	""	""	"0"	""	"3"	""	""	"3"	""	""	"189"	""	""	"4"	""	""	""	"2"	""	""	"425"	""	""	""	""	"0"	""	""	""	"425"	""	""	""	""	""	""	""	""	""	""
"272"	"11"	""	"190"	""	"450"	""	""	"7"	""	"0"	""	"2"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"1"	""	""	"0"	""	"0"	""	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"4"	""	""	"467"	""	""	""	""	"0"	""	""	""	"467"	""	""	""	""	""	""	""	""	""	""
"273"	"12"	""	"191"	""	"232"	""	""	"18"	""	"16"	""	"9"	""	""	"1"	""	""	"3"	""	""	"2"	""	""	""	"5"	""	""	"6"	""	"2"	""	""	""	"5"	""	"5"	""	""	"4"	""	""	"72"	""	""	"5"	""	""	""	"26"	""	""	"411"	""	""	""	""	"0"	""	""	""	"411"	""	""	""	""	""	""	""	""	""	""
"274"	"13"	""	"192"	""	"246"	""	""	"191"	""	"25"	""	"3"	""	""	"5"	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	"3"	""	"12"	""	""	""	"0"	""	"4"	""	""	"4"	""	""	"155"	""	""	"4"	""	""	""	"20"	""	""	"679"	""	""	""	""	"0"	""	""	""	"679"	""	""	""	""	""	""	""	""	""	""
"275"	"14"	""	"193"	""	"73"	""	""	"36"	""	"74"	""	"2"	""	""	"0"	""	""	"2"	""	""	"1"	""	""	""	"1"	""	""	"0"	""	"2"	""	""	""	"2"	""	"0"	""	""	"1"	""	""	"102"	""	""	"1"	""	""	""	"3"	""	""	"300"	""	""	""	""	"0"	""	""	""	"300"	""	""	""	""	""	""	""	""	""	""
"276"	"Total"	""	""	""	"2494"	""	""	"1032"	""	"346"	""	"49"	""	""	"21"	""	""	"25"	""	""	"20"	""	""	""	"23"	""	""	"25"	""	"62"	""	""	""	"22"	""	"24"	""	""	"42"	""	""	"1110"	""	""	"53"	""	""	""	"109"	""	""	"5457"	""	""	""	""	"0"	""	""	""	"5457"	""	""	""	""	""	""	""	""	""	""
"277"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"278"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"279"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"280"	"1"	""	"194"	""	"97"	""	""	"16"	""	"71"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	"1"	""	""	""	"1"	""	"0"	""	""	"0"	""	""	"102"	""	""	"2"	""	""	""	"2"	""	""	"295"	""	""	""	"0"	""	""	""	""	"295"	""	""	""	""	""	""	""	""	""	""
"281"	"2"	""	"195"	""	"169"	""	""	"95"	""	"17"	""	"2"	""	""	"2"	""	""	"4"	""	""	"5"	""	""	""	"2"	""	""	"4"	""	"7"	""	""	""	"3"	""	"1"	""	""	"3"	""	""	"30"	""	""	"8"	""	""	""	"20"	""	""	"372"	""	""	""	"0"	""	""	""	""	"372"	""	""	""	""	""	""	""	""	""	""
"282"	"3"	""	"196"	""	"210"	""	""	"24"	""	"9"	""	"8"	""	""	"1"	""	""	"0"	""	""	"2"	""	""	""	"4"	""	""	"3"	""	"5"	""	""	""	"1"	""	"0"	""	""	"4"	""	""	"179"	""	""	"3"	""	""	""	"9"	""	""	"462"	""	""	""	"0"	""	""	""	""	"462"	""	""	""	""	""	""	""	""	""	""
"283"	"4"	""	"197"	""	"240"	""	""	"88"	""	"35"	""	"5"	""	""	"9"	""	""	"4"	""	""	"4"	""	""	""	"5"	""	""	"3"	""	"10"	""	""	""	"3"	""	"3"	""	""	"4"	""	""	"144"	""	""	"7"	""	""	""	"13"	""	""	"577"	""	""	""	"0"	""	""	""	""	"577"	""	""	""	""	""	""	""	""	""	""
"284"	"5"	""	"198"	""	"97"	""	""	"143"	""	"39"	""	"12"	""	""	"6"	""	""	"2"	""	""	"3"	""	""	""	"4"	""	""	"1"	""	"8"	""	""	""	"1"	""	"2"	""	""	"1"	""	""	"128"	""	""	"7"	""	""	""	"7"	""	""	"461"	""	""	""	"0"	""	""	""	""	"461"	""	""	""	""	""	""	""	""	""	""
"285"	"6"	""	"199"	""	"107"	""	""	"12"	""	"73"	""	"5"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	"0"	""	""	""	"2"	""	"2"	""	""	"4"	""	""	"75"	""	""	"3"	""	""	""	"14"	""	""	"300"	""	""	""	"0"	""	""	""	""	"300"	""	""	""	""	""	""	""	""	""	""
"286"	"7"	""	"199A"	""	"72"	""	""	"6"	""	"69"	""	"1"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"1"	""	"0"	""	""	""	"0"	""	"0"	""	""	"0"	""	""	"52"	""	""	"2"	""	""	""	"0"	""	""	"206"	""	""	""	"0"	""	""	""	""	"206"	""	""	""	""	""	""	""	""	""	""
"287"	"8"	""	"200"	""	"97"	""	""	"81"	""	"145"	""	"8"	""	""	"5"	""	""	"1"	""	""	"1"	""	""	""	"19"	""	""	"0"	""	"10"	""	""	""	"11"	""	"4"	""	""	"6"	""	""	"93"	""	""	"9"	""	""	""	"22"	""	""	"512"	""	""	""	"0"	""	""	""	""	"512"	""	""	""	""	""	""	""	""	""	""
"288"	"9"	""	"201"	""	"121"	""	""	"59"	""	"26"	""	"4"	""	""	"2"	""	""	"3"	""	""	"1"	""	""	""	"2"	""	""	"5"	""	"2"	""	""	""	"8"	""	"8"	""	""	"14"	""	""	"212"	""	""	"9"	""	""	""	"20"	""	""	"496"	""	""	""	"0"	""	""	""	""	"496"	""	""	""	""	""	""	""	""	""	""
"289"	"10"	""	"202"	""	"170"	""	""	"42"	""	"24"	""	"6"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	"4"	""	"2"	""	""	""	"1"	""	"2"	""	""	"9"	""	""	"171"	""	""	"5"	""	""	""	"8"	""	""	"450"	""	""	""	"0"	""	""	""	""	"450"	""	""	""	""	""	""	""	""	""	""
"290"	"11"	""	"203"	""	"218"	""	""	"68"	""	"40"	""	"8"	""	""	"1"	""	""	"4"	""	""	"5"	""	""	""	"5"	""	""	"6"	""	"6"	""	""	""	"4"	""	"1"	""	""	"2"	""	""	"37"	""	""	"3"	""	""	""	"15"	""	""	"423"	""	""	""	"0"	""	""	""	""	"423"	""	""	""	""	""	""	""	""	""	""
"291"	"12"	""	"204"	""	"38"	""	""	"45"	""	"0"	""	"1"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	"2"	""	"1"	""	""	""	"2"	""	"2"	""	""	"2"	""	""	"281"	""	""	"7"	""	""	""	"7"	""	""	"391"	""	""	""	"0"	""	""	""	""	"391"	""	""	""	""	""	""	""	""	""	""
"292"	"13"	""	"205"	""	"139"	""	""	"27"	""	"23"	""	"4"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"1"	""	""	"5"	""	"4"	""	""	""	"5"	""	"2"	""	""	"2"	""	""	"117"	""	""	"5"	""	""	""	"18"	""	""	"356"	""	""	""	"0"	""	""	""	""	"356"	""	""	""	""	""	""	""	""	""	""
"293"	"14"	""	"206"	""	"85"	""	""	"45"	""	"7"	""	"6"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	"2"	""	"7"	""	""	""	"0"	""	"3"	""	""	"4"	""	""	"99"	""	""	"2"	""	""	""	"2"	""	""	"268"	""	""	""	"0"	""	""	""	""	"268"	""	""	""	""	""	""	""	""	""	""
"294"	"Total"	""	""	""	"1860"	""	""	"751"	""	"578"	""	"72"	""	""	"32"	""	""	"23"	""	""	"28"	""	""	""	"50"	""	""	"36"	""	"63"	""	""	""	"42"	""	"30"	""	""	"55"	""	""	"1720"	""	""	"72"	""	""	""	"157"	""	""	"5569"	""	""	""	"0"	""	""	""	""	"5569"	""	""	""	""	""	""	""	""	""	""
"295"	"Table No."	""	"Sl. No. of Polling Station"	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"296"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	"SAHABUDDI N"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"297"	"1"	""	"2"	""	"3"	""	""	"4"	""	"5"	""	"6"	""	""	"7"	""	""	"8"	""	""	"9"	""	""	""	"10"	""	""	"11"	""	"12"	""	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	"17"	""	""	""	"18"	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	"22"	""	""	""	""	""	""
"298"	"1"	""	"207"	""	"183"	""	""	"51"	""	"41"	""	"5"	""	""	"0"	""	""	"3"	""	""	"3"	""	""	""	"2"	""	""	"0"	""	"7"	""	""	""	"3"	""	"1"	""	""	"5"	""	""	"64"	""	""	"6"	""	""	""	"9"	""	""	"383"	""	""	""	"0"	""	""	""	""	"383"	""	""	""	""	""	""	""	""	""	""
"299"	"2"	""	"208"	""	"508"	""	""	"43"	""	"2"	""	"0"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	""	"2"	""	""	"1"	""	"4"	""	""	""	"4"	""	"1"	""	""	"2"	""	""	"19"	""	""	"8"	""	""	""	"27"	""	""	"626"	""	""	""	"0"	""	""	""	""	"626"	""	""	""	""	""	""	""	""	""	""
"300"	"3"	""	"209"	""	"156"	""	""	"69"	""	"14"	""	"4"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	"0"	""	"9"	""	""	""	"1"	""	"0"	""	""	"7"	""	""	"135"	""	""	"7"	""	""	""	"8"	""	""	"416"	""	""	""	"0"	""	""	""	""	"416"	""	""	""	""	""	""	""	""	""	""
"301"	"4"	""	"210"	""	"211"	""	""	"27"	""	"30"	""	"2"	""	""	"3"	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	"1"	""	"2"	""	""	""	"2"	""	"1"	""	""	"3"	""	""	"196"	""	""	"7"	""	""	""	"17"	""	""	"504"	""	""	""	"0"	""	""	""	""	"504"	""	""	""	""	""	""	""	""	""	""
"302"	"5"	""	"211"	""	"291"	""	""	"12"	""	"18"	""	"1"	""	""	"1"	""	""	"2"	""	""	"4"	""	""	""	"0"	""	""	"1"	""	"1"	""	""	""	"2"	""	"3"	""	""	"0"	""	""	"14"	""	""	"2"	""	""	""	"5"	""	""	"357"	""	""	""	"0"	""	""	""	""	"357"	""	""	""	""	""	""	""	""	""	""
"303"	"6"	""	"212"	""	"270"	""	""	"20"	""	"16"	""	"6"	""	""	"3"	""	""	"3"	""	""	"1"	""	""	""	"2"	""	""	"3"	""	"2"	""	""	""	"4"	""	"1"	""	""	"7"	""	""	"407"	""	""	"10"	""	""	""	"10"	""	""	"765"	""	""	""	"0"	""	""	""	""	"765"	""	""	""	""	""	""	""	""	""	""
"304"	"7"	""	"213"	""	"143"	""	""	"59"	""	"6"	""	"5"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	"0"	""	"7"	""	""	""	"3"	""	"5"	""	""	"4"	""	""	"129"	""	""	"6"	""	""	""	"16"	""	""	"390"	""	""	""	"0"	""	""	""	""	"390"	""	""	""	""	""	""	""	""	""	""
"305"	"8"	""	"214"	""	"184"	""	""	"48"	""	"20"	""	"4"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"3"	""	""	"0"	""	"5"	""	""	""	"4"	""	"1"	""	""	"2"	""	""	"88"	""	""	"3"	""	""	""	"9"	""	""	"375"	""	""	""	"0"	""	""	""	""	"375"	""	""	""	""	""	""	""	""	""	""
"306"	"9"	""	"215"	""	"327"	""	""	"54"	""	"6"	""	"2"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	""	"1"	""	""	"1"	""	"2"	""	""	""	"4"	""	"1"	""	""	"0"	""	""	"21"	""	""	"3"	""	""	""	"10"	""	""	"436"	""	""	""	"0"	""	""	""	""	"436"	""	""	""	""	""	""	""	""	""	""
"307"	"10"	""	"216"	""	"34"	""	""	"82"	""	"32"	""	"4"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"6"	""	""	"1"	""	"7"	""	""	""	"3"	""	"2"	""	""	"9"	""	""	"164"	""	""	"15"	""	""	""	"23"	""	""	"387"	""	""	""	"0"	""	""	""	""	"387"	""	""	""	""	""	""	""	""	""	""
"308"	"11"	""	"217"	""	"207"	""	""	"38"	""	"19"	""	"5"	""	""	"0"	""	""	"2"	""	""	"3"	""	""	""	"1"	""	""	"2"	""	"11"	""	""	""	"3"	""	"3"	""	""	"4"	""	""	"0"	""	""	"9"	""	""	""	"24"	""	""	"331"	""	""	""	"0"	""	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""
"309"	"12"	""	"218"	""	"274"	""	""	"139"	""	"26"	""	"9"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	""	"1"	""	""	"2"	""	"6"	""	""	""	"0"	""	"2"	""	""	"5"	""	""	"90"	""	""	"3"	""	""	""	"8"	""	""	"569"	""	""	""	"0"	""	""	""	""	"569"	""	""	""	""	""	""	""	""	""	""
"310"	"13"	""	"219"	""	"103"	""	""	"10"	""	"49"	""	"0"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	"1"	""	"1"	""	""	""	"0"	""	"0"	""	""	"3"	""	""	"137"	""	""	"4"	""	""	""	"3"	""	""	"317"	""	""	""	"0"	""	""	""	""	"317"	""	""	""	""	""	""	""	""	""	""
"311"	"14"	""	"219A"	""	"102"	""	""	"2"	""	"20"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"0"	""	""	""	"1"	""	"0"	""	""	"0"	""	""	"124"	""	""	"1"	""	""	""	"0"	""	""	"250"	""	""	""	"0"	""	""	""	""	"250"	""	""	""	""	""	""	""	""	""	""
