"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 232-Gaya Town Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……        1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""
"6"	""	""	""	""	"GODESHWAR PD. VERMA"	""	""	"PREM KUMAR"	""	""	"BACHCHU LAL BITHHAL"	""	""	"SANJAY SAHAY"	""	""	"JAWAID KARIM"	""	""	"GOPAL PRASAD"	""	""	"JITENDRA KUMAR"	""	""	""	"RAJIV KUMAR SINHA"	""	""	"MD. SHAHID HUSSAIN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"12"	""	"85"	""	""	"2517"	""	""	"153"	""	""	"1003"	""	""	"22"	""	""	"13"	""	""	"20"	""	""	"13"	""	""	""	"34"	""	""	"3860"	""	""	"0"	""	""	""	"3860"	""	""	""	""	""	""	""	""
"391"	"13"	""	"54"	""	""	"2914"	""	""	"174"	""	""	"1004"	""	""	"24"	""	""	"24"	""	""	"18"	""	""	"17"	""	""	""	"49"	""	""	"4278"	""	""	"0"	""	""	""	"4278"	""	""	""	""	""	""	""	""
"392"	"14"	""	"56"	""	""	"3026"	""	""	"586"	""	""	"971"	""	""	"30"	""	""	"20"	""	""	"15"	""	""	"27"	""	""	""	"47"	""	""	"4778"	""	""	"0"	""	""	""	"4778"	""	""	""	""	""	""	""	""
"393"	"15"	""	"90"	""	""	"2636"	""	""	"361"	""	""	"1368"	""	""	"32"	""	""	"28"	""	""	"23"	""	""	"23"	""	""	""	"61"	""	""	"4622"	""	""	"0"	""	""	""	"4622"	""	""	""	""	""	""	""	""
"394"	"16"	""	"73"	""	""	"2027"	""	""	"457"	""	""	"1476"	""	""	"43"	""	""	"38"	""	""	"27"	""	""	"18"	""	""	""	"56"	""	""	"4215"	""	""	"0"	""	""	""	"4215"	""	""	""	""	""	""	""	""
"395"	"17"	""	"166"	""	""	"3112"	""	""	"329"	""	""	"1382"	""	""	"46"	""	""	"50"	""	""	"28"	""	""	"40"	""	""	""	"95"	""	""	"5248"	""	""	"0"	""	""	""	"5248"	""	""	""	""	""	""	""	""
"396"	"18"	""	"76"	""	""	"2387"	""	""	"515"	""	""	"1223"	""	""	"36"	""	""	"35"	""	""	"28"	""	""	"24"	""	""	""	"76"	""	""	"4400"	""	""	"0"	""	""	""	"4400"	""	""	""	""	""	""	""	""
"397"	"19"	""	"76"	""	""	"2017"	""	""	"312"	""	""	"1085"	""	""	"31"	""	""	"30"	""	""	"32"	""	""	"27"	""	""	""	"87"	""	""	"3697"	""	""	"0"	""	""	""	"3697"	""	""	""	""	""	""	""	""
"398"	"20"	""	"35"	""	""	"2461"	""	""	"91"	""	""	"474"	""	""	"14"	""	""	"14"	""	""	"6"	""	""	"8"	""	""	""	"32"	""	""	"3135"	""	""	"0"	""	""	""	"3135"	""	""	""	""	""	""	""	""
"399"	"Total no. of votes recorded at polling station"	""	"1568"	""	""	"48098"	""	""	"6489"	""	""	"23208"	""	""	"665"	""	""	"488"	""	""	"463"	""	""	"376"	""	""	""	"1242"	""	""	"82597"	""	""	"0"	""	""	""	"82597"	""	""	""	""	""	""	""	""
"400"	"No. of vote recorded on postal ballot papers"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	""	""	""	""
"401"	"Total vote polled"	""	"1568"	""	""	"48098"	""	""	"6489"	""	""	"23208"	""	""	"665"	""	""	"488"	""	""	"463"	""	""	"376"	""	""	""	"1242"	""	""	"82597"	""	""	"0"	""	""	""	"82597"	""	""	""	""	""	""	""	""
"402"	"Place             Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"403"	"Date              22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"404"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
