"X..FORM.20...FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.194.BIKRAM.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of"	""	""	"No. of"	""	""	""	""	"No. of tendered"	""	""	""	""	""	""
"3"	"Serial no. of"	""	"ANIL"	""	""	"DEVI DAYAL"	""	""	"SHAILESH"	""	""	""	"SHYAM DEO"	""	""	"JITENDRA"	""	""	"ANIL"	""	""	"DAMYANTI"	""	""	""	"BHUSHAN"	""	""	"MUNNA"	""	""	""	""	"RAGHUNANDAN"	""	""	"RAMESH"	""	""	""	"Valid Votes"	""	""	"votes"	""	""	""	""	"votes"	""	""	""	""	""	""
"331"	"Grand Total"	""	"37484"	""	""	"2112"	""	""	"13615"	""	""	""	"22664"	""	""	"1323"	""	""	"362"	""	""	"303"	""	""	""	"1025"	""	""	"788"	""	""	""	""	"828"	""	""	"2637"	""	""	""	"83141"	""	""	"0"	""	""	"83141"	""	"0"	""	""	""	""	""	""
"332"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-16
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"Serial no. of polling station"	""	"ANIL KUMAR"	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	"RAGHUNANDAN PRASAD"	""	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	""	"No. of
rejected votes"	""	""	"Total"	""	"No. of tendered votes"	""	""	""	""	""	""
"337"	"199"	""	"199"	""	""	"4"	""	""	"39"	""	""	"60"	""	""	""	"1"	""	"0"	""	""	""	"2"	""	""	"6"	""	""	""	"3"	""	""	""	"4"	""	""	""	"5"	""	""	"323"	""	""	""	""	""	""	"323"	""	""	""	""	""	""	""	""
"338"	"200"	""	"49"	""	""	"0"	""	""	"2"	""	""	"186"	""	""	""	"7"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"6"	""	""	""	"5"	""	""	"255"	""	""	""	""	""	""	"255"	""	""	""	""	""	""	""	""
"339"	"201"	""	"40"	""	""	"1"	""	""	"235"	""	""	"29"	""	""	""	"0"	""	"0"	""	""	""	"2"	""	""	"9"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"318"	""	""	""	""	""	""	"318"	""	""	""	""	""	""	""	""
"340"	"202"	""	"312"	""	""	"0"	""	""	"26"	""	""	"123"	""	""	""	"4"	""	"1"	""	""	""	"1"	""	""	"6"	""	""	""	"3"	""	""	""	"3"	""	""	""	"13"	""	""	"492"	""	""	""	""	""	""	"492"	""	""	""	""	""	""	""	""
"341"	"203"	""	"257"	""	""	"1"	""	""	"91"	""	""	"60"	""	""	""	"2"	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	"4"	""	""	""	"1"	""	""	""	"6"	""	""	"425"	""	""	""	""	""	""	"425"	""	""	""	""	""	""	""	""
"342"	"204"	""	"45"	""	""	"5"	""	""	"26"	""	""	"71"	""	""	""	"4"	""	"1"	""	""	""	"1"	""	""	"4"	""	""	""	"2"	""	""	""	"17"	""	""	""	"6"	""	""	"182"	""	""	""	""	""	""	"182"	""	""	""	""	""	""	""	""
"343"	"205"	""	"221"	""	""	"15"	""	""	"195"	""	""	"145"	""	""	""	"4"	""	"5"	""	""	""	"1"	""	""	"10"	""	""	""	"12"	""	""	""	"6"	""	""	""	"24"	""	""	"638"	""	""	""	""	""	""	"638"	""	""	""	""	""	""	""	""
"344"	"206"	""	"283"	""	""	"16"	""	""	"63"	""	""	"116"	""	""	""	"3"	""	"0"	""	""	""	"0"	""	""	"3"	""	""	""	"3"	""	""	""	"4"	""	""	""	"7"	""	""	"498"	""	""	""	""	""	""	"498"	""	""	""	""	""	""	""	""
"345"	"207"	""	"95"	""	""	"0"	""	""	"51"	""	""	"80"	""	""	""	"15"	""	"1"	""	""	""	"2"	""	""	"1"	""	""	""	"5"	""	""	""	"1"	""	""	""	"10"	""	""	"261"	""	""	""	""	""	""	"261"	""	""	""	""	""	""	""	""
"346"	"208"	""	"29"	""	""	"0"	""	""	"175"	""	""	"274"	""	""	""	"13"	""	"2"	""	""	""	"4"	""	""	"2"	""	""	""	"5"	""	""	""	"9"	""	""	""	"5"	""	""	"518"	""	""	""	""	""	""	"518"	""	""	""	""	""	""	""	""
"347"	"209"	""	"21"	""	""	"1"	""	""	"58"	""	""	"168"	""	""	""	"10"	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"4"	""	""	"265"	""	""	""	""	""	""	"265"	""	""	""	""	""	""	""	""
"348"	"210"	""	"207"	""	""	"10"	""	""	"90"	""	""	"78"	""	""	""	"3"	""	"5"	""	""	""	"3"	""	""	"11"	""	""	""	"12"	""	""	""	"10"	""	""	""	"28"	""	""	"457"	""	""	""	""	""	""	"457"	""	""	""	""	""	""	""	""
"349"	"211"	""	"72"	""	""	"1"	""	""	"25"	""	""	"13"	""	""	""	"2"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	"116"	""	""	""	""	""	""	"116"	""	""	""	""	""	""	""	""
"350"	"212"	""	"60"	""	""	"0"	""	""	"17"	""	""	"276"	""	""	""	"2"	""	"4"	""	""	""	"0"	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	""	"15"	""	""	"377"	""	""	""	""	""	""	"377"	""	""	""	""	""	""	""	""
"351"	"Total"	""	"1890"	""	""	"54"	""	""	"1093"	""	""	"1679"	""	""	""	"70"	""	"21"	""	""	""	"17"	""	""	"55"	""	""	""	"52"	""	""	""	"64"	""	""	""	"130"	""	""	"5125"	""	""	""	""	""	""	"5125"	""	"0"	""	""	""	""	""	""
"352"	"Till Last Round"	""	"37484"	""	""	"2112"	""	""	"13615"	""	""	"22664"	""	""	""	"1323"	""	"362"	""	""	""	"303"	""	""	"1025"	""	""	""	"788"	""	""	""	"828"	""	""	""	"2637"	""	""	"83141"	""	""	""	"0"	""	""	"83141"	""	"0"	""	""	""	""	""	""
"353"	"Grand Total"	""	"39374"	""	""	"2166"	""	""	"14708"	""	""	"24343"	""	""	""	"1393"	""	"383"	""	""	""	"320"	""	""	"1080"	""	""	""	"840"	""	""	""	"892"	""	""	""	"2767"	""	""	"88266"	""	""	""	"0"	""	""	"88266"	""	"0"	""	""	""	""	""	""
"354"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"[ FORM 20 ]
FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 194-BIKRAM ASSEMBLY CONSTITUNECY
ROUND-17
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"357"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Serial no. of polling station"	""	""	"ANIL KUMAR"	""	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	""	""	""	"ANIL KUMAR"	""	""	""	"DAMYANTI DEVI"	""	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	"RAGHUNANDAN PRASAD"	""	""	""	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	"No. of
rejected votes"	""	"Total"	"No. of tendered votes"	""	""
"359"	"213"	""	""	"119"	""	""	""	"7"	""	""	"51"	""	""	""	"216"	""	""	""	"9"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"4"	""	""	""	"1"	""	""	"3"	""	""	""	""	""	"21"	""	""	"433"	""	""	""	"433"	""	""	""
"360"	"214"	""	""	"1"	""	""	""	"1"	""	""	"86"	""	""	""	"26"	""	""	""	"3"	""	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	"0"	""	""	""	""	""	"1"	""	""	"124"	""	""	""	"124"	""	""	""
"361"	"215"	""	""	"148"	""	""	""	"8"	""	""	"142"	""	""	""	"170"	""	""	""	"14"	""	""	""	""	"2"	""	""	""	"3"	""	""	""	"13"	""	""	""	"6"	""	""	"9"	""	""	""	""	""	"20"	""	""	"535"	""	""	""	"535"	""	""	""
"362"	"216"	""	""	"136"	""	""	""	"4"	""	""	"190"	""	""	""	"78"	""	""	""	"7"	""	""	""	""	"3"	""	""	""	"3"	""	""	""	"14"	""	""	""	"7"	""	""	"4"	""	""	""	""	""	"23"	""	""	"469"	""	""	""	"469"	""	""	""
"363"	"217"	""	""	"167"	""	""	""	"16"	""	""	"203"	""	""	""	"139"	""	""	""	"8"	""	""	""	""	"2"	""	""	""	"5"	""	""	""	"19"	""	""	""	"15"	""	""	"7"	""	""	""	""	""	"19"	""	""	"600"	""	""	""	"600"	""	""	""
"364"	"218"	""	""	"202"	""	""	""	"52"	""	""	"95"	""	""	""	"217"	""	""	""	"7"	""	""	""	""	"2"	""	""	""	"1"	""	""	""	"7"	""	""	""	"9"	""	""	"4"	""	""	""	""	""	"22"	""	""	"618"	""	""	""	"618"	""	""	""
"365"	"219"	""	""	"119"	""	""	""	"4"	""	""	"40"	""	""	""	"219"	""	""	""	"8"	""	""	""	""	"4"	""	""	""	"0"	""	""	""	"2"	""	""	""	"3"	""	""	"5"	""	""	""	""	""	"10"	""	""	"414"	""	""	""	"414"	""	""	""
"366"	"220"	""	""	"145"	""	""	""	"50"	""	""	"105"	""	""	""	"179"	""	""	""	"6"	""	""	""	""	"3"	""	""	""	"2"	""	""	""	"7"	""	""	""	"4"	""	""	"1"	""	""	""	""	""	"0"	""	""	"502"	""	""	""	"502"	""	""	""
"367"	"221"	""	""	"259"	""	""	""	"13"	""	""	"94"	""	""	""	"124"	""	""	""	"2"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"8"	""	""	""	"3"	""	""	"3"	""	""	""	""	""	"12"	""	""	"520"	""	""	""	"520"	""	""	""
"368"	"222"	""	""	"59"	""	""	""	"14"	""	""	"160"	""	""	""	"252"	""	""	""	"7"	""	""	""	""	"5"	""	""	""	"5"	""	""	""	"4"	""	""	""	"6"	""	""	"5"	""	""	""	""	""	"10"	""	""	"527"	""	""	""	"527"	""	""	""
"369"	"223"	""	""	"108"	""	""	""	"7"	""	""	"69"	""	""	""	"38"	""	""	""	"3"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	""	""	""	"1"	""	""	"230"	""	""	""	"230"	""	""	""
"370"	"224"	""	""	"8"	""	""	""	"2"	""	""	"151"	""	""	""	"26"	""	""	""	"0"	""	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"5"	""	""	"0"	""	""	""	""	""	"1"	""	""	"195"	""	""	""	"195"	""	""	""
"371"	"225"	""	""	"13"	""	""	""	"4"	""	""	"171"	""	""	""	"59"	""	""	""	"5"	""	""	""	""	"0"	""	""	""	"2"	""	""	""	"11"	""	""	""	"4"	""	""	"0"	""	""	""	""	""	"29"	""	""	"298"	""	""	""	"298"	""	""	""
"372"	"226"	""	""	"37"	""	""	""	"23"	""	""	"113"	""	""	""	"386"	""	""	""	"10"	""	""	""	""	"3"	""	""	""	"3"	""	""	""	"8"	""	""	""	"7"	""	""	"7"	""	""	""	""	""	"13"	""	""	"610"	""	""	""	"610"	""	""	""
"373"	"Total"	""	""	"1521"	""	""	""	"205"	""	""	"1670"	""	""	""	"2129"	""	""	""	"89"	""	""	""	""	"29"	""	""	""	"26"	""	""	""	"102"	""	""	""	"74"	""	""	"48"	""	""	""	""	""	"182"	""	""	"6075"	""	""	""	"6075"	"0"	""	""
"374"	"Till Last Round"	""	""	"39374"	""	""	""	"2166"	""	""	"14708"	""	""	""	"24343"	""	""	""	"1393"	""	""	""	""	"383"	""	""	""	"320"	""	""	""	"1080"	""	""	""	"840"	""	""	"892"	""	""	""	""	""	"2767"	""	""	"88266"	""	"0"	""	"88266"	"0"	""	""
"375"	"Grand Total"	""	""	"40895"	""	""	""	"2371"	""	""	"16378"	""	""	""	"26472"	""	""	""	"1482"	""	""	""	""	"412"	""	""	""	"346"	""	""	""	"1182"	""	""	""	"914"	""	""	"940"	""	""	""	""	""	"2949"	""	""	"94341"	""	"0"	""	"94341"	"0"	""	""
"376"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"194-BIKRAM.xlsx                                                                                     NICPATCOLL[ANAND]                                                                       BIKRAM- R-17  PAGE - 17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"[ FORM 20 ]
FINAL RESULT SHEET [SEE RULL 56(7)]
(to be used both for rocording the result of voting at Polling Station Other than Notified Polling Station)
ASSEMBLY ELECTION -- 2005
NO . & Name of Assembly Segment : 194 Bikram
Name of Candidates
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"379"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 194-BIKRAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"380"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"381"	"Serial no. of polling station"	"ANIL KUMAR"	""	""	""	"DEVI DAYAL PANDIT"	""	""	"SHAILESH KUMAR SINGH"	""	""	"SHYAM DEO SINGH"	""	""	""	"JITENDRA KUMAR"	""	"ANIL KUMAR"	""	""	"DAMYANTI DEVI"	""	""	""	"BHUSHAN PRASAD"	""	""	""	"MUNNA CHOUDHARY"	""	""	""	"RAGHUNANDAN PRASAD"	""	""	""	"RAMESH SHARMA"	""	""	"Total of Valid Votes"	""	""	"No. of
rejected votes"	""	""	"Total"	""	""	"No. of tendered votes"	""	""	""	""	""	""
"382"	"227"	"156"	""	""	""	"10"	""	""	"67"	""	""	"144"	""	""	""	"5"	""	"3"	""	""	"3"	""	""	""	"4"	""	""	""	"1"	""	""	""	"5"	""	""	""	"10"	""	""	"408"	""	""	""	""	""	"408"	""	""	""	""	""	""	""	""	""
"383"	"228"	"78"	""	""	""	"42"	""	""	"62"	""	""	"348"	""	""	""	"11"	""	"5"	""	""	"0"	""	""	""	"10"	""	""	""	"2"	""	""	""	"5"	""	""	""	"4"	""	""	"567"	""	""	""	""	""	"567"	""	""	""	""	""	""	""	""	""
"384"	"TOTAL"	"234"	""	""	""	"52"	""	""	"129"	""	""	"492"	""	""	""	"16"	""	"8"	""	""	"3"	""	""	""	"14"	""	""	""	"3"	""	""	""	"10"	""	""	""	"14"	""	""	"975"	""	""	""	""	""	"975"	""	""	""	""	""	""	""	""	""
"385"	"TOTAL UPTO
Round no. 17th"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"386"	"total no of votes rocorded at Polling station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"No. Of votes
recorded on postal Ballat Papers"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"388"	"Total Votes Pole"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"Place : PATNA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"Date :                                    "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"194-BIKRAM.xlsx                                                                                                            NICPATCOLL[ANAND]                                                                                              BIKRAM- R-18  PAGE - 18"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
